alpha,phi,h
0.346939,0.413943,0.169571
0.268571,0.851410,0.533320
0.685714,0.811125,0.532150
0.614285,0.513350,0.172033
0.553571,0.541750,0.278025
0.661905,0.587133,0.336633
0.469047,0.330317,0.176383
0.452381,0.773767,0.198200
0.771429,0.675167,0.134200
0.667857,0.652862,0.254175
0.763265,0.782179,0.061714
0.509524,0.469100,0.335733
0.271429,0.497992,0.162850
0.435715,0.458788,0.295350
0.392857,0.621500,0.490175
0.438095,0.546700,0.173133
0.412245,0.794986,0.275814
0.625000,0.697431,0.084800
0.376191,0.605600,0.075300
0.680000,0.865160,0.228500
0.614286,0.689125,0.112600
0.240000,0.738920,0.086260
0.610714,0.699712,0.022100
0.638095,0.731867,0.101317
0.490476,0.485208,0.612683
0.788095,0.454550,0.254400
0.657143,0.752862,0.515550
0.464286,0.759700,0.415550
0.628571,0.682338,0.241125
0.466667,0.866367,0.138633
0.648571,0.863320,0.205860
0.687755,0.682557,0.226943
0.382857,0.724720,0.580320
0.742857,0.692650,0.514567
0.554762,0.539408,0.355650
0.588095,0.433675,0.032950
0.457143,0.701400,0.373033
0.630953,0.792058,0.029567
0.516667,0.555542,0.324350
0.719048,0.700583,0.424667
0.483673,0.513171,0.036229
0.640000,0.399610,0.069580
0.333334,0.822800,0.429367
0.767857,0.417925,0.167950
0.600000,0.434350,0.244650
0.284127,0.772911,0.191300
0.791428,0.883970,0.454460
0.476191,0.722183,0.300067
0.340000,0.313590,0.104360
0.728571,0.980400,0.214100
0.334286,0.313250,0.294360
0.575000,0.460688,0.299200
0.531428,0.325010,0.285620
0.992857,0.623750,0.157350
0.491071,0.826263,0.471675
0.774286,0.793650,0.083420
0.574286,0.783220,0.475100
0.735714,0.850308,0.112567
0.420408,0.433121,0.359857
0.569388,0.432736,0.210629
0.467857,0.491787,0.041625
0.900000,0.526350,0.276400
0.368571,0.576550,0.093580
0.782143,0.634000,0.244300
0.500000,0.534280,0.530160
0.745714,0.431480,0.153300
0.750794,0.330600,0.371422
0.642857,0.539300,0.413000
0.414286,0.671050,0.014700
0.542857,0.405700,0.377500
0.935714,0.587237,0.228975
0.738095,0.650450,0.240400
0.571429,0.895771,0.087800
0.462857,0.629060,0.130280
0.514286,0.302250,0.417200
0.338095,0.484017,0.032367
0.542857,0.123000,0.018200
0.623809,0.316400,0.166333
0.310204,0.594593,0.411629
0.785714,0.867200,0.476857
0.565714,0.347540,0.356020
0.550794,0.492506,0.053200
0.385714,0.773933,0.351200
0.400000,0.947550,0.292050
0.360714,0.770125,0.611975
0.314286,0.876750,0.376000
0.557143,0.904875,0.147700
0.367857,0.852537,0.367600
0.600000,0.662417,0.554300
0.491428,0.675190,0.597040
0.548572,0.238670,0.135860
0.511428,0.604520,0.566580
0.423810,0.778933,0.089167
0.714286,0.833450,0.312133
0.880357,0.600400,0.215200
0.500000,0.252180,0.087520
0.500000,0.801700,0.507700
0.677143,0.699040,0.144700
0.600000,0.460300,0.051700
0.407143,0.783325,0.232575
