alpha,phi,h
0.778240,0.367909,0.111941
0.802061,0.424922,0.164643
0.773767,0.481753,0.160619
0.862097,0.453315,0.148629
0.774176,0.423327,0.142360
0.733121,0.380977,0.163977
0.802758,0.397761,0.138771
0.842499,0.411814,0.164110
0.818307,0.443182,0.136042
0.789057,0.349932,0.151026
0.759568,0.403591,0.131019
0.823582,0.399880,0.197761
0.783354,0.443409,0.127082
0.810066,0.413121,0.136089
0.797296,0.373259,0.144833
0.789245,0.406700,0.125357
0.772778,0.422086,0.122063
0.819386,0.411895,0.155151
0.833255,0.412180,0.154863
0.793006,0.400266,0.160319
0.818039,0.376488,0.152391
0.827022,0.471783,0.155209
0.809883,0.437233,0.174511
0.839336,0.413423,0.202420
0.820355,0.403017,0.209094
0.835633,0.414280,0.154519
0.818277,0.389743,0.162075
0.798560,0.381981,0.134133
0.811971,0.409355,0.151511
0.767536,0.421866,0.145826
0.854938,0.427500,0.127744
0.816026,0.423882,0.156945
0.844475,0.405109,0.160210
0.845914,0.394098,0.146119
0.777527,0.348644,0.138375
0.772657,0.391221,0.179984
0.840241,0.474003,0.152854
0.779938,0.443675,0.139797
0.788416,0.371522,0.115600
0.786222,0.416936,0.111761
0.757530,0.421674,0.153979
0.834074,0.440324,0.127367
0.754635,0.378016,0.093873
0.831992,0.431217,0.151939
0.760017,0.437970,0.175948
0.839112,0.425774,0.159670
0.817709,0.397149,0.126155
0.813924,0.415060,0.129091
0.745674,0.425067,0.149968
0.854343,0.408062,0.121894
0.795514,0.428982,0.145447
0.816877,0.410693,0.128672
0.772905,0.412154,0.119037
0.791609,0.424410,0.148962
0.809701,0.403729,0.162301
0.820892,0.445128,0.139625
0.803213,0.405725,0.104683
0.819325,0.377197,0.158538
0.804665,0.426904,0.163687
0.821777,0.420127,0.128639
0.773352,0.390022,0.125951
0.820901,0.421078,0.130800
0.733930,0.399147,0.220295
0.730390,0.419121,0.169403
0.769969,0.414101,0.153556
0.788519,0.432343,0.179797
0.797122,0.392071,0.198470
0.869492,0.411107,0.168995
0.782121,0.389091,0.147220
0.827877,0.399606,0.151103
0.842995,0.450261,0.146080
0.735297,0.346035,0.165113
0.722336,0.373174,0.198926
0.810474,0.405149,0.129207
0.797150,0.367900,0.144736
0.812018,0.432673,0.126625
0.779780,0.444881,0.132272
0.789416,0.399587,0.154628
0.768720,0.405236,0.163066
0.797929,0.448948,0.137715
0.765315,0.414613,0.145879
0.789799,0.432799,0.129514
0.758705,0.394701,0.168968
0.748054,0.419320,0.147604
0.824007,0.406839,0.133394
0.814150,0.407586,0.142792
0.751245,0.408614,0.119015
0.820279,0.324244,0.140873
0.824824,0.371758,0.172936
0.778445,0.425311,0.136975
0.772957,0.511252,0.136573
0.769800,0.419641,0.129724
0.816388,0.370928,0.202254
0.808635,0.449353,0.148168
0.816584,0.362460,0.120301
0.822666,0.354852,0.156221
0.837710,0.418684,0.145896
0.791016,0.430374,0.119516
0.840035,0.454089,0.139860
0.732724,0.423672,0.171808
