alpha,phi,h
0.379365,0.244456,0.317722
0.242857,0.278550,0.012300
0.948572,0.783790,0.265540
0.439286,0.299813,0.161475
0.564286,0.396942,0.021350
0.485714,0.582517,0.271483
0.495238,0.142408,0.340017
0.577143,0.118340,0.159580
0.902857,0.119530,0.200820
0.828572,0.632025,0.153125
0.819048,0.115633,0.377900
0.739286,0.110450,0.321675
0.555102,0.408043,0.205814
0.594286,0.514300,0.166000
0.380000,0.586020,0.232380
0.848571,0.689730,0.160360
0.817143,0.529740,0.182960
0.595238,0.200983,0.489967
0.395238,0.754400,0.059850
0.385715,0.511825,0.207950
0.419048,0.329608,0.078250
0.664286,0.356588,0.050150
0.704762,0.151783,0.210967
0.587755,0.644057,0.112600
0.846429,0.777375,0.036700
0.902857,0.076720,0.105840
0.840476,0.406525,0.381533
0.528571,0.629550,0.070600
0.692857,0.148838,0.572850
0.842857,0.158050,0.090700
0.614286,0.276750,0.291100
0.533334,0.522658,0.587100
0.900000,0.165883,0.421917
0.485714,0.288600,0.551600
0.796826,0.407939,0.354278
0.581633,0.443321,0.048243
0.353571,0.301700,0.031050
0.382143,0.140638,0.418825
0.488571,0.316180,0.310260
0.720000,0.113200,0.062040
0.596429,0.294925,0.595600
0.602041,0.231314,0.171086
0.704082,0.098671,0.298200
0.790476,0.398283,0.224133
0.559184,0.184414,0.269143
0.361905,0.246700,0.351767
0.553571,0.093387,0.188275
0.788571,0.538490,0.190340
0.810714,0.165350,0.245000
0.591429,0.106080,0.172560
0.651428,0.579710,0.278240
0.707143,0.253012,0.398700
0.964286,0.270400,0.278875
0.751429,0.359120,0.338460
0.592857,0.060025,0.328450
0.719048,0.740300,0.176400
0.269388,0.431793,0.393529
0.925000,0.323000,0.559050
0.660000,0.101055,0.042400
0.748571,0.155530,0.094960
0.614285,0.181708,0.174350
0.752857,0.458185,0.172880
0.805714,0.371340,0.222800
0.631429,0.574710,0.177060
0.594286,0.042380,0.454840
0.885714,0.467933,0.121567
0.425000,0.162450,0.514225
0.908572,0.388660,0.080700
0.514286,0.129675,0.392100
0.673809,0.146642,0.453133
0.778571,0.103313,0.237275
0.692857,0.281725,0.143050
0.853571,0.331331,0.358150
0.626190,0.341675,0.165400
0.597143,0.365660,0.127360
0.489286,0.154325,0.289150
0.911429,0.285450,0.075860
0.978572,0.260988,0.262375
0.490476,0.107583,0.343967
0.737143,0.115950,0.340700
0.491428,0.536130,0.118860
0.461905,0.288350,0.270767
0.582857,0.082470,0.350300
0.800000,0.101000,0.365767
0.871428,0.331158,0.224650
0.776191,0.293150,0.336300
0.431429,0.360430,0.148960
0.692857,0.729013,0.188800
0.738776,0.389143,0.263014
0.571429,0.620500,0.272300
0.877143,0.146870,0.438640
0.714286,0.385625,0.192187
0.728571,0.545450,0.179700
0.457143,0.291772,0.281922
0.719047,0.106842,0.073517
0.404762,0.490875,0.350317
0.785714,0.373483,0.354333
0.534286,0.073480,0.587700
0.557143,0.021650,0.142800
0.914286,0.057343,0.390986
