alpha,phi,h
0.660043,0.357529,0.604327
0.595939,0.402123,0.613736
0.631298,0.375046,0.612940
0.654582,0.371798,0.626488
0.663044,0.355717,0.651008
0.651996,0.313836,0.622543
0.678993,0.360897,0.608105
0.659161,0.352807,0.632972
0.685225,0.356550,0.671497
0.640605,0.357956,0.642572
0.676696,0.346571,0.663381
0.692316,0.399919,0.646721
0.684985,0.359981,0.664905
0.678654,0.355612,0.622791
0.659349,0.403502,0.662514
0.677516,0.390548,0.632096
0.658535,0.359711,0.651541
0.649674,0.352681,0.637664
0.669270,0.382726,0.603458
0.641061,0.333272,0.657344
0.721913,0.405237,0.687282
0.630018,0.383273,0.605176
0.621922,0.374706,0.614815
0.671924,0.377054,0.646855
0.691258,0.365321,0.643634
0.636703,0.393196,0.673418
0.641646,0.393718,0.664171
0.619901,0.376929,0.608644
0.640461,0.384348,0.617425
0.597470,0.330522,0.639239
0.661723,0.325998,0.630275
0.663497,0.349023,0.619660
0.641751,0.391101,0.610916
0.633461,0.361922,0.608083
0.665106,0.377578,0.659131
0.586224,0.390517,0.645248
0.698439,0.374049,0.617796
0.675662,0.329438,0.627772
0.644174,0.355075,0.658564
0.681095,0.370514,0.671943
0.652397,0.420096,0.642144
0.683348,0.391040,0.610310
0.625185,0.370290,0.631940
0.675707,0.374532,0.633828
0.675392,0.370623,0.631989
0.677925,0.343052,0.621383
0.716777,0.432143,0.650898
0.637433,0.387650,0.611152
0.693947,0.403662,0.564799
0.650656,0.350636,0.628338
0.670491,0.285252,0.649257
0.701384,0.401603,0.626348
0.668418,0.380014,0.688935
0.607949,0.370939,0.672010
0.680618,0.340590,0.605198
0.662509,0.397666,0.637008
0.662615,0.392345,0.637767
0.632562,0.433116,0.628732
0.630184,0.409643,0.623129
0.623188,0.361881,0.625563
0.648549,0.386893,0.631891
0.649402,0.374816,0.653886
0.615776,0.337402,0.646783
0.636522,0.338095,0.690338
0.655836,0.336165,0.645103
0.648363,0.369249,0.612852
0.678043,0.331000,0.622025
0.681347,0.341345,0.658573
0.650083,0.398252,0.632212
0.654696,0.374521,0.606272
0.669587,0.393913,0.643953
0.684127,0.372193,0.628244
0.640753,0.376945,0.635544
0.608872,0.430902,0.571935
0.697128,0.329620,0.690586
0.635861,0.377773,0.622128
0.639392,0.377710,0.646217
0.722421,0.351956,0.611177
0.682206,0.394221,0.589436
0.647213,0.336370,0.644318
0.654261,0.377576,0.614733
0.679123,0.373424,0.663839
0.634236,0.412352,0.635407
0.671549,0.358715,0.658609
0.675130,0.383265,0.619516
0.658547,0.380136,0.613228
0.701122,0.409280,0.636943
0.735263,0.422338,0.631759
0.630837,0.385673,0.633954
0.684940,0.336821,0.618918
0.702989,0.389675,0.677885
0.629649,0.426467,0.580020
0.591155,0.373688,0.612699
0.677683,0.370863,0.599133
0.646830,0.331085,0.639965
0.665340,0.422880,0.669066
0.653874,0.383864,0.652664
0.673646,0.404103,0.642653
0.675690,0.371652,0.652663
0.629695,0.303464,0.621120
