alpha,phi,h
0.761121,0.660131,0.471232
0.713054,0.808363,0.548746
0.320665,0.475951,0.561276
0.528575,0.697154,0.754459
0.636432,0.613634,0.430870
0.576785,0.486479,0.608155
0.380535,0.696514,0.634128
0.621068,0.714475,0.614300
0.618549,0.656370,0.614099
0.488238,0.784503,0.722434
0.306654,0.820905,0.572613
0.424511,0.574363,0.628572
0.452278,0.818695,0.651112
0.625245,0.784621,0.405533
0.485634,0.467340,0.757428
0.522074,0.999744,0.589241
0.384026,0.763298,0.634122
0.413797,0.626756,0.693397
0.506620,0.448595,0.524970
0.721759,0.583182,0.515726
0.443846,0.607339,0.563856
0.680349,0.648142,0.671739
0.284713,0.595034,0.440973
0.622228,0.833578,0.479564
0.591867,0.797565,0.674059
0.557505,0.444919,0.588902
0.705187,0.758568,0.594015
0.413457,0.481529,0.582245
0.450284,0.318642,0.759265
0.720532,0.766534,0.704716
0.520123,0.562971,0.645101
0.524224,0.821566,0.471243
0.638647,0.587303,0.878080
0.551746,0.493024,0.511454
0.609033,0.758284,0.707717
0.580817,0.791872,0.530718
0.631982,0.723244,0.577828
0.616888,0.755357,0.451193
0.694229,0.710694,0.659470
0.494186,0.625132,0.739552
0.516123,0.781518,0.688493
0.568822,0.600177,0.547987
0.481814,0.678927,0.413967
0.357477,0.773880,0.749597
0.496186,0.633428,0.316750
0.433215,0.470707,0.532192
0.465735,0.494016,0.708341
0.330681,0.751808,0.716044
0.207217,0.517548,0.839830
0.683933,0.812446,0.599099
0.898340,0.719831,0.490389
0.481545,0.364663,0.891012
0.398173,0.439779,0.653950
0.328454,0.623257,0.551867
0.582209,0.595991,0.769373
0.411583,0.611489,0.752194
0.264578,0.757696,0.671972
0.288209,0.547373,0.377285
0.615198,0.763769,0.786486
0.391989,0.697111,0.829050
0.559852,0.583274,0.399326
0.587096,0.692298,0.762406
0.582495,0.638047,0.674387
0.637470,0.528894,0.798117
0.513015,0.496032,0.743753
0.582109,0.631046,0.777725
0.528083,0.678349,0.717259
0.456064,0.800990,0.787774
0.486557,0.510008,0.536027
0.600730,0.667467,0.608855
0.466616,0.768452,0.807858
0.439127,0.684661,0.641115
0.446050,0.779027,0.308478
0.432057,0.543418,0.494136
0.668704,0.484069,0.569489
0.469072,0.482912,0.719571
0.461658,0.633318,0.638178
0.389983,0.498719,0.497270
0.507584,0.518093,0.412283
0.416368,0.598519,0.701483
0.285059,0.542980,0.640734
0.355528,0.683459,0.599105
0.609616,0.759959,0.424465
0.647945,0.550488,0.654831
0.463479,0.663827,0.645679
0.423443,0.434275,0.473252
0.486893,0.617635,0.575009
0.579580,0.577380,0.701943
0.509366,0.893033,0.631478
0.541384,0.629448,0.715848
0.748903,0.608221,0.542555
0.588131,0.576040,0.505466
0.656327,0.357168,0.673571
0.490980,0.586788,0.498049
0.303473,0.576081,0.784857
0.837213,0.734848,0.581517
0.340219,0.529276,0.411570
0.532631,0.441682,0.629490
0.629289,0.549026,0.389760
0.508780,0.628054,0.409635
