alpha,phi,h
0.080410,0.671752,0.109627
0.109265,0.708064,0.117125
0.101864,0.812954,0.123565
0.075649,0.718686,0.113385
0.127560,0.750741,0.134181
0.085958,0.759153,0.122987
0.092751,0.692902,0.108631
0.092827,0.675734,0.100195
0.111915,0.753235,0.129688
0.114301,0.710335,0.108744
0.096927,0.707737,0.109314
0.104520,0.746960,0.114982
0.073717,0.758678,0.118274
0.115792,0.757444,0.117369
0.118450,0.730065,0.109702
0.095606,0.773573,0.122209
0.096619,0.717844,0.105223
0.108362,0.771013,0.121498
0.105048,0.683726,0.106623
0.091872,0.745532,0.118238
0.131375,0.773899,0.134349
0.096646,0.710363,0.111853
0.131872,0.793656,0.121438
0.162248,0.737978,0.106489
0.090948,0.737287,0.105510
0.102348,0.721251,0.118724
0.122160,0.792141,0.123890
0.096006,0.746656,0.130419
0.110143,0.711481,0.113501
0.082135,0.726224,0.113712
0.097599,0.702040,0.119577
0.099010,0.748765,0.123442
0.099333,0.767790,0.115365
0.105300,0.711525,0.114262
0.110685,0.772102,0.125113
0.107483,0.710717,0.128483
0.116534,0.718551,0.120477
0.098389,0.752054,0.113287
0.089026,0.702681,0.113715
0.093826,0.746791,0.118922
0.111127,0.746220,0.123792
0.115552,0.751659,0.112172
0.142431,0.740733,0.123919
0.099823,0.761209,0.128998
0.104828,0.718207,0.113567
0.131113,0.777580,0.121781
0.109332,0.727212,0.180240
0.105656,0.704907,0.128293
0.101935,0.720525,0.114692
0.089804,0.760046,0.132298
0.110026,0.686422,0.111794
0.112647,0.718045,0.113207
0.084235,0.754836,0.119004
0.097545,0.751260,0.120022
0.079749,0.697590,0.127680
0.103867,0.745138,0.114588
0.088643,0.777746,0.116865
0.096131,0.731062,0.109611
0.110950,0.733447,0.106785
0.097188,0.682925,0.112427
0.104043,0.731164,0.107405
0.059240,0.663643,0.109420
0.112069,0.757955,0.128096
0.075623,0.671364,0.123745
0.095594,0.706773,0.122949
0.141509,0.799503,0.137664
0.080715,0.702783,0.115232
0.072668,0.682736,0.105278
0.085086,0.690796,0.116656
0.082658,0.694447,0.103460
0.114068,0.717056,0.122878
0.098559,0.731476,0.117267
0.094723,0.703607,0.117708
0.117488,0.760795,0.116777
0.104862,0.731151,0.105788
0.089247,0.730156,0.103471
0.093912,0.757467,0.125290
0.071945,0.710830,0.126483
0.101167,0.765720,0.120089
0.112958,0.735032,0.116942
0.099665,0.712594,0.107170
0.084021,0.732760,0.112879
0.120501,0.738937,0.138769
0.055701,0.697194,0.115640
0.073710,0.655025,0.106847
0.107657,0.757251,0.114715
0.097222,0.752527,0.107668
0.068134,0.718295,0.112952
0.055583,0.736620,0.110215
0.104234,0.738066,0.120296
0.090620,0.754915,0.121644
0.084069,0.758348,0.121514
0.115535,0.756145,0.119726
0.098428,0.748781,0.119197
0.120658,0.752318,0.116216
0.095103,0.684379,0.108064
0.115986,0.787090,0.119388
0.099521,0.731855,0.098569
0.080447,0.710424,0.111028
0.098978,0.732132,0.121219
