alpha,phi,h
0.493793,0.386773,0.211508
0.437003,0.382158,0.494841
0.605313,0.445619,0.492589
0.312090,0.402379,0.648831
0.532643,0.440803,0.633863
0.343194,0.270892,0.512010
0.318676,0.371957,0.593088
0.553969,0.437514,0.301063
0.519832,0.579629,0.462439
0.560439,0.725013,0.484028
0.486675,0.437877,0.675883
0.327055,0.272260,0.422373
0.399325,0.374402,0.380820
0.565605,0.439679,0.737855
0.383480,0.371178,0.373198
0.384365,0.408231,0.572219
0.543714,0.659152,0.713036
0.592416,0.647512,0.464488
0.517031,0.509747,0.488038
0.396969,0.507345,0.434608
0.408420,0.421005,0.541428
0.397708,0.579233,0.406839
0.360304,0.383413,0.425605
0.507392,0.582713,0.401886
0.396020,0.359353,0.561032
0.459012,0.299884,0.536996
0.317958,0.459642,0.457749
0.422922,0.712107,0.541074
0.474934,0.326403,0.528988
0.515834,0.505830,0.314135
0.548549,0.447427,0.545223
0.694587,0.447435,0.496498
0.415963,0.370687,0.413885
0.404858,0.305833,0.450424
0.421936,0.425159,0.469027
0.562306,0.457832,0.508297
0.521256,0.298477,0.494918
0.553364,0.380269,0.379783
0.518792,0.489975,0.410110
0.541985,0.330888,0.464169
0.470042,0.332646,0.601870
0.606634,0.268422,0.393548
0.388197,0.353971,0.433122
0.331345,0.518021,0.510760
0.396751,0.373818,0.392219
0.376265,0.501655,0.510492
0.610643,0.446074,0.519895
0.413097,0.247341,0.512251
0.559943,0.486464,0.486164
0.312444,0.301890,0.339211
0.397318,0.574188,0.403764
0.515789,0.333675,0.419981
0.671954,0.493280,0.341373
0.535446,0.469353,0.496827
0.368729,0.407194,0.327686
0.486127,0.438795,0.295843
0.627404,0.291768,0.667777
0.471230,0.334766,0.361763
0.495049,0.523324,0.337978
0.703723,0.670267,0.443491
0.399632,0.611104,0.720639
0.495273,0.189997,0.274759
0.624790,0.491996,0.469854
0.416820,0.463437,0.355995
0.595275,0.344743,0.339680
0.830239,0.389579,0.384371
0.400775,0.444177,0.599285
0.473010,0.400465,0.425373
0.612079,0.517812,0.506089
0.250275,0.593287,0.641625
0.399526,0.475896,0.436659
0.672595,0.729471,0.512406
0.455211,0.277998,0.547513
0.563005,0.504712,0.325462
0.500283,0.370739,0.591284
0.633145,0.403273,0.645007
0.416958,0.485759,0.548031
0.272097,0.514888,0.426404
0.515461,0.499791,0.494857
0.393882,0.340428,0.484904
0.580002,0.239373,0.459786
0.712826,0.693297,0.544170
0.455354,0.390658,0.395114
0.460178,0.568911,0.445763
0.483629,0.534739,0.550472
0.491863,0.280901,0.607429
0.495488,0.505732,0.493342
0.483188,0.298665,0.338914
0.403390,0.382332,0.472806
0.416574,0.562091,0.677326
0.257281,0.503594,0.519377
0.458741,0.599370,0.489810
0.301191,0.341708,0.413060
0.481037,0.539864,0.453945
0.406258,0.613038,0.421314
0.315962,0.720320,0.154947
0.540958,0.346391,0.441215
0.537764,0.384196,0.350652
0.496793,0.648424,0.454772
0.515526,0.292852,0.512440
