alpha,phi,h
0.407143,0.129025,0.115650
0.404762,0.323000,0.337067
0.585714,0.360650,0.290175
0.785714,0.206879,0.375929
0.614286,0.065533,0.094533
0.561905,0.126967,0.032467
0.520000,0.222600,0.031660
0.457143,0.775533,0.025667
0.780953,0.217667,0.357867
0.547619,0.376406,0.270856
0.381633,0.224757,0.478100
0.421429,0.246294,0.342150
0.742857,0.039387,0.278800
0.525000,0.285562,0.335850
0.814286,0.052170,0.199560
0.417857,0.616012,0.142200
0.271429,0.325775,0.430000
0.371429,0.850750,0.035800
0.521429,0.168800,0.235450
0.592857,0.325200,0.327987
0.392857,0.048425,0.510350
0.557143,0.294162,0.211375
0.403571,0.505637,0.099200
0.623809,0.317728,0.352400
0.832143,0.553775,0.172325
0.339683,0.585456,0.064267
0.336735,0.500400,0.480457
0.457143,0.133320,0.401980
0.446428,0.231069,0.681800
0.371428,0.249783,0.036467
0.422449,0.324707,0.292129
0.638095,0.559300,0.108000
0.564286,0.225650,0.139750
0.632143,0.369575,0.311825
0.397143,0.255930,0.124360
0.705714,0.113810,0.216540
0.633334,0.019383,0.415933
0.404081,0.292600,0.247800
0.400000,0.170400,0.425400
0.521428,0.457288,0.070575
0.618367,0.276486,0.018771
0.362857,0.767970,0.286960
0.333333,0.320908,0.434467
0.809524,0.118050,0.408733
0.444444,0.546333,0.034289
0.545714,0.263890,0.385120
0.400000,0.688200,0.111033
0.680000,0.371090,0.006600
0.371429,0.850750,0.035800
0.382143,0.225288,0.423875
0.362857,0.446190,0.054920
0.500000,0.039625,0.420300
0.442857,0.847250,0.072200
0.360000,0.473500,0.428860
0.528571,0.041900,0.000500
0.614286,0.589225,0.270750
0.685714,0.447583,0.189900
0.691429,0.419600,0.235860
0.800000,0.624750,0.143900
0.828571,0.015150,0.078600
0.428571,0.390300,0.420700
0.645238,0.759833,0.150717
0.600000,0.492462,0.087275
0.582857,0.268040,0.469160
0.488571,0.289120,0.381900
0.157143,0.045700,0.126900
0.353571,0.215775,0.170750
0.807143,0.398525,0.146400
0.428571,0.158350,0.119150
0.460715,0.134125,0.078850
0.323810,0.325550,0.389967
0.580000,0.237710,0.433900
0.522857,0.399370,0.231000
0.385715,0.116725,0.077775
0.534286,0.091360,0.466600
0.617857,0.412850,0.223325
0.342857,0.368300,0.433900
0.520000,0.265670,0.400800
0.347619,0.233500,0.280817
0.526530,0.811157,0.164829
0.791429,0.454920,0.381260
0.487500,0.171294,0.341512
0.462500,0.621619,0.142300
0.447619,0.521733,0.138067
0.528571,0.340983,0.564033
0.914286,0.429750,0.448100
0.446939,0.591236,0.139557
0.585714,0.294600,0.350233
0.542857,0.633850,0.111125
0.592857,0.479000,0.242150
0.737143,0.166960,0.216060
0.511429,0.380910,0.014640
0.766667,0.084800,0.420433
0.300000,0.310450,0.197400
0.590476,0.381317,0.389700
0.621428,0.325775,0.003200
0.600000,0.347879,0.229857
0.476190,0.223667,0.241000
0.405714,0.326760,0.152060
0.525000,0.373675,0.250325
