alpha,phi,h
0.034285,0.103050,0.872680
0.209524,0.117350,0.813067
0.152381,0.697517,0.474833
0.192857,0.748200,0.601800
0.114286,0.537280,0.865180
0.116667,0.823958,0.595800
0.405714,0.628820,0.193380
0.120000,0.595360,0.704360
0.445714,0.553590,0.204140
0.014286,0.443950,0.807300
0.117857,0.480887,0.708625
0.145714,0.136020,0.336520
0.100000,0.906258,0.779067
0.128572,0.379400,0.412100
0.271429,0.328900,0.601000
0.360000,0.210800,0.480220
0.252381,0.386883,0.389067
0.255357,0.306094,0.869850
0.092857,0.825350,0.576575
0.462857,0.103500,0.449700
0.066667,0.369558,0.461333
0.271428,0.704890,0.509940
0.074286,0.137310,0.862700
0.078572,0.445400,0.892000
0.073469,0.285771,0.436543
0.383333,0.217983,0.719083
0.395238,0.695433,0.151333
0.250000,0.870625,0.736000
0.130952,0.392083,0.796267
0.369643,0.488781,0.913300
0.422857,0.196000,0.628200
0.053061,0.442293,0.864314
0.390476,0.212400,0.738033
0.208929,0.088094,0.845600
0.171429,0.281925,0.647850
0.196825,0.604500,0.701356
0.350000,0.130225,0.665350
0.552381,0.431492,0.809267
0.048214,0.416856,0.845450
0.154286,0.424000,0.316660
0.204762,0.539900,0.528167
0.164286,0.137400,0.716950
0.091837,0.337257,0.889714
0.034285,0.397810,0.811580
0.251020,0.120636,0.853943
0.446428,0.615587,0.979100
0.482857,0.362260,0.563780
0.014286,0.443950,0.807300
0.146429,0.294612,0.956037
0.271429,0.248633,0.802900
0.178571,0.319487,0.813600
0.442857,0.577200,0.307000
0.067347,0.245021,0.948829
0.096429,0.805713,0.739300
0.178571,0.862513,0.847925
0.414286,0.309100,0.826800
0.346428,0.107050,0.954950
0.088095,0.155133,0.754900
0.200000,0.058825,0.819733
0.021429,0.151562,0.947550
0.153571,0.304475,0.898350
0.176190,0.224925,0.868350
0.104762,0.270483,0.564233
0.214286,0.080600,0.842533
0.275000,0.324763,0.928150
0.160000,0.279990,0.845280
0.157143,0.878375,0.456517
0.165306,0.406614,0.496057
0.088095,0.373067,0.877083
0.171429,0.812100,0.945800
0.337143,0.253730,0.952660
0.168571,0.445170,0.870660
0.328572,0.521800,0.906833
0.585714,0.158825,0.531000
0.054286,0.462160,0.895220
0.064286,0.212208,0.769550
0.194285,0.107500,0.158760
0.085714,0.403383,0.736067
0.387755,0.054979,0.743800
0.021428,0.113817,0.878783
0.065715,0.564520,0.387160
0.350000,0.577950,0.697050
0.671429,0.526050,0.995400
0.511429,0.279020,0.781440
0.171429,0.766350,0.988900
0.300000,0.044117,0.553400
0.114286,0.520806,0.803763
0.503571,0.168956,0.510575
0.210714,0.512412,0.370750
0.194643,0.679300,0.202363
0.408571,0.271090,0.960440
0.338095,0.572008,0.933567
0.404762,0.067517,0.865133
0.114286,0.590963,0.315100
0.331429,0.306440,0.906460
0.262857,0.170530,0.871920
0.092064,0.333028,0.366933
0.464286,0.306450,0.908400
0.488095,0.605842,0.695667
0.174286,0.391450,0.888560
