alpha,phi,h
0.406349,0.334722,0.132989
0.392857,0.385825,0.232875
0.109524,0.064717,0.034367
0.353571,0.084550,0.315125
0.568572,0.031640,0.012280
0.528572,0.171600,0.061586
0.509524,0.061742,0.351683
0.276190,0.511550,0.120200
0.471429,0.647400,0.038300
0.493651,0.006100,0.129911
0.352381,0.020317,0.268900
0.395238,0.069050,0.453467
0.302381,0.078492,0.158933
0.257143,0.423033,0.192767
0.453571,0.224137,0.203800
0.187143,0.650675,0.228190
0.417143,0.123100,0.431840
0.292857,0.397025,0.086450
0.196428,0.284375,0.089975
0.069048,0.656150,0.104000
0.222449,0.382043,0.306257
0.028571,0.181150,0.046600
0.011429,0.350680,0.117700
0.342857,0.202742,0.098967
0.550000,0.102600,0.181550
0.464286,0.518550,0.167450
0.080952,0.239733,0.294017
0.214286,0.559650,0.176500
0.197143,0.297320,0.220700
0.407143,0.413342,0.182017
0.285714,0.358050,0.072000
0.502857,0.248700,0.296400
0.385714,0.441043,0.086143
0.261905,0.397550,0.020300
0.367857,0.269587,0.082900
0.308928,0.308994,0.108175
0.419048,0.059100,0.530767
0.357143,0.018850,0.276200
0.464286,0.577788,0.229300
0.200000,0.319025,0.568600
0.222857,0.133730,0.045980
0.290476,0.230333,0.327667
0.216327,0.309336,0.291757
0.509524,0.195800,0.114500
0.166666,0.479300,0.347500
0.221429,0.811325,0.065650
0.540816,0.089214,0.025543
0.475000,0.567913,0.243400
0.785714,0.085650,0.246900
0.368572,0.175670,0.082100
0.160000,0.042710,0.148180
0.371428,0.091100,0.044650
0.378572,0.230425,0.044900
0.071429,0.220511,0.302456
0.214286,0.235630,0.201800
0.182857,0.088270,0.234940
0.454762,0.523333,0.180950
0.271429,0.265436,0.070271
0.342857,0.508683,0.072967
0.442857,0.500300,0.142900
0.490476,0.230408,0.033250
0.324489,0.401443,0.212129
0.035714,0.565775,0.112350
0.100000,0.371738,0.250200
0.171429,0.032392,0.061833
0.228572,0.638237,0.077238
0.442857,0.346250,0.077275
0.379592,0.316079,0.199357
0.035714,0.441025,0.445850
0.297143,0.455730,0.217300
0.367857,0.269838,0.087525
0.314286,0.825220,0.409860
0.338095,0.072717,0.266567
0.265714,0.188160,0.158040
0.085714,0.251725,0.017700
0.100000,0.281950,0.268700
0.414285,0.279400,0.060150
0.125714,0.172880,0.465460
0.391428,0.363090,0.140680
0.169048,0.415750,0.165833
0.434286,0.254840,0.228500
0.574286,0.066870,0.248100
0.000000,0.339900,0.001100
0.528571,0.075875,0.435775
0.207143,0.078113,0.266425
0.297619,0.177458,0.111567
0.307143,0.108892,0.500050
0.202857,0.086820,0.303460
0.275000,0.130612,0.181200
0.194286,0.245150,0.138940
0.210714,0.355831,0.166687
0.116072,0.450706,0.098963
0.247619,0.216983,0.042033
0.248980,0.340121,0.214500
0.371428,0.432475,0.014450
0.185715,0.257758,0.027483
0.041071,0.135306,0.062750
0.097619,0.113575,0.052350
0.078571,0.382537,0.221950
0.316667,0.130117,0.071217
