alpha,phi,h
0.368832,0.615744,0.311690
0.343409,0.651010,0.276097
0.381041,0.635404,0.346359
0.396381,0.620310,0.278200
0.416269,0.730724,0.304147
0.400360,0.614650,0.293251
0.425512,0.689044,0.335095
0.420636,0.604912,0.293957
0.422247,0.687047,0.334868
0.368786,0.652406,0.320271
0.483390,0.688144,0.317326
0.395329,0.703035,0.266642
0.425852,0.647722,0.326989
0.448090,0.664669,0.322163
0.422367,0.584879,0.326455
0.430512,0.692508,0.302267
0.399118,0.683967,0.274019
0.373638,0.631583,0.297896
0.417720,0.662001,0.280292
0.409591,0.655890,0.300619
0.425396,0.651896,0.267676
0.411640,0.626487,0.308340
0.434849,0.664454,0.344523
0.397579,0.680095,0.272357
0.420149,0.696711,0.298547
0.458837,0.676148,0.335113
0.353868,0.679145,0.280126
0.371490,0.666737,0.278377
0.391978,0.660828,0.285875
0.427837,0.648764,0.359211
0.394948,0.650094,0.319982
0.461044,0.669018,0.329729
0.352774,0.667174,0.327117
0.384220,0.665955,0.336953
0.386561,0.690160,0.299167
0.363541,0.621863,0.286789
0.453354,0.633624,0.312357
0.423140,0.652360,0.302180
0.402810,0.675547,0.306557
0.382672,0.644151,0.288038
0.358443,0.681376,0.343425
0.395956,0.633955,0.307708
0.402109,0.723738,0.279339
0.420935,0.705922,0.294779
0.379502,0.672270,0.298630
0.408639,0.661666,0.318886
0.438352,0.688513,0.321843
0.414742,0.708826,0.309431
0.437285,0.662294,0.306103
0.384196,0.677163,0.305711
0.374057,0.646979,0.316120
0.429302,0.720071,0.258164
0.443028,0.643149,0.296193
0.335244,0.660173,0.275923
0.434123,0.666410,0.283611
0.367693,0.637184,0.323748
0.435236,0.679045,0.332324
0.390863,0.652856,0.313065
0.448302,0.639669,0.295209
0.408058,0.640117,0.275745
0.399843,0.617937,0.299935
0.377480,0.602294,0.295209
0.405175,0.690615,0.305675
0.475781,0.669069,0.286791
0.418260,0.709919,0.345231
0.413237,0.698015,0.279730
0.354924,0.698751,0.309184
0.365063,0.682805,0.317649
0.370876,0.606516,0.291628
0.415330,0.665540,0.311453
0.361308,0.668242,0.362173
0.441681,0.661952,0.278011
0.431219,0.683709,0.321920
0.397641,0.655047,0.266724
0.410751,0.654794,0.286429
0.393169,0.678617,0.297778
0.349368,0.678887,0.309437
0.405389,0.686623,0.320198
0.447020,0.667436,0.305251
0.421339,0.642763,0.326107
0.395423,0.687200,0.280844
0.455130,0.642153,0.317120
0.383287,0.680920,0.302842
0.360250,0.609650,0.350588
0.401519,0.673230,0.284979
0.439122,0.607672,0.301663
0.443862,0.663177,0.312523
0.398814,0.673779,0.277978
0.397643,0.688739,0.307502
0.405383,0.671605,0.339034
0.369622,0.610974,0.326232
0.357915,0.647752,0.344957
0.362851,0.658604,0.303591
0.422424,0.595464,0.369144
0.443943,0.647417,0.265819
0.427976,0.638959,0.354446
0.376717,0.665428,0.327474
0.342913,0.629008,0.313763
0.443264,0.654097,0.327312
0.437900,0.674326,0.324400
