alpha,phi,h
0.173016,0.482539,0.266044
0.060000,0.224790,0.294620
0.309524,0.208017,0.143100
0.028571,0.475700,0.060900
0.100000,0.060972,0.081744
0.035714,0.664575,0.124450
0.053572,0.488575,0.127625
0.080000,0.197900,0.129140
0.107143,0.228200,0.065025
0.197619,0.161983,0.265400
0.182857,0.049440,0.097920
0.052381,0.324550,0.148633
0.047619,0.627450,0.165867
0.150000,0.430833,0.178217
0.162857,0.036720,0.088180
0.071429,0.159200,0.322900
0.250000,0.039250,0.229800
0.067143,0.162070,0.333190
0.135714,0.619712,0.211250
0.092858,0.082775,0.405250
0.082857,0.113610,0.106440
0.122449,0.303629,0.242243
0.100000,0.052312,0.053350
0.207143,0.048525,0.132700
0.107143,0.040183,0.053483
0.009524,0.376858,0.045650
0.246428,0.365287,0.176225
0.228571,0.193317,0.234833
0.132143,0.172688,0.077025
0.192857,0.533067,0.285833
0.171429,0.104650,0.306875
0.060714,0.136925,0.309600
0.119048,0.002283,0.010833
0.107143,0.336438,0.369500
0.061428,0.497390,0.244710
0.095238,0.429767,0.103433
0.207143,0.396763,0.261975
0.171429,0.047057,0.126343
0.083673,0.383714,0.231371
0.154286,0.220850,0.207980
0.121429,0.086725,0.075233
0.157143,0.195150,0.253200
0.042857,0.038350,0.056100
0.137143,0.503850,0.093940
0.168571,0.074100,0.018500
0.092857,0.474700,0.324100
0.064286,0.201950,0.243000
0.280952,0.651183,0.027750
0.185714,0.256600,0.010100
0.122857,0.370710,0.299040
0.160714,0.046450,0.006900
0.161905,0.083625,0.249483
0.045714,0.389230,0.350240
0.131428,0.226200,0.242300
0.159524,0.449692,0.262983
0.061905,0.574200,0.121633
0.185714,0.357700,0.491150
0.335715,0.030775,0.485950
0.264286,0.086275,0.116500
0.055844,0.383450,0.042482
0.060714,0.397925,0.139025
0.314286,0.249817,0.080767
0.053572,0.165738,0.183625
0.032143,0.508575,0.105175
0.037143,0.362740,0.054480
0.065714,0.157590,0.357000
0.073016,0.337806,0.210733
0.378572,0.547175,0.056800
0.048571,0.157410,0.060300
0.210715,0.048212,0.165325
0.033334,0.316683,0.117300
0.242857,0.544800,0.282100
0.077143,0.124780,0.233140
0.257143,0.447300,0.140525
0.090476,0.465867,0.271933
0.133928,0.416481,0.374475
0.021429,0.383950,0.076175
0.064286,0.262950,0.133325
0.346429,0.683825,0.171875
0.169048,0.694708,0.120967
0.185715,0.465750,0.091000
0.071429,0.192825,0.211550
0.137143,0.334040,0.213100
0.228572,0.096530,0.038500
0.062857,0.399690,0.070360
0.187500,0.161181,0.436912
0.500000,0.470150,0.264800
0.428571,0.605525,0.151800
0.092857,0.136950,0.260317
0.085714,0.477700,0.295500
0.177551,0.634621,0.100729
0.326190,0.333633,0.088750
0.100000,0.090625,0.291450
0.071429,0.525725,0.079100
0.023809,0.178817,0.072500
0.446429,0.403637,0.127100
0.095238,0.201317,0.058367
0.128572,0.424150,0.239950
0.142857,0.051783,0.090500
0.100000,0.538338,0.062700
