alpha,phi,h
0.342857,0.358637,0.193575
0.309524,0.079967,0.222833
0.485714,0.255088,0.259300
0.578571,0.214708,0.289383
0.580000,0.346040,0.253560
0.614286,0.747279,0.227686
0.797143,0.679740,0.164500
0.390476,0.527100,0.024133
0.467857,0.446075,0.355250
0.045238,0.409917,0.360050
0.219048,0.483850,0.224233
0.517143,0.958810,0.157560
0.551428,0.837720,0.343400
0.219047,0.447083,0.112183
0.678571,0.633975,0.215975
0.367857,0.786138,0.116500
0.428572,0.617031,0.188850
0.657143,0.357570,0.085320
0.364286,0.502587,0.170875
0.300000,0.341983,0.140533
0.273809,0.226092,0.272717
0.626190,0.807325,0.161333
0.119048,0.106467,0.198233
0.650000,0.584875,0.113450
0.377143,0.739730,0.171180
0.500000,0.200286,0.273257
0.524490,0.475364,0.375071
0.389286,0.123550,0.187775
0.617143,0.466380,0.481420
0.562857,0.743060,0.192160
0.626786,0.711788,0.341850
0.557143,0.259250,0.267350
0.342858,0.515650,0.296800
0.571428,0.248050,0.273700
0.800000,0.528900,0.738600
0.478572,0.436175,0.071450
0.420000,0.080150,0.124020
0.400000,0.063025,0.261900
0.488571,0.249270,0.307400
0.135714,0.407825,0.332250
0.328571,0.685800,0.516500
0.382143,0.587575,0.205875
0.357143,0.475250,0.250200
0.410714,0.752175,0.150775
0.502857,0.350540,0.277560
0.235714,0.753700,0.312750
0.400000,0.725125,0.166875
0.230952,0.724533,0.209267
0.821429,0.575781,0.242225
0.483673,0.200429,0.246386
0.453571,0.412375,0.237775
0.423809,0.582817,0.362867
0.414286,0.493933,0.257433
0.600000,0.465350,0.136700
0.451429,0.600160,0.153980
0.366667,0.536125,0.096083
0.602857,0.512720,0.118760
0.422449,0.875071,0.447286
0.528571,0.959750,0.245800
0.685714,0.562738,0.644200
0.528571,0.591220,0.162920
0.602381,0.679675,0.220200
0.414286,0.356000,0.146167
0.411428,0.829410,0.100580
0.577551,0.680150,0.379386
0.282143,0.271225,0.263875
0.242857,0.741550,0.105050
0.557143,0.676650,0.038400
0.506123,0.762829,0.143200
0.285714,0.545550,0.374333
0.660714,0.474700,0.053050
0.336735,0.458443,0.282414
0.592857,0.940450,0.386300
0.438095,0.224583,0.042000
0.454286,0.930410,0.176900
0.193878,0.537493,0.371657
0.342857,0.417033,0.020833
0.285714,0.101250,0.817700
0.580952,0.876800,0.092600
0.417143,0.480290,0.310780
0.439286,0.688912,0.154875
0.462857,0.176780,0.277380
0.417857,0.575438,0.397175
0.502381,0.483558,0.479700
0.182143,0.515350,0.374750
0.000000,0.339900,0.001100
0.600000,0.809100,0.238275
0.419048,0.573100,0.102000
0.385715,0.684333,0.064483
0.548571,0.610740,0.194840
0.535714,0.510150,0.400700
0.237143,0.417350,0.329080
0.263492,0.407739,0.070178
0.640000,0.496270,0.252380
0.657143,0.658800,0.057100
0.416666,0.452700,0.220417
0.371429,0.156650,0.013100
0.537500,0.598931,0.327838
0.764285,0.126000,0.040825
0.454286,0.548960,0.259400
