alpha,phi,h
0.200000,0.269410,0.191440
0.180953,0.930333,0.153433
0.332143,0.919425,0.270100
0.059184,0.755136,0.114700
0.319481,0.905109,0.320473
0.014286,0.688150,0.589800
0.042857,0.782025,0.265800
0.317858,0.470850,0.431550
0.157143,0.402517,0.565800
0.147619,0.278383,0.684000
0.100000,0.722725,0.241450
0.125714,0.199660,0.702640
0.167857,0.847950,0.025175
0.053572,0.664356,0.078175
0.085714,0.565275,0.703100
0.302857,0.733030,0.187600
0.192857,0.790150,0.074950
0.148572,0.304910,0.285440
0.128572,0.355750,0.221075
0.252381,0.889783,0.269100
0.042857,0.060733,0.361867
0.242857,0.871150,0.039700
0.045714,0.686440,0.070100
0.203572,0.180512,0.446275
0.090476,0.629933,0.049033
0.082857,0.615080,0.531480
0.233333,0.623317,0.087900
0.314286,0.099150,0.390300
0.437143,0.980450,0.153860
0.104762,0.216892,0.569833
0.302857,0.835420,0.283220
0.203571,0.450737,0.518700
0.071429,0.680920,0.113140
0.123809,0.740017,0.572783
0.133334,0.166300,0.097500
0.267857,0.342288,0.490925
0.064285,0.070837,0.316825
0.073470,0.679271,0.096371
0.325000,0.797513,0.435350
0.042858,0.622750,0.273700
0.211429,0.567420,0.100540
0.128571,0.622400,0.203800
0.192857,0.645350,0.113350
0.614286,0.373500,0.235400
0.097143,0.765560,0.138560
0.222857,0.732720,0.336780
0.204762,0.317017,0.559533
0.073809,0.794742,0.706283
0.350000,0.606088,0.101650
0.050000,0.086975,0.371400
0.396429,0.852313,0.378275
0.160000,0.651030,0.431700
0.071429,0.619075,0.620950
0.428572,0.875890,0.232900
0.042857,0.822350,0.164200
0.085714,0.707867,0.477800
0.222222,0.760178,0.297833
0.128571,0.797950,0.333633
0.275000,0.884212,0.054150
0.171429,0.502210,0.249580
0.354286,0.866710,0.422540
0.091837,0.257179,0.092414
0.238776,0.564393,0.423629
0.314286,0.435800,0.449850
0.142857,0.682144,0.249425
0.289285,0.667725,0.380975
0.112245,0.856964,0.232457
0.068572,0.320500,0.426980
0.292857,0.518750,0.496200
0.225714,0.565140,0.434660
0.064286,0.756558,0.215642
0.073470,0.340736,0.402486
0.228571,0.524025,0.307900
0.067857,0.167525,0.618575
0.092857,0.139225,0.679600
0.364285,0.140750,0.103100
0.150000,0.278237,0.602900
0.353571,0.928187,0.374775
0.057143,0.440200,0.607100
0.167857,0.443350,0.492350
0.128571,0.773167,0.066367
0.038095,0.220983,0.348733
0.285714,0.325175,0.517850
0.071428,0.347375,0.291683
0.233333,0.633667,0.140600
0.306123,0.801321,0.342943
0.075000,0.328050,0.223550
0.335714,0.750725,0.215550
0.128571,0.884150,0.270300
0.114286,0.185750,0.670067
0.047619,0.733400,0.417500
0.037500,0.713331,0.464412
0.057143,0.712750,0.363067
0.059184,0.732200,0.395386
0.068254,0.723244,0.115600
0.083333,0.156350,0.602767
0.223810,0.647217,0.495733
0.366666,0.203683,0.820100
0.061905,0.728233,0.440833
0.157143,0.397433,0.645100
