alpha,phi,h
0.200000,0.269410,0.191440
0.078571,0.738550,0.379050
0.085714,0.797950,0.634800
0.107143,0.818358,0.289200
0.265714,0.695960,0.510520
0.067857,0.660363,0.728800
0.285714,0.795817,0.813267
0.250000,0.822600,0.773450
0.128572,0.181533,0.585933
0.028571,0.589517,0.567167
0.375000,0.631750,0.104825
0.160714,0.721275,0.475838
0.257142,0.753325,0.245550
0.020000,0.784200,0.926000
0.185714,0.814200,0.001600
0.302857,0.733030,0.187600
0.538095,0.614083,0.090500
0.148572,0.304910,0.285440
0.142857,0.485225,0.815050
0.109524,0.336550,0.271700
0.063266,0.651893,0.083671
0.362857,0.879290,0.409260
0.094286,0.787310,0.292360
0.087143,0.815820,0.651690
0.035714,0.386633,0.275583
0.052381,0.658250,0.042700
0.233333,0.623317,0.087900
0.261224,0.618636,0.103229
0.188571,0.249190,0.125900
0.104762,0.216892,0.569833
0.295919,0.989893,0.485943
0.140000,0.318510,0.288940
0.180357,0.425075,0.627387
0.053061,0.283521,0.410771
0.361905,0.168867,0.241417
0.100000,0.804700,0.220475
0.335714,0.925750,0.087650
0.053247,0.730595,0.619582
0.171428,0.920250,0.301900
0.204762,0.729117,0.534733
0.094286,0.724970,0.473560
0.340000,0.784660,0.716000
0.042857,0.153100,0.395500
0.614286,0.373500,0.235400
0.214286,0.505650,0.016900
0.014286,0.630650,0.637300
0.204762,0.317017,0.559533
0.350000,0.967925,0.496250
0.114286,0.718375,0.478650
0.157143,0.284100,0.247620
0.171429,0.269100,0.246700
0.160000,0.651030,0.431700
0.302381,0.658850,0.110633
0.260000,0.434800,0.263420
0.214286,0.897633,0.661200
0.033333,0.402333,0.222367
0.382857,0.778720,0.498780
0.098214,0.322444,0.320850
0.362500,0.725162,0.533850
0.314286,0.989350,0.541900
0.089286,0.280375,0.090750
0.087755,0.729279,0.474629
0.057143,0.440200,0.607100
0.042857,0.252430,0.513800
0.090476,0.461983,0.213367
0.289285,0.667725,0.380975
0.057143,0.782237,0.942050
0.228571,0.372450,0.605450
0.182143,0.444925,0.283550
0.185714,0.559461,0.150100
0.140000,0.339560,0.527380
0.342857,0.345625,0.352325
0.189796,0.807129,0.700514
0.190476,0.473033,0.305367
0.159524,0.342908,0.615933
0.139286,0.602550,0.476650
0.585714,0.888988,0.842325
0.135714,0.665775,0.157000
0.425000,0.365950,0.738425
0.128572,0.766793,0.856286
0.128571,0.773167,0.066367
0.109524,0.441833,0.762500
0.285714,0.325175,0.517850
0.033333,0.822450,0.199067
0.233333,0.633667,0.140600
0.500000,0.959769,0.848750
0.257143,0.796350,0.799660
0.089286,0.579313,0.162500
0.032142,0.520913,0.592650
0.114286,0.185750,0.670067
0.047619,0.733400,0.417500
0.357143,0.600100,0.200300
0.347619,0.970358,0.443617
0.125000,0.250225,0.537425
0.223214,0.339263,0.828262
0.371429,0.848000,0.445500
0.223810,0.647217,0.495733
0.100000,0.169383,0.660933
0.163265,0.635714,0.235414
0.571429,0.147450,0.157200
