alpha,phi,h
0.338776,0.711171,0.438400
0.471429,0.221250,0.799950
0.476190,0.101742,0.777967
0.328571,0.767050,0.413250
0.404762,0.859433,0.961000
0.244898,0.382821,0.587400
0.160714,0.661463,0.800475
0.378571,0.716638,0.555300
0.376191,0.619383,0.536367
0.446429,0.532050,0.634350
0.374286,0.789640,0.172320
0.482143,0.877337,0.314425
0.435714,0.749775,0.755550
0.409524,0.295167,0.659900
0.560000,0.559950,0.566380
0.328571,0.770637,0.874950
0.522857,0.542540,0.610220
0.182143,0.776950,0.874450
0.414286,0.639417,0.525900
0.342857,0.880350,0.681700
0.483674,0.536843,0.525886
0.371429,0.471783,0.564400
0.434285,0.725610,0.793300
0.445238,0.586800,0.635817
0.092857,0.567625,0.781275
0.428571,0.669450,0.733700
0.400000,0.769550,0.618100
0.582857,0.292590,0.755460
0.276785,0.584775,0.817038
0.310715,0.669675,0.856275
0.323809,0.554767,0.527500
0.585714,0.311287,0.832425
0.914286,0.198800,0.933000
0.428571,0.511925,0.766450
0.590476,0.643233,0.602900
0.671429,0.689650,0.688600
0.380952,0.686600,0.546567
0.457143,0.440550,0.882033
0.464286,0.609300,0.557825
0.413187,0.326142,0.801738
0.516667,0.760158,0.548933
0.306122,0.175736,0.655429
0.392063,0.768672,0.435889
0.328571,0.889980,0.452860
0.188571,0.672950,0.671440
0.233333,0.337767,0.587000
0.721429,0.054650,0.915600
0.277143,0.926370,0.926840
0.289286,0.535000,0.874475
0.239286,0.746325,0.660250
0.428571,0.689200,0.846400
0.447619,0.400217,0.847133
0.180953,0.734083,0.513533
0.461225,0.583814,0.778886
0.645714,0.739530,0.456960
0.342857,0.960600,0.290300
0.367857,0.490362,0.864600
0.235715,0.718525,0.512150
0.304762,0.870417,0.480300
0.492063,0.725494,0.851167
0.551428,0.494250,0.574580
0.350000,0.794963,0.707300
0.485714,0.470500,0.970300
0.340000,0.595420,0.617560
0.504762,0.299350,0.937033
0.300000,0.532845,0.645730
0.457143,0.842137,0.211975
0.787755,0.510114,0.779429
0.757143,0.523600,0.689400
0.433333,0.844683,0.450867
0.650000,0.664675,0.509225
0.550000,0.795950,0.898200
0.269047,0.394950,0.828383
0.214286,0.665671,0.782600
0.483929,0.434756,0.572900
0.403572,0.702612,0.494325
0.446429,0.764088,0.630425
0.465714,0.438170,0.511600
0.550000,0.842475,0.484650
0.271428,0.495380,0.644600
0.409524,0.709400,0.465967
0.580000,0.946500,0.470320
0.350000,0.612050,0.609525
0.333333,0.879958,0.486967
0.491837,0.680121,0.669400
0.420000,0.362450,0.895060
0.552381,0.816583,0.135233
0.442857,0.429633,0.479583
0.514286,0.578263,0.541100
0.454762,0.774517,0.868117
0.434694,0.307993,0.588100
0.573214,0.954537,0.784438
0.307143,0.898138,0.688325
0.469048,0.393975,0.897917
0.578572,0.540050,0.551400
0.552381,0.501017,0.638233
0.402857,0.758530,0.398760
0.200000,0.403750,0.642500
0.465306,0.492000,0.659500
0.452381,0.910717,0.307350
