alpha,phi,h
0.314286,0.429250,0.995200
0.382857,0.228640,0.757620
0.600000,0.287275,0.890320
0.275000,0.478900,0.916725
0.257143,0.001150,0.746800
0.350000,0.556787,0.622625
0.447619,0.277583,0.774100
0.245714,0.472030,0.861520
0.447619,0.475283,0.908667
0.328571,0.140717,0.991467
0.428571,0.474471,0.969900
0.228571,0.647025,0.928825
0.483334,0.430775,0.862733
0.489286,0.831838,0.685150
0.332143,0.668788,0.898350
0.363265,0.164707,0.906614
0.280952,0.510375,0.638417
0.388571,0.204330,0.950360
0.200000,0.097400,0.925033
0.505715,0.234770,0.925520
0.396429,0.457163,0.873725
0.620000,0.747980,0.757560
0.391428,0.251050,0.922500
0.197619,0.271967,0.851683
0.150000,0.696542,0.769083
0.409523,0.099367,0.911650
0.547619,0.052133,0.912600
0.561904,0.147558,0.663733
0.451429,0.846880,0.815980
0.538095,0.633300,0.731867
0.171428,0.235970,0.819920
0.403571,0.883450,0.900725
0.333929,0.309075,0.917462
0.328571,0.328150,0.832300
0.517143,0.221200,0.929080
0.311905,0.464142,0.831500
0.157143,0.405400,0.791680
0.571429,0.068250,0.745500
0.185714,0.342567,0.871200
0.267347,0.425029,0.978371
0.347619,0.516317,0.895133
0.238095,0.224950,0.747600
0.457143,0.616733,0.909900
0.469643,0.263300,0.693250
0.492063,0.179056,0.733700
0.396429,0.556638,0.882125
0.537143,0.411860,0.738540
0.521428,0.515267,0.806583
0.385714,0.315221,0.725743
0.221428,0.322325,0.752225
0.371428,0.051575,0.942450
0.346428,0.240675,0.603350
0.540000,0.649620,0.744260
0.492857,0.303988,0.922900
0.311905,0.676225,0.604750
0.377143,0.263800,0.961420
0.380952,0.027883,0.913433
0.391428,0.204430,0.928100
0.271428,0.384020,0.877440
0.590476,0.076133,0.702300
0.453571,0.232225,0.896400
0.371428,0.607250,0.931500
0.092857,0.460517,0.851533
0.317857,0.254963,0.743575
0.814286,0.173450,0.952780
0.561905,0.560400,0.502800
0.292857,0.325058,0.782367
0.554762,0.207600,0.962867
0.185714,0.610890,0.907720
0.061905,0.508050,0.910956
0.291428,0.707500,0.829580
0.433333,0.272192,0.933600
0.591428,0.040370,0.889340
0.475000,0.478413,0.962875
0.466667,0.450525,0.962517
0.271429,0.092700,0.537000
0.368572,0.228550,0.889860
0.330612,0.348450,0.676386
0.382143,0.497850,0.881325
0.350000,0.312775,0.927600
0.442857,0.106683,0.882533
0.350000,0.346550,0.801850
0.224490,0.469886,0.974729
0.404762,0.509917,0.570150
0.321429,0.198550,0.927600
0.140816,0.273171,0.898457
0.357143,0.318250,0.744733
0.557143,0.257000,0.629900
0.305714,0.938150,0.472880
0.509524,0.350650,0.842167
0.292857,0.621237,0.847900
0.200000,0.454910,0.684940
0.552381,0.792408,0.759417
0.285714,0.234850,0.829500
0.185715,0.183350,0.927550
0.540816,0.127843,0.863743
0.452381,0.290706,0.775044
0.288095,0.635608,0.860433
0.142857,0.534150,0.833100
0.485714,0.341200,0.973600
