alpha,phi,h
0.521642,0.520889,0.477812
0.558343,0.442444,0.601766
0.527453,0.511426,0.607245
0.508473,0.441220,0.505955
0.465684,0.442931,0.572931
0.475294,0.490770,0.467345
0.470004,0.505207,0.505399
0.462442,0.459813,0.510213
0.476468,0.532364,0.521902
0.483480,0.609577,0.384925
0.495485,0.571493,0.536696
0.558398,0.450893,0.513091
0.516110,0.535176,0.427032
0.496997,0.407520,0.407331
0.480843,0.578473,0.549945
0.544077,0.456251,0.548879
0.462076,0.427667,0.477079
0.443725,0.513642,0.562773
0.364106,0.457042,0.457748
0.480124,0.545075,0.464394
0.489534,0.448162,0.504936
0.470429,0.457075,0.548431
0.496926,0.499320,0.435385
0.567235,0.447559,0.425623
0.516021,0.477799,0.345488
0.456996,0.534615,0.456507
0.495519,0.469685,0.540115
0.448873,0.568671,0.562183
0.535612,0.589847,0.464371
0.384238,0.491822,0.499843
0.382216,0.529618,0.549283
0.498479,0.407673,0.532617
0.492572,0.466156,0.487867
0.582504,0.568447,0.457975
0.494589,0.353806,0.446351
0.447357,0.406971,0.501905
0.440754,0.385237,0.548168
0.427157,0.514453,0.506281
0.439510,0.442229,0.539478
0.521752,0.477465,0.449061
0.445709,0.598027,0.510754
0.408660,0.411645,0.321818
0.539625,0.444552,0.556317
0.560583,0.550036,0.469419
0.381888,0.496975,0.486418
0.467219,0.422171,0.574559
0.438258,0.441547,0.467436
0.473510,0.567515,0.686397
0.360703,0.470044,0.470889
0.518888,0.500217,0.432661
0.446481,0.438801,0.450928
0.605479,0.554960,0.401916
0.489304,0.523316,0.567782
0.543201,0.524000,0.562825
0.467228,0.458130,0.582172
0.472230,0.469669,0.558393
0.394660,0.396053,0.434758
0.471389,0.502201,0.385453
0.528311,0.550301,0.566974
0.495046,0.466011,0.499028
0.427064,0.556444,0.480612
0.540539,0.385355,0.551964
0.471210,0.501669,0.471977
0.552254,0.467561,0.402593
0.400185,0.408322,0.437569
0.319269,0.464034,0.496389
0.515898,0.690819,0.475199
0.536541,0.440971,0.579245
0.410085,0.561510,0.396566
0.452378,0.518504,0.521503
0.549991,0.639136,0.442580
0.542741,0.499049,0.496645
0.432703,0.453486,0.510354
0.420533,0.497143,0.531067
0.446242,0.546029,0.473224
0.463597,0.457560,0.501979
0.508884,0.560135,0.545568
0.536994,0.616104,0.372479
0.463789,0.428387,0.415431
0.470100,0.451024,0.591985
0.528483,0.491565,0.430510
0.441366,0.540310,0.435525
0.483744,0.420766,0.469097
0.433400,0.520659,0.531319
0.388992,0.450437,0.534681
0.482826,0.482626,0.519197
0.467873,0.488826,0.495695
0.539274,0.415086,0.476418
0.299552,0.397342,0.363323
0.467777,0.455984,0.558709
0.451906,0.458651,0.363573
0.421264,0.473647,0.560168
0.507008,0.550565,0.607962
0.521749,0.489995,0.510266
0.503966,0.649041,0.366138
0.528958,0.541139,0.486467
0.463316,0.479115,0.357237
0.561871,0.532969,0.405600
0.483405,0.435556,0.518264
0.480556,0.548685,0.516438
