alpha,phi,h
0.214286,0.158936,0.471743
0.142857,0.239300,0.259800
0.264286,0.348008,0.579367
0.219048,0.391575,0.549200
0.635714,0.592975,0.694350
0.257143,0.436188,0.288425
0.452381,0.575333,0.269533
0.252381,0.400792,0.626350
0.077551,0.459936,0.264600
0.138095,0.890025,0.513350
0.614286,0.425600,0.509500
0.100000,0.411850,0.543400
0.128572,0.474833,0.674367
0.028571,0.001250,0.689900
0.571429,0.439375,0.472750
0.128571,0.244745,0.256330
0.195919,0.173457,0.680471
0.553571,0.828150,0.362500
0.242857,0.377183,0.574500
0.377551,0.281014,0.587814
0.557143,0.264267,0.618367
0.391429,0.484810,0.385840
0.296429,0.437488,0.167800
0.161225,0.454036,0.571500
0.200000,0.610788,0.404625
0.304762,0.328567,0.481800
0.460000,0.228900,0.575600
0.314286,0.009700,0.498400
0.485714,0.803350,0.003400
0.345714,0.576570,0.312240
0.371429,0.464200,0.070000
0.296428,0.441475,0.578000
0.148571,0.394430,0.612280
0.277551,0.084264,0.724000
0.090476,0.654692,0.778783
0.135714,0.544600,0.500183
0.439286,0.277725,0.244750
0.342857,0.148243,0.404914
0.279592,0.301014,0.444600
0.057143,0.585900,0.717100
0.142857,0.743912,0.485050
0.071429,0.110563,0.413825
0.211428,0.411750,0.620460
0.375714,0.261170,0.478120
0.366666,0.262467,0.699933
0.300000,0.349475,0.163450
0.197959,0.326450,0.599686
0.168571,0.330800,0.547940
0.161905,0.777817,0.407733
0.585714,0.214087,0.104075
0.331429,0.250360,0.551080
0.200000,0.367483,0.699317
0.175000,0.424737,0.163975
0.042857,0.115663,0.494275
0.465306,0.157471,0.232686
0.344898,0.035514,0.503671
0.267857,0.614038,0.267300
0.278571,0.631256,0.169288
0.238095,0.414900,0.543383
0.314286,0.406742,0.086883
0.067857,0.202888,0.543225
0.090476,0.118733,0.464167
0.319048,0.508133,0.575367
0.167857,0.775313,0.410425
0.071429,0.428325,0.622700
0.071429,0.143125,0.501133
0.390476,0.521650,0.308911
0.225714,0.376250,0.675800
0.475000,0.539775,0.442225
0.231429,0.917670,0.309660
0.080952,0.583317,0.282400
0.417143,0.270400,0.460420
0.280000,0.205750,0.290340
0.328571,0.220067,0.270567
0.514286,0.435986,0.448486
0.185714,0.472033,0.601967
0.085714,0.237980,0.530260
0.265714,0.708900,0.372060
0.087500,0.474106,0.299175
0.257143,0.198750,0.539100
0.071428,0.510730,0.589840
0.305714,0.375060,0.092140
0.100000,0.639250,0.399900
0.128571,0.486533,0.658933
0.414286,0.441670,0.627160
0.225715,0.471140,0.694660
0.121429,0.422175,0.344650
0.208572,0.099800,0.356260
0.281633,0.273879,0.163800
0.175000,0.613025,0.489650
0.042857,0.125808,0.324450
0.034694,0.022379,0.574143
0.164286,0.413637,0.205550
0.434285,0.762370,0.673340
0.266071,0.250400,0.107250
0.164286,0.608675,0.107450
0.246429,0.665100,0.799500
0.101786,0.369581,0.557087
0.395238,0.245167,0.350500
0.114285,0.383512,0.639450
