alpha,phi,h
0.416667,0.215392,0.955233
0.303571,0.262400,0.831700
0.254762,0.283008,0.799250
0.162857,0.443360,0.854120
0.122857,0.948900,0.763220
0.346428,0.603588,0.579925
0.235714,0.843263,0.546125
0.067857,0.637937,0.854150
0.528571,0.231450,0.600500
0.488572,0.526870,0.417740
0.348571,0.399550,0.864940
0.525000,0.559800,0.702275
0.364286,0.617275,0.876525
0.517143,0.337990,0.698260
0.504762,0.621617,0.680100
0.469047,0.098217,0.829333
0.500000,0.274217,0.597600
0.445238,0.539683,0.540283
0.526786,0.659675,0.569125
0.068571,0.295090,0.821860
0.245714,0.567810,0.860140
0.490476,0.354450,0.489067
0.171429,0.338750,0.981300
0.146429,0.400137,0.566650
0.371428,0.648350,0.577475
0.528571,0.821550,0.993000
0.454762,0.692217,0.784000
0.457143,0.230083,0.874667
0.288571,0.117850,0.764200
0.107143,0.207263,0.959575
0.289286,0.606675,0.855200
0.547619,0.224917,0.614467
0.066667,0.208600,0.873200
0.114286,0.034357,0.953543
0.223810,0.540625,0.765533
0.068571,0.194870,0.920360
0.312245,0.111057,0.863200
0.242857,0.516590,0.824460
0.428571,0.071117,0.724500
0.342857,0.329950,0.509900
0.297143,0.154840,0.879540
0.260000,0.415830,0.891840
0.447143,0.493365,0.474300
0.123809,0.649567,0.545933
0.359184,0.332436,0.777343
0.360000,0.501670,0.909270
0.228571,0.335833,0.863500
0.480357,0.212456,0.910038
0.171429,0.635800,0.673400
0.153571,0.511125,0.939025
0.459183,0.347300,0.390643
0.042857,0.375030,0.926160
0.300000,0.213133,0.884600
0.246939,0.337721,0.608686
0.064286,0.539933,0.807783
0.610714,0.707213,0.922575
0.623810,0.643233,0.651567
0.485714,0.073075,0.719125
0.602857,0.199160,0.267500
0.232143,0.414388,0.979475
0.171429,0.293425,0.743375
0.340476,0.107708,0.899750
0.100000,0.284562,0.861675
0.197143,0.547440,0.491860
0.390476,0.404783,0.597667
0.251429,0.353510,0.538700
0.336735,0.574079,0.970157
0.328571,0.122450,0.709420
0.328571,0.329200,0.975000
0.153571,0.147975,0.795775
0.192857,0.201825,0.729075
0.285714,0.326325,0.623525
0.195238,0.644617,0.618383
0.476190,0.489267,0.596200
0.138095,0.872817,0.539967
0.435715,0.078850,0.714850
0.328571,0.302720,0.847640
0.555555,0.183217,0.870867
0.168572,0.256890,0.848080
0.245715,0.315440,0.359920
0.483928,0.680781,0.660462
0.166667,0.618117,0.788400
0.252381,0.425200,0.800283
0.589286,0.434588,0.427250
0.100000,0.496620,0.814380
0.308928,0.522300,0.701238
0.192858,0.354700,0.934050
0.422857,0.305380,0.918480
0.089286,0.030825,0.946700
0.569388,0.497193,0.551486
0.107143,0.391250,0.339250
0.162857,0.395800,0.756000
0.361905,0.266608,0.482483
0.185714,0.791970,0.609760
0.367857,0.082375,0.898700
0.530612,0.150414,0.578800
0.505715,0.079140,0.733340
0.309524,0.081000,0.893833
0.482857,0.553800,0.513260
0.207143,0.089050,0.957750
