alpha,phi,h
0.388733,0.112943,0.841812
0.345763,0.138975,0.856441
0.367465,0.150444,0.845241
0.355952,0.142290,0.857549
0.379482,0.137281,0.853012
0.380216,0.094757,0.822816
0.347385,0.111973,0.849675
0.371592,0.114000,0.853456
0.386444,0.117449,0.791130
0.394403,0.118843,0.831939
0.394087,0.149058,0.850522
0.418701,0.181330,0.869393
0.386263,0.136615,0.859895
0.366739,0.116110,0.866731
0.338374,0.126176,0.864304
0.392275,0.180623,0.871381
0.370743,0.126532,0.893646
0.325121,0.147535,0.886099
0.369242,0.152492,0.898372
0.406678,0.075673,0.821210
0.357709,0.106782,0.832939
0.368058,0.091105,0.817928
0.359785,0.122315,0.844895
0.343002,0.135286,0.880582
0.417206,0.116521,0.833432
0.358019,0.119544,0.861283
0.361417,0.150514,0.872172
0.388807,0.156869,0.834840
0.358091,0.125056,0.851510
0.354749,0.121275,0.827842
0.388539,0.143633,0.847060
0.412023,0.113858,0.837982
0.362380,0.128408,0.862686
0.404327,0.154025,0.890091
0.423986,0.163660,0.863759
0.403192,0.145623,0.838590
0.386623,0.142137,0.874261
0.407686,0.123902,0.869253
0.403704,0.124221,0.850927
0.344634,0.125293,0.839789
0.389497,0.076054,0.857061
0.368544,0.121988,0.874632
0.410927,0.147080,0.856602
0.297370,0.095417,0.845825
0.392683,0.118786,0.820454
0.414767,0.171821,0.855926
0.366824,0.124017,0.847080
0.334690,0.136767,0.880656
0.339244,0.121662,0.846532
0.377060,0.180175,0.860931
0.378597,0.083768,0.825365
0.390903,0.161769,0.841464
0.339323,0.123410,0.870328
0.345825,0.154625,0.905136
0.343280,0.114047,0.835270
0.376192,0.168480,0.850057
0.405152,0.131566,0.861177
0.382735,0.090217,0.839477
0.383242,0.114710,0.835427
0.391194,0.114987,0.861343
0.403080,0.131837,0.860557
0.372856,0.091283,0.882481
0.384666,0.163150,0.868801
0.330416,0.138642,0.861904
0.379502,0.140635,0.853935
0.285989,0.172811,0.825005
0.389132,0.144527,0.878778
0.324987,0.165900,0.887911
0.386346,0.151586,0.838058
0.403338,0.157022,0.840922
0.349912,0.152743,0.886288
0.400650,0.166020,0.839924
0.342988,0.148539,0.816241
0.343415,0.155352,0.868070
0.416224,0.127834,0.851235
0.387849,0.087209,0.825817
0.319468,0.142055,0.839250
0.412247,0.159015,0.882215
0.386005,0.095489,0.901112
0.381481,0.143247,0.831020
0.425502,0.138078,0.864600
0.305200,0.126957,0.834436
0.424876,0.182099,0.868820
0.395727,0.168063,0.860488
0.349910,0.126488,0.855263
0.409130,0.118634,0.844196
0.388741,0.157628,0.890057
0.412007,0.128716,0.859784
0.391169,0.156522,0.872993
0.374293,0.112159,0.899441
0.374047,0.142507,0.843663
0.397504,0.175127,0.851229
0.394548,0.134063,0.840686
0.374097,0.127781,0.832467
0.385407,0.129295,0.848891
0.376254,0.127534,0.815244
0.372484,0.130967,0.833534
0.345024,0.198369,0.869534
0.353030,0.111932,0.831672
0.365573,0.137255,0.843761
