alpha,phi,h
0.151786,0.875413,0.647137
0.282143,0.520613,0.677575
0.142857,0.343325,0.582967
0.173809,0.789583,0.841000
0.147619,0.685094,0.574733
0.042857,0.636490,0.897300
0.197143,0.957370,0.765760
0.390476,0.930492,0.563400
0.175510,0.930200,0.772057
0.047619,0.671150,0.878300
0.235714,0.964975,0.822650
0.296428,0.456731,0.893850
0.250000,0.916175,0.949850
0.214286,0.806825,0.617883
0.371429,0.810300,0.490950
0.211428,0.889950,0.675740
0.042857,0.652425,0.887633
0.042857,0.794800,0.893700
0.410714,0.729463,0.960675
0.035714,0.844475,0.927550
0.069388,0.690871,0.764500
0.128571,0.295650,0.948500
0.153968,0.345367,0.854733
0.357143,0.958950,0.590800
0.471429,0.672400,0.644700
0.347619,0.972383,0.921533
0.042857,0.581171,0.982629
0.295238,0.913383,0.784800
0.230952,0.930750,0.739800
0.400000,0.883475,0.671500
0.157143,0.694983,0.923717
0.395238,0.790000,0.780133
0.253571,0.946012,0.461475
0.185715,0.846125,0.433250
0.058929,0.724500,0.665338
0.361905,0.536200,0.931200
0.380000,0.315400,0.956720
0.201786,0.823956,0.461087
0.152381,0.688017,0.665267
0.242857,0.704225,0.681033
0.088571,0.739980,0.667840
0.169388,0.852100,0.896500
0.385714,0.746750,0.958900
0.300000,0.948375,0.919250
0.046939,0.467886,0.804357
0.409524,0.751283,0.887900
0.240476,0.705975,0.694450
0.058928,0.764994,0.862050
0.300000,0.955270,0.801120
0.385714,0.815600,0.898700
0.062857,0.718210,0.731520
0.337143,0.848050,0.407500
0.171428,0.280750,0.874080
0.228571,0.993300,0.118100
0.428571,0.922250,0.625300
0.122857,0.958360,0.851760
0.454286,0.892200,0.872440
0.480952,0.801250,0.811100
0.185714,0.664550,0.946325
0.364286,0.930613,0.871925
0.400000,0.503810,0.699260
0.174286,0.685530,0.629760
0.252381,0.805575,0.831800
0.000000,0.732250,0.676167
0.161224,0.898229,0.872571
0.248572,0.878750,0.538240
0.177551,0.702114,0.546314
0.185715,0.706300,0.741400
0.371428,0.833000,0.894300
0.283333,0.719108,0.870900
0.235714,0.452850,0.887000
0.671428,0.973275,0.379700
0.204762,0.900467,0.609767
0.083674,0.177229,0.957157
0.192857,0.660600,0.381025
0.235714,0.887112,0.901800
0.535714,0.901800,0.510233
0.128572,0.857200,0.407250
0.317857,0.935275,0.944575
0.176786,0.959537,0.804500
0.077143,0.698150,0.817560
0.216666,0.503350,0.789400
0.264286,0.966781,0.597512
0.469388,0.476186,0.729414
0.167347,0.633921,0.983057
0.447619,0.748083,0.592267
0.166667,0.759617,0.797633
0.197143,0.830850,0.908800
0.237143,0.987870,0.898180
0.389286,0.922250,0.865550
0.203571,0.919050,0.741025
0.128572,0.670183,0.756300
0.135714,0.594113,0.915575
0.257143,0.937250,0.854250
0.328572,0.862625,0.742650
0.451429,0.915900,0.643840
0.188571,0.682030,0.545960
0.288572,0.848930,0.668160
0.188571,0.911560,0.593440
0.295714,0.641165,0.888980
