alpha,phi,h
0.748377,0.921531,0.317581
0.660686,0.977076,0.311766
0.687786,0.924480,0.339179
0.718283,0.901457,0.352102
0.675675,0.972485,0.307476
0.709792,0.951295,0.309206
0.681783,0.919551,0.267415
0.706160,0.955627,0.335108
0.732722,0.940487,0.376004
0.676908,0.918911,0.276076
0.695635,0.916390,0.284733
0.682439,0.902629,0.289629
0.697889,0.973121,0.295837
0.656744,0.929331,0.319234
0.664407,0.941223,0.351978
0.731112,0.936405,0.310782
0.666752,0.928386,0.306295
0.742199,0.942686,0.317591
0.671181,0.914203,0.308213
0.739640,0.932503,0.313653
0.705858,0.925736,0.334521
0.700946,0.909050,0.322759
0.665244,0.942483,0.314805
0.695144,0.929580,0.282146
0.673359,0.949820,0.270195
0.659972,0.929417,0.292809
0.703106,0.932594,0.343948
0.687018,0.949549,0.299434
0.650749,0.966861,0.302961
0.673466,0.933034,0.338350
0.699383,0.935093,0.294127
0.716810,0.900200,0.327826
0.780077,0.931155,0.340371
0.670604,0.956498,0.316043
0.688786,0.946954,0.318036
0.664474,0.904782,0.304082
0.716763,0.946752,0.340278
0.701510,0.958986,0.320169
0.694875,0.914497,0.344354
0.677205,0.961989,0.324405
0.701894,0.926510,0.298361
0.713830,0.965606,0.323306
0.699700,0.907925,0.278824
0.707978,0.897103,0.329310
0.649261,0.916694,0.339126
0.716550,0.895628,0.291712
0.695458,0.947249,0.275499
0.718456,0.942802,0.324267
0.698550,0.898695,0.282866
0.661514,0.950176,0.302890
0.729079,0.925356,0.297584
0.670389,0.956558,0.326013
0.677057,0.919903,0.337765
0.714229,0.901870,0.272465
0.650719,0.917033,0.286776
0.687606,0.941858,0.356778
0.685713,0.932625,0.318461
0.753973,0.900369,0.363605
0.733795,0.901290,0.325264
0.621947,0.895962,0.314972
0.736003,0.929592,0.325484
0.723108,0.941325,0.291204
0.682503,0.913663,0.324034
0.706474,0.966808,0.327533
0.686867,0.904457,0.311209
0.641335,0.948474,0.297971
0.668131,0.953348,0.350575
0.732982,0.940857,0.338364
0.707742,0.906371,0.343586
0.701828,0.905236,0.332516
0.729504,0.935250,0.327013
0.764930,0.948406,0.331340
0.643429,0.944353,0.309764
0.719064,0.924554,0.272205
0.717485,0.920034,0.299012
0.774783,0.941681,0.370837
0.665820,0.976793,0.344004
0.742400,0.935557,0.273642
0.661288,0.944084,0.309200
0.758444,0.904214,0.355035
0.758041,0.927599,0.320375
0.759052,0.934079,0.330952
0.666411,0.902616,0.344221
0.641435,0.938552,0.276408
0.656686,0.940883,0.318548
0.729274,0.960381,0.299559
0.726583,0.936717,0.283925
0.713387,0.920237,0.392068
0.712824,0.950636,0.335189
0.699025,0.925050,0.339930
0.687151,0.940429,0.406570
0.697830,0.965416,0.293862
0.689264,0.928817,0.281481
0.728129,0.904194,0.304524
0.729306,0.908372,0.307629
0.653583,0.910706,0.318208
0.716447,0.953106,0.337854
0.705453,0.904882,0.284114
0.701821,0.963592,0.365239
0.680546,0.917549,0.338447
