alpha,phi,h
0.519304,0.487992,0.497064
0.437000,0.459227,0.424172
0.456250,0.440551,0.491595
0.489607,0.457022,0.520185
0.433014,0.465458,0.526941
0.493124,0.519520,0.536345
0.449893,0.480964,0.500866
0.481399,0.591227,0.405377
0.460613,0.447487,0.466588
0.485812,0.434159,0.500383
0.488332,0.465092,0.526532
0.482299,0.631261,0.496711
0.533680,0.618246,0.432902
0.342158,0.576389,0.532635
0.501219,0.442069,0.438960
0.556062,0.551879,0.493925
0.481685,0.427800,0.490547
0.447990,0.543176,0.447639
0.546638,0.488232,0.511134
0.478248,0.411398,0.525700
0.505866,0.517859,0.505988
0.549582,0.471679,0.547037
0.508843,0.619669,0.405797
0.522394,0.531242,0.528822
0.474464,0.498322,0.535946
0.560597,0.466107,0.513632
0.483380,0.460510,0.538888
0.487760,0.485335,0.534064
0.544426,0.523785,0.448085
0.466111,0.484114,0.527869
0.404970,0.522082,0.436485
0.515007,0.500454,0.520891
0.463410,0.478200,0.530803
0.489042,0.401533,0.461392
0.440634,0.650569,0.573930
0.487875,0.482355,0.516844
0.454400,0.455212,0.453655
0.488888,0.414324,0.560409
0.454864,0.522096,0.508437
0.538898,0.519694,0.508308
0.477522,0.429847,0.568024
0.536381,0.461076,0.499515
0.468489,0.458606,0.529462
0.527064,0.541792,0.518146
0.485557,0.471090,0.490781
0.545484,0.471907,0.490395
0.349556,0.534558,0.497625
0.464328,0.503225,0.526738
0.498760,0.553350,0.435807
0.551162,0.486271,0.526545
0.478553,0.470650,0.538705
0.450131,0.655708,0.514090
0.484173,0.482237,0.478061
0.457646,0.516448,0.513562
0.477447,0.546011,0.482022
0.466628,0.479600,0.566775
0.420837,0.799863,0.559251
0.505314,0.437771,0.544018
0.471521,0.547406,0.455277
0.464501,0.488652,0.481878
0.419605,0.653607,0.418578
0.576216,0.426874,0.480536
0.477109,0.490434,0.547542
0.516984,0.489237,0.522428
0.476415,0.408496,0.524571
0.496060,0.437856,0.523100
0.496835,0.522960,0.501518
0.470793,0.511099,0.506696
0.456110,0.518651,0.471610
0.527999,0.429463,0.502912
0.536405,0.429507,0.486577
0.492563,0.513511,0.494622
0.506331,0.506432,0.496737
0.528165,0.497876,0.513572
0.497657,0.577448,0.558390
0.527017,0.493942,0.510872
0.493601,0.483755,0.581420
0.533179,0.556879,0.490804
0.526592,0.387118,0.569189
0.488422,0.492557,0.541122
0.426369,0.468792,0.532496
0.503732,0.468463,0.514294
0.344312,0.968785,0.387193
0.439636,0.495064,0.563818
0.487888,0.467694,0.509790
0.447268,0.508389,0.496183
0.419849,0.510187,0.440331
0.433022,0.557882,0.480483
0.476839,0.451916,0.511611
0.497511,0.556917,0.519286
0.556695,0.477447,0.525990
0.439535,0.417670,0.485518
0.352384,0.542736,0.555889
0.424110,0.655130,0.395319
0.466903,0.455413,0.517918
0.477144,0.504543,0.446376
0.564501,0.424485,0.523668
0.549035,0.506458,0.457678
0.463291,0.555013,0.463651
0.502392,0.517867,0.500431
