alpha,phi,h
0.457143,0.205750,0.099650
0.835714,0.527725,0.362700
0.667857,0.459500,0.094925
0.876190,0.550250,0.244500
0.596825,0.543350,0.062344
0.874286,0.364280,0.450680
0.657143,0.584283,0.370422
0.664286,0.393875,0.026100
0.789285,0.383613,0.391000
0.582143,0.554500,0.150175
0.422857,0.694450,0.142120
0.750000,0.640667,0.287233
0.387755,0.711836,0.111600
0.688571,0.566090,0.136200
0.900000,0.501130,0.221780
0.525000,0.274162,0.292675
0.842857,0.536767,0.376450
0.846429,0.624175,0.246175
0.825714,0.109740,0.054940
0.467857,0.334100,0.307700
0.767857,0.481175,0.206950
0.877143,0.493090,0.262160
0.700000,0.408267,0.124900
0.692857,0.187037,0.559425
0.985714,0.121550,0.179800
0.862500,0.751319,0.526312
0.876190,0.537667,0.261350
0.978571,0.195025,0.189125
0.892063,0.672739,0.230489
0.819048,0.513167,0.094867
0.746939,0.729521,0.029529
0.678572,0.036825,0.444400
0.842857,0.537887,0.224675
0.851429,0.753180,0.222180
0.657143,0.198462,0.157300
0.671429,0.154850,0.284540
0.757143,0.682242,0.286467
0.834921,0.700417,0.270622
0.661905,0.466508,0.131267
0.642857,0.702533,0.129300
0.751021,0.690371,0.026829
0.614286,0.334867,0.047267
0.864286,0.736350,0.204250
0.658442,0.844545,0.077036
0.900000,0.545550,0.412300
0.971429,0.509800,0.253800
0.919048,0.448567,0.261733
0.614286,0.249550,0.433300
0.778571,0.246075,0.364600
0.723809,0.595533,0.196367
0.967857,0.623088,0.164825
0.900000,0.706113,0.104425
0.804762,0.433458,0.330050
0.842857,0.478375,0.333083
0.676190,0.508583,0.144300
0.814286,0.624058,0.325983
0.592857,0.353225,0.070400
0.948572,0.509430,0.069820
0.942857,0.601900,0.135600
0.635714,0.714613,0.152025
0.789286,0.110550,0.062450
0.617857,0.043325,0.081525
0.482143,0.688813,0.072025
0.747619,0.608117,0.103933
0.746429,0.706763,0.031075
0.542857,0.360912,0.163450
0.838095,0.806292,0.357767
0.959183,0.451136,0.049143
0.735714,0.434675,0.279200
0.807143,0.208142,0.226767
0.840816,0.115414,0.277357
0.885714,0.354358,0.367383
0.642857,0.180650,0.334750
0.880952,0.371667,0.075400
0.833333,0.636400,0.270100
0.861905,0.054883,0.241267
0.847619,0.525633,0.437533
0.748571,0.793590,0.259560
0.765080,0.311917,0.105767
0.752381,0.511983,0.222067
0.952381,0.302583,0.199433
0.975510,0.214029,0.302414
0.896428,0.732938,0.201237
0.847619,0.240100,0.184900
0.840000,0.720030,0.088520
0.657142,0.433425,0.042800
0.928572,0.507020,0.280480
0.938776,0.498457,0.089457
0.957143,0.326475,0.391450
0.914286,0.425267,0.242200
0.795238,0.620967,0.265233
0.776190,0.037317,0.567933
0.642857,0.600283,0.087300
0.648980,0.082857,0.471157
0.623810,0.149642,0.047267
0.925000,0.016150,0.024200
0.821429,0.515800,0.347300
0.969388,0.721150,0.046429
0.878571,0.817667,0.056317
0.853572,0.220713,0.106400
