alpha,phi,h
0.671428,0.091830,0.032680
0.725714,0.750110,0.099640
0.671428,0.606325,0.155200
0.685715,0.351738,0.050850
0.431428,0.347780,0.294660
0.596428,0.481000,0.056325
0.394805,0.869136,0.057855
0.717143,0.839800,0.121940
0.553061,0.744129,0.399429
0.340817,0.922086,0.216343
0.561905,0.862300,0.491967
0.780952,0.347567,0.233333
0.428571,0.758383,0.390467
0.571429,0.602217,0.025667
0.416667,0.643258,0.103317
0.647619,0.673117,0.071400
0.600000,0.041230,0.087540
0.451429,0.559260,0.178760
0.659524,0.172275,0.326167
0.410714,0.653375,0.097375
0.561905,0.669967,0.180033
0.616071,0.567538,0.195050
0.442857,0.579971,0.132800
0.214286,0.873450,0.284400
0.469841,0.443206,0.104733
0.648571,0.285860,0.244500
0.708163,0.615757,0.487971
0.571429,0.049750,0.080000
0.445714,0.379770,0.410900
0.402857,0.357650,0.291020
0.440476,0.866692,0.050200
0.388571,0.318490,0.437100
0.519048,0.547300,0.055600
0.860714,0.768450,0.084875
0.507143,0.329325,0.674625
0.414286,0.976483,0.212467
0.392857,0.899183,0.311700
0.378572,0.951887,0.105475
0.620408,0.831536,0.364171
0.311905,0.251417,0.463750
0.367857,0.795013,0.207125
0.517143,0.306340,0.214320
0.942858,0.262825,0.409900
0.287755,0.594193,0.287129
0.246429,0.616794,0.151175
0.404762,0.662100,0.482650
0.522449,0.579886,0.132857
0.371429,0.853610,0.292600
0.157143,0.624650,0.103875
0.707143,0.816431,0.086100
0.757143,0.503700,0.511750
0.661905,0.930133,0.111900
0.628572,0.449600,0.498750
0.460000,0.827060,0.059580
0.430612,0.695614,0.135257
0.564286,0.823150,0.106700
0.521428,0.708492,0.200917
0.550000,0.161900,0.777950
0.250000,0.351850,0.453750
0.810714,0.263987,0.081775
0.410714,0.888950,0.078250
0.328572,0.895400,0.274300
0.580000,0.232100,0.287920
0.575000,0.829275,0.339750
0.608571,0.916160,0.070440
0.488095,0.872708,0.198550
0.251428,0.490450,0.179820
0.600000,0.614020,0.253960
0.220408,0.666643,0.306014
0.857143,0.994250,0.294300
0.700000,0.485150,0.387900
0.392208,0.737295,0.137191
0.400000,0.615888,0.104700
0.394286,0.437960,0.296680
0.662857,0.626150,0.105260
0.737143,0.859230,0.504980
0.711428,0.766910,0.123860
0.475510,0.514071,0.132029
0.610204,0.109993,0.177600
0.704762,0.107583,0.031933
0.454762,0.788658,0.212733
0.526190,0.891342,0.119917
0.522857,0.789960,0.157880
0.464286,0.586863,0.036425
0.521428,0.365413,0.189275
0.523810,0.990250,0.168333
0.371429,0.731817,0.025367
0.548571,0.663560,0.234640
0.419048,0.972050,0.037567
0.839286,0.976525,0.175825
0.596428,0.650475,0.141025
0.619048,0.345700,0.210100
0.628571,0.698517,0.212133
0.342857,0.768817,0.023200
0.533333,0.577417,0.205300
0.442857,0.356930,0.429920
0.471429,0.985350,0.236200
0.473809,0.647242,0.168550
0.428572,0.863625,0.349350
0.442857,0.877175,0.423063
