alpha,phi,h
0.326804,0.719799,0.298866
0.413597,0.698313,0.244014
0.356385,0.692752,0.287306
0.360424,0.681874,0.291480
0.347968,0.670707,0.234942
0.365065,0.710553,0.260203
0.382609,0.744759,0.279602
0.335570,0.696228,0.299572
0.400263,0.678370,0.207764
0.390110,0.692528,0.202944
0.340526,0.710038,0.230571
0.404027,0.707037,0.268465
0.339502,0.737545,0.286296
0.361264,0.656126,0.266217
0.388072,0.675824,0.219369
0.354836,0.706450,0.286526
0.364245,0.718594,0.234697
0.360886,0.718860,0.300760
0.376078,0.702720,0.274959
0.353526,0.681745,0.328040
0.324971,0.685148,0.261227
0.405505,0.671837,0.200563
0.346253,0.732820,0.262204
0.377169,0.711607,0.269879
0.345562,0.684165,0.290399
0.403393,0.734621,0.256568
0.397636,0.714130,0.254177
0.370684,0.663482,0.233843
0.318931,0.675860,0.229516
0.367632,0.690964,0.271024
0.350206,0.703191,0.282274
0.381102,0.712928,0.209134
0.386435,0.700004,0.218150
0.412929,0.689848,0.231684
0.348370,0.743597,0.279646
0.343818,0.727620,0.288749
0.339279,0.699564,0.234036
0.345707,0.749121,0.307136
0.360661,0.745154,0.299893
0.364620,0.679025,0.284710
0.344102,0.738517,0.296188
0.360762,0.727722,0.238951
0.387357,0.681846,0.252603
0.372734,0.665182,0.251008
0.392890,0.736728,0.228569
0.369447,0.709881,0.225529
0.395170,0.736062,0.281556
0.370943,0.760576,0.219465
0.402179,0.696140,0.232921
0.369547,0.681480,0.248670
0.352680,0.703627,0.270417
0.351621,0.701068,0.273612
0.350989,0.736656,0.320167
0.322051,0.743824,0.290438
0.369307,0.706397,0.269701
0.415765,0.682935,0.213901
0.380790,0.679114,0.241915
0.369095,0.692573,0.228968
0.307182,0.756153,0.280006
0.365947,0.684614,0.278555
0.356209,0.703938,0.281261
0.354509,0.701062,0.244613
0.375191,0.679665,0.267746
0.340391,0.681704,0.240478
0.375418,0.678588,0.304239
0.381700,0.705478,0.265691
0.332092,0.705313,0.297595
0.386683,0.725099,0.255380
0.362435,0.750992,0.272160
0.360841,0.687087,0.298211
0.351192,0.732602,0.297956
0.401904,0.673017,0.277352
0.407141,0.713073,0.284291
0.354867,0.684076,0.239085
0.355181,0.730033,0.298668
0.367561,0.688271,0.246298
0.362282,0.671597,0.337836
0.415088,0.672055,0.225909
0.321535,0.716748,0.263717
0.330995,0.694835,0.247507
0.361177,0.731038,0.289368
0.361515,0.695531,0.269326
0.385969,0.693112,0.257980
0.348671,0.673733,0.243275
0.397806,0.627594,0.146551
0.405787,0.637501,0.266674
0.311866,0.659795,0.274014
0.348112,0.712343,0.311796
0.382379,0.683630,0.266754
0.383121,0.711547,0.225991
0.376890,0.683156,0.308397
0.353152,0.707811,0.209905
0.361717,0.686738,0.244094
0.375440,0.715979,0.266634
0.417449,0.754162,0.226178
0.372085,0.717794,0.242791
0.391415,0.705327,0.251490
0.428214,0.651739,0.203533
0.383517,0.682179,0.273067
0.364269,0.710735,0.247107
