alpha,phi,h
0.178233,0.446581,0.834238
0.222410,0.600531,0.828550
0.149651,0.634232,0.691799
0.198777,0.552777,0.697340
0.147942,0.463601,0.761034
0.222228,0.553372,0.830205
0.281565,0.549175,0.784971
0.051808,0.581792,0.811673
0.310250,0.530466,0.721405
0.291779,0.543521,0.795540
0.211484,0.472350,0.831048
0.216722,0.572742,0.720284
0.251433,0.457629,0.786778
0.252589,0.466922,0.818529
0.303592,0.483793,0.749446
0.390501,0.501965,0.844745
0.130945,0.450676,0.810340
0.253157,0.455429,0.712064
0.160901,0.378149,0.763488
0.295209,0.581193,0.825095
0.320309,0.503173,0.663966
0.277604,0.458440,0.821679
0.236374,0.510657,0.794317
0.308529,0.334889,0.894122
0.274933,0.650372,0.757314
0.208204,0.464816,0.811195
0.237740,0.422899,0.831358
0.425744,0.555270,0.817104
0.274380,0.514226,0.706069
0.322179,0.457923,0.804903
0.201459,0.371052,0.823110
0.298244,0.454406,0.803196
0.242758,0.354480,0.813478
0.332337,0.513873,0.757532
0.209325,0.517538,0.722629
0.164822,0.481854,0.828407
0.245066,0.521548,0.698042
0.289611,0.582537,0.829512
0.125645,0.609642,0.738401
0.270654,0.456705,0.836338
0.200076,0.628751,0.819761
0.303787,0.545443,0.845233
0.308423,0.456209,0.840504
0.261829,0.514877,0.853814
0.206923,0.509151,0.828854
0.227761,0.528203,0.850158
0.453616,0.541965,0.808376
0.313976,0.456522,0.706458
0.197200,0.473392,0.818337
0.382482,0.532091,0.801157
0.120356,0.483490,0.775893
0.303334,0.600524,0.798454
0.330708,0.551073,0.856564
0.198603,0.587207,0.805595
0.229929,0.451740,0.679075
0.242973,0.464920,0.792848
0.241775,0.534734,0.772181
0.093229,0.654084,0.739757
0.258235,0.541210,0.734716
0.318844,0.606761,0.791535
0.146035,0.443170,0.839167
0.285292,0.460118,0.786053
0.326699,0.492202,0.821813
0.284742,0.406488,0.844629
0.336414,0.440601,0.731166
0.241303,0.471831,0.781722
0.222256,0.428577,0.852370
0.356681,0.594032,0.669158
0.206740,0.426655,0.837870
0.271058,0.425194,0.753682
0.288845,0.480662,0.734801
0.279769,0.350545,0.749472
0.244616,0.438081,0.738447
0.072524,0.513603,0.820572
0.257324,0.516405,0.826505
0.145904,0.347082,0.813398
0.089154,0.559834,0.697239
0.221340,0.501420,0.801859
0.244182,0.476635,0.696561
0.191993,0.492577,0.726489
0.289093,0.539379,0.819346
0.233263,0.454527,0.752726
0.288340,0.458655,0.899987
0.296895,0.464827,0.598621
0.210358,0.536409,0.774784
0.486020,0.575146,0.608775
0.311911,0.604236,0.761649
0.101552,0.645432,0.729349
0.138787,0.517075,0.785823
0.325648,0.412068,0.771847
0.222928,0.555476,0.748149
0.262889,0.453050,0.775993
0.289560,0.423782,0.798384
0.160184,0.466872,0.677282
0.242575,0.571361,0.857350
0.265167,0.467170,0.791335
0.375472,0.491101,0.803744
0.195662,0.530100,0.787802
0.280450,0.542640,0.839622
0.192596,0.495481,0.837270
