alpha,phi,h
0.206837,0.303671,0.119569
0.173253,0.320151,0.132090
0.222208,0.297877,0.147797
0.195455,0.291769,0.122899
0.233807,0.279442,0.121284
0.196791,0.281326,0.151017
0.213123,0.293521,0.116436
0.169269,0.323290,0.141982
0.194519,0.298950,0.127037
0.233419,0.276276,0.091883
0.169741,0.291600,0.129424
0.190098,0.314756,0.115974
0.229374,0.272983,0.129379
0.176774,0.320041,0.115017
0.202268,0.305226,0.110652
0.206856,0.295244,0.128835
0.211725,0.274218,0.142382
0.211336,0.296228,0.138020
0.197193,0.265473,0.133996
0.222778,0.288682,0.114511
0.232649,0.312337,0.109226
0.214112,0.294867,0.122534
0.209397,0.269790,0.137690
0.191702,0.296681,0.120044
0.202315,0.327220,0.128195
0.209118,0.304776,0.127020
0.213732,0.257016,0.124690
0.215605,0.315297,0.147954
0.226495,0.284710,0.116248
0.209695,0.319148,0.143892
0.207144,0.276429,0.125671
0.184016,0.330141,0.113919
0.184631,0.286639,0.112944
0.232426,0.291406,0.160827
0.187021,0.333619,0.126074
0.220557,0.297579,0.122197
0.199446,0.293171,0.123602
0.207834,0.278678,0.136228
0.188245,0.287556,0.127534
0.187046,0.320064,0.120739
0.204123,0.306306,0.105061
0.187993,0.325254,0.131336
0.155869,0.295750,0.124137
0.200666,0.296887,0.125292
0.195989,0.276161,0.140385
0.193314,0.284091,0.109437
0.203898,0.280854,0.125172
0.195614,0.279429,0.132142
0.218577,0.312176,0.127076
0.202070,0.286658,0.119716
0.229880,0.327169,0.157862
0.195468,0.267476,0.123710
0.210266,0.268832,0.116523
0.225007,0.347397,0.146685
0.200977,0.280563,0.124291
0.212054,0.318122,0.113942
0.216184,0.261881,0.125139
0.211389,0.299914,0.146945
0.158322,0.328526,0.125900
0.222084,0.303996,0.125780
0.190000,0.306612,0.120107
0.202843,0.274084,0.163672
0.184408,0.284976,0.131556
0.207695,0.294551,0.122040
0.209855,0.267201,0.108316
0.183651,0.294243,0.111296
0.190528,0.327020,0.151452
0.206505,0.290026,0.091249
0.209928,0.274630,0.126673
0.212046,0.292846,0.134120
0.150548,0.286918,0.134502
0.213885,0.302759,0.130926
0.251752,0.290120,0.125522
0.201083,0.321032,0.131003
0.195007,0.288177,0.143914
0.181461,0.325239,0.120552
0.170949,0.330083,0.126967
0.208817,0.306477,0.113383
0.230499,0.275438,0.125082
0.199617,0.322332,0.141159
0.177784,0.253804,0.135409
0.206606,0.323248,0.156207
0.268139,0.327736,0.133311
0.231707,0.302019,0.130229
0.194579,0.303469,0.115529
0.183603,0.297900,0.100207
0.190374,0.289232,0.138488
0.226050,0.310422,0.130428
0.234726,0.296680,0.139457
0.156545,0.326819,0.152972
0.210378,0.289388,0.115562
0.233826,0.260092,0.131816
0.169864,0.298468,0.131578
0.221425,0.287377,0.111563
0.222405,0.296090,0.135004
0.195631,0.291819,0.110823
0.217605,0.305805,0.131790
0.180175,0.325550,0.157393
0.173845,0.293592,0.140123
0.179492,0.328291,0.143126
