alpha,phi,h
0.881577,1.385405,0.603137
0.552924,1.025816,0.572767
0.493943,1.073566,0.853755
0.605179,0.643811,0.386996
0.121410,1.084828,0.747972
0.903100,0.533765,0.864235
-0.049013,0.099273,1.532565
0.571023,1.060056,0.762153
0.206822,0.435876,0.545114
0.456360,0.769887,0.507699
0.560409,0.826723,0.819541
0.346982,0.549174,0.039973
1.268062,1.047312,0.451545
0.444309,0.393070,0.419373
0.545957,0.862631,0.634535
0.612639,0.515259,0.464143
0.697764,0.954013,0.485883
0.831359,0.523349,0.670469
0.362792,0.296836,0.453279
0.298757,0.461222,0.561345
0.733237,0.470331,0.550287
0.655756,0.719718,0.892672
1.098507,1.165881,0.968687
1.870002,1.448196,0.089620
1.303629,1.711619,0.744573
0.512545,0.439315,0.548930
0.540182,0.691436,0.481206
0.414539,0.621256,0.549366
0.761144,1.263881,0.405134
0.716865,0.708694,0.571574
0.889602,0.869909,0.707514
0.253827,0.615200,0.635780
1.051890,0.319674,0.466877
0.566768,0.978265,0.536427
0.397980,0.789483,0.720107
0.548258,0.812179,0.537415
-0.643251,1.936168,-0.194407
0.608480,0.998652,0.648332
0.425773,0.416250,0.455873
0.499311,0.514579,0.519839
0.660499,0.465930,0.704194
0.721382,0.937702,0.512380
1.010827,0.844300,0.657762
0.440085,0.349911,0.546952
0.295985,0.666087,0.410155
0.512244,0.448301,0.542225
0.649835,0.632649,0.796046
0.545593,0.861109,0.494560
0.496628,0.593910,0.637426
0.312366,0.264410,0.550814
1.379074,0.488569,0.228912
0.604908,1.106684,0.551533
0.781429,0.643466,0.526152
0.472701,0.339968,0.728763
0.419226,0.957930,0.555882
0.771177,0.409525,1.634570
-0.621840,0.379490,0.632262
0.492946,0.770639,0.511794
0.338437,1.315994,0.567886
0.481797,0.831363,0.542336
0.550850,0.716236,0.291875
0.259879,0.261338,0.361826
0.508031,0.462380,0.525958
0.793919,0.483298,0.658410
0.916960,0.891904,0.647796
0.604457,0.577599,0.664605
0.979654,0.883784,0.185414
0.475750,0.962819,1.127567
0.530713,0.684036,0.737471
0.113781,0.425558,0.140096
0.389464,0.632781,0.540706
0.505042,0.584062,0.607936
0.865471,1.040709,0.500672
0.600223,0.578424,0.846471
0.491990,0.514117,0.774768
0.437468,0.850447,0.559022
0.798857,0.596101,0.808961
0.527014,0.772895,0.500613
0.586780,1.150594,0.461044
0.700808,0.785254,0.463626
0.627662,0.763377,0.366073
0.622869,1.455892,0.701807
-0.014150,1.248336,1.040939
0.494837,0.389539,0.542987
0.524466,0.977260,0.613148
0.536651,0.771501,0.550877
0.973725,0.929574,0.214375
1.327659,0.933278,0.515429
0.644360,0.746965,0.481133
0.358438,0.371321,0.625896
0.671024,0.289803,0.489133
0.409965,0.803023,0.752144
0.325840,0.822255,0.643430
0.504185,0.434026,0.635304
0.918096,0.574761,0.812059
1.337190,0.952439,0.970054
1.116426,0.929983,0.830539
0.436783,0.487128,0.641679
-0.053241,0.227000,1.191824
1.116964,1.344840,0.686520
