alpha,phi,h
0.517457,0.726612,0.352336
0.529736,0.664463,0.408720
0.534887,0.673532,0.427517
0.501515,0.647580,0.441775
0.492679,0.628650,0.434044
0.530367,0.727772,0.413171
0.505759,0.728095,0.407723
0.515271,0.611199,0.368095
0.509384,0.687398,0.369570
0.549901,0.741143,0.375901
0.519070,0.648014,0.417331
0.516786,0.683536,0.367862
0.523289,0.676288,0.341206
0.497670,0.682200,0.446685
0.522978,0.807024,0.466080
0.512839,0.713095,0.393598
0.530221,0.660787,0.458598
0.509739,0.613587,0.345661
0.548025,0.749495,0.296032
0.551129,0.752907,0.458615
0.514940,0.638489,0.483476
0.533764,0.720361,0.342853
0.493787,0.666515,0.381071
0.520426,0.591432,0.505033
0.511504,0.683006,0.485515
0.532704,0.644537,0.434063
0.512925,0.702111,0.488272
0.485801,0.639663,0.341396
0.511352,0.672008,0.417819
0.484836,0.544018,0.366158
0.524051,0.717072,0.407676
0.512954,0.766207,0.382525
0.515024,0.694652,0.346389
0.506400,0.701592,0.455605
0.517581,0.633640,0.491219
0.519811,0.711075,0.479560
0.508839,0.701647,0.414063
0.514639,0.664492,0.335694
0.515431,0.574559,0.381139
0.514737,0.602058,0.410580
0.519526,0.708199,0.311283
0.481116,0.630867,0.439804
0.487930,0.539303,0.340298
0.535743,0.675631,0.382821
0.521270,0.687524,0.423406
0.503027,0.690363,0.292375
0.522972,0.626774,0.492604
0.507658,0.764366,0.362400
0.521437,0.589039,0.521024
0.496734,0.701144,0.332592
0.514235,0.695464,0.377598
0.543778,0.747029,0.292361
0.537800,0.812572,0.331128
0.547080,0.720841,0.367353
0.508306,0.739945,0.456817
0.502844,0.781889,0.418843
0.526167,0.708984,0.346172
0.507605,0.578887,0.336941
0.516577,0.636734,0.432712
0.484771,0.719827,0.448382
0.496537,0.622530,0.477597
0.537832,0.653090,0.443339
0.535381,0.674312,0.456657
0.495689,0.518095,0.440803
0.512782,0.585817,0.450113
0.511987,0.716305,0.476077
0.505163,0.656601,0.377886
0.503461,0.690535,0.446640
0.506193,0.623514,0.261323
0.509465,0.830523,0.311407
0.501544,0.638840,0.380553
0.519889,0.662074,0.476597
0.502589,0.589509,0.399480
0.496470,0.679890,0.401535
0.516215,0.690312,0.416274
0.515331,0.748243,0.464254
0.545808,0.761949,0.323174
0.512889,0.748449,0.352196
0.540477,0.725881,0.361437
0.517792,0.605495,0.403548
0.546255,0.791632,0.388491
0.530020,0.697015,0.360937
0.516437,0.571625,0.373723
0.523925,0.699907,0.494201
0.529765,0.793229,0.412133
0.512977,0.719245,0.566493
0.508589,0.652236,0.381929
0.481086,0.588013,0.379711
0.514217,0.638434,0.285229
0.526750,0.689815,0.466986
0.546135,0.797176,0.489950
0.520314,0.732092,0.417574
0.518651,0.615989,0.415368
0.517241,0.678522,0.338013
0.513118,0.648959,0.327486
0.500615,0.650241,0.352172
0.521102,0.724696,0.458659
0.507484,0.642620,0.425572
0.515432,0.717134,0.401089
0.517217,0.701529,0.441505
