alpha,phi,h
0.587455,0.561867,0.347362
0.572157,0.448118,0.482245
0.496590,0.328845,0.508116
0.561700,0.560963,0.395305
0.515107,0.234315,0.632817
0.394583,0.284722,0.573130
0.662645,0.434651,0.430103
0.601617,0.281145,0.528552
0.664809,0.460694,0.351054
0.266402,0.684144,0.321836
0.938214,0.760234,0.363686
0.687099,0.955895,0.644538
0.698501,0.673399,0.539531
0.300676,0.771466,0.491317
0.660617,0.595719,0.287956
0.461417,0.313560,0.597165
0.708194,0.464172,0.305546
0.693804,0.641907,0.346961
0.414950,0.499644,0.524555
0.836644,0.910359,0.424170
0.148964,0.915330,0.436997
0.608644,0.320648,0.762814
0.547673,0.253874,0.704407
0.776253,0.296096,0.631503
0.575754,0.425764,0.817418
0.432710,0.497901,0.826924
0.730838,0.424599,0.329624
0.644650,0.418712,0.358249
0.502892,0.444915,0.349842
0.683398,0.369783,0.568000
0.624388,0.476904,0.662326
0.620430,0.422950,0.387937
0.555647,0.411063,0.334352
0.577468,0.399585,0.587900
0.669498,0.304157,0.613958
0.824733,0.377185,0.396075
0.595825,0.413455,0.302908
0.673159,0.469599,0.358977
0.547042,0.552614,0.322020
0.901630,0.738207,0.450818
0.806461,0.598143,0.063643
0.815391,0.548974,0.332405
0.700026,0.436899,0.292867
0.420514,0.258337,1.692604
0.629411,0.463851,0.380940
0.650595,0.385612,0.677294
0.588801,0.471257,0.331050
0.657801,0.702340,0.491554
0.627300,0.616616,0.415924
0.413372,0.390754,0.396249
0.537581,0.428110,0.617565
0.632856,0.616464,0.493767
0.038836,0.224258,1.044681
0.639074,0.316371,0.433181
0.660183,0.390644,0.288333
0.500849,0.655587,0.159227
0.286052,0.346568,0.409703
0.663876,0.387785,0.468288
0.662896,0.280202,0.398945
0.515895,0.460521,0.311534
0.508332,-0.119251,0.970407
0.894213,0.471575,0.939388
0.657185,0.426098,0.468986
0.437555,0.637148,0.311345
0.051757,-0.075997,1.018738
0.503087,0.454111,0.395259
0.594293,0.538953,0.452835
0.571592,0.347540,0.293699
0.756850,0.508950,0.390432
0.689517,0.317566,0.720409
0.587207,0.765121,0.891308
0.644278,0.397089,0.773167
0.565171,0.404438,0.400392
0.574382,0.491736,0.585816
0.479590,0.506894,0.357267
0.490413,0.613160,0.481472
0.538490,0.306260,0.627079
0.601004,0.543932,0.319332
0.570027,0.407945,0.582402
0.585221,0.479504,0.791842
0.432250,0.431788,0.749277
0.666008,0.496209,0.256219
0.324545,0.536758,0.416689
0.491620,0.462483,0.388094
0.605749,0.412475,0.247200
0.648398,0.326968,0.473850
0.699328,0.499022,0.214211
0.778230,0.619382,0.418589
0.387039,1.055187,-0.092729
0.767781,0.697090,0.596426
0.499105,0.600621,0.116607
0.565378,0.529351,0.083798
0.518503,0.310128,0.495122
0.460621,0.769080,0.723101
0.590326,0.383005,0.358105
0.579867,0.554114,0.448333
0.422657,0.382287,0.516775
0.652814,0.375837,0.287072
0.595137,0.379885,0.295886
0.670268,0.426441,0.441446
