alpha,phi,h
0.485714,0.176107,0.484757
0.485714,0.266667,0.282900
0.462857,0.354570,0.062000
0.633333,0.089733,0.313100
0.371429,0.121350,0.351683
0.500000,0.462600,0.071200
0.417143,0.232730,0.181820
0.385714,0.607830,0.186980
0.385714,0.550150,0.334500
0.740476,0.396533,0.223233
0.196429,0.137137,0.263725
0.414285,0.779675,0.221300
0.334694,0.404271,0.325914
0.444444,0.484811,0.115211
0.250000,0.211712,0.347900
0.238095,0.566717,0.117800
0.255844,0.273123,0.212864
0.495238,0.125800,0.238833
0.517857,0.486712,0.159375
0.595238,0.479067,0.465600
0.514286,0.528500,0.026900
0.532143,0.690238,0.113750
0.765714,0.288210,0.204000
0.600000,0.634200,0.133025
0.762857,0.190530,0.247520
0.138095,0.410525,0.290967
0.474603,0.233806,0.298044
0.771429,0.259075,0.182450
0.539682,0.596194,0.181011
0.414286,0.080367,0.366833
0.476190,0.309917,0.091100
0.390476,0.495200,0.348067
0.835714,0.431963,0.207225
0.238095,0.077183,0.214900
0.750000,0.332525,0.152367
0.209524,0.507567,0.473000
0.307143,0.793400,0.190350
0.416326,0.447914,0.395571
0.397959,0.305657,0.093200
0.617857,0.174000,0.379075
0.700000,0.125600,0.227300
0.391837,0.322529,0.372914
0.642857,0.301000,0.253733
0.373214,0.284556,0.235237
0.546429,0.352988,0.116950
0.320000,0.385990,0.114340
0.658571,0.077520,0.395000
0.178571,0.522900,0.245850
0.214286,0.216250,0.247517
0.592857,0.029525,0.347250
0.557143,0.631575,0.229775
0.534286,0.174550,0.093840
0.569048,0.087617,0.067017
0.407143,0.100333,0.340233
0.320635,0.551156,0.326567
0.385714,0.450125,0.028133
0.497143,0.671700,0.262160
0.447619,0.561717,0.131433
0.466071,0.275081,0.271950
0.495918,0.029014,0.062143
0.542857,0.125142,0.495517
0.454762,0.348567,0.117000
0.500000,0.129675,0.051850
0.507143,0.247075,0.112350
0.491429,0.470170,0.062700
0.522449,0.418621,0.036757
0.657143,0.475633,0.039067
0.492857,0.510133,0.052317
0.614285,0.112050,0.307283
0.265306,0.094950,0.073429
0.497143,0.256210,0.054520
0.466667,0.315342,0.227450
0.497143,0.144600,0.069100
0.392857,0.788717,0.160333
0.457143,0.789829,0.215043
0.538095,0.658589,0.232378
0.473469,0.493414,0.090914
0.525000,0.107788,0.315575
0.514286,0.026700,0.117300
0.666234,0.807800,0.056136
0.342857,0.665967,0.147000
0.493877,0.638414,0.043071
0.638095,0.368383,0.227300
0.478572,0.385775,0.020725
0.111429,0.596870,0.373140
0.263266,0.505021,0.376871
0.742857,0.273910,0.137240
0.694286,0.869000,0.213060
0.448571,0.281650,0.257160
0.394286,0.737120,0.146500
0.285714,0.264750,0.068050
0.414286,0.599425,0.075950
0.526191,0.134475,0.423933
0.500000,0.031083,0.038500
0.721428,0.577175,0.056150
0.585715,0.634160,0.110780
0.471428,0.201175,0.495850
0.433333,0.596608,0.086500
0.591428,0.229470,0.123660
0.266666,0.272383,0.049067
