alpha,phi,h
0.071429,0.948960,0.890280
0.020000,0.647460,0.925800
0.161905,0.854125,0.752400
0.209524,0.765967,0.916933
0.167857,0.925000,0.581775
0.114285,0.979425,0.651525
0.138095,0.872283,0.750917
0.442857,0.715800,0.850900
0.139286,0.766475,0.548725
0.028572,0.698617,0.915100
0.252381,0.878817,0.897767
0.088571,0.541150,0.924920
0.030612,0.758864,0.633300
0.071429,0.682350,0.522600
0.133333,0.809617,0.543933
0.014286,0.599650,0.659900
0.205714,0.672860,0.876220
0.188571,0.821940,0.929880
0.147619,0.644667,0.948967
0.228571,0.249450,0.568300
0.091428,0.580290,0.843660
0.068254,0.951133,0.741589
0.037143,0.635490,0.727520
0.057143,0.635188,0.879075
0.025714,0.730980,0.698280
0.117858,0.823825,0.536675
0.235714,0.685338,0.771325
0.064285,0.982375,0.784600
0.142857,0.876400,0.555275
0.077143,0.762210,0.766940
0.233928,0.683394,0.857700
0.117143,0.918470,0.691540
0.114286,0.548090,0.899220
0.041071,0.775825,0.776300
0.025397,0.699783,0.725567
0.160000,0.761370,0.552300
0.110714,0.940488,0.740550
0.042857,0.782713,0.417300
0.102857,0.940750,0.697420
0.069047,0.882792,0.699633
0.218367,0.678350,0.745986
0.202857,0.686470,0.748800
0.071429,0.673650,0.882600
0.368571,0.648450,0.517200
0.114286,0.737100,0.559460
0.080952,0.714950,0.746833
0.314286,0.567250,0.495400
0.045238,0.975383,0.713667
0.238095,0.889950,0.868889
0.109524,0.296367,0.934733
0.214286,0.926875,0.838450
0.028571,0.632200,0.612650
0.085715,0.783600,0.628600
0.252381,0.860350,0.788400
0.008572,0.886830,0.602860
0.017143,0.836410,0.714080
0.142857,0.939117,0.775167
0.038095,0.745450,0.820500
0.051428,0.935530,0.648200
0.014286,0.599650,0.659900
0.061904,0.653267,0.612833
0.069643,0.859781,0.590363
0.230952,0.779183,0.777933
0.314286,0.674500,0.784200
0.105714,0.585790,0.619080
0.132653,0.815171,0.676871
0.273016,0.815056,0.611244
0.285714,0.739583,0.943900
0.060000,0.687690,0.656880
0.046429,0.535487,0.914100
0.023810,0.597339,0.813300
0.235714,0.949425,0.875350
0.030612,0.971721,0.919914
0.044898,0.633221,0.804614
0.183333,0.430258,0.881383
0.125715,0.776590,0.614880
0.066667,0.868667,0.894100
0.042857,0.976125,0.707200
0.077143,0.972140,0.628420
0.428571,0.688933,0.719600
0.075000,0.760312,0.698625
0.053572,0.738712,0.581525
0.031428,0.559620,0.718880
0.052381,0.989250,0.830767
0.107143,0.819612,0.751500
0.014286,0.817967,0.791733
0.175000,0.686350,0.925125
0.174286,0.685810,0.729900
0.153571,0.594256,0.903737
0.167857,0.857113,0.435325
0.410714,0.778812,0.986600
0.102857,0.761180,0.549580
0.220000,0.582150,0.863960
0.195238,0.732742,0.874900
0.214286,0.936550,0.871800
0.260000,0.814790,0.900960
0.019047,0.854050,0.829767
0.075510,0.471407,0.835786
0.350000,0.947550,0.628900
0.154286,0.853930,0.547100
