alpha,phi,h
0.646429,0.803625,0.842600
0.773810,0.869933,0.240700
0.728571,0.895933,0.405817
0.651428,0.471290,0.869820
0.557143,0.733812,0.571850
0.504762,0.296783,0.490867
0.822857,0.165710,0.991800
0.700000,0.951850,0.491500
0.428571,0.622362,0.877050
0.692857,0.499650,0.659500
0.728572,0.778050,0.923725
0.737143,0.285040,0.738040
0.646939,0.747886,0.478214
0.440476,0.897542,0.412483
0.285714,0.380700,0.811000
0.546428,0.333019,0.768588
0.482143,0.406775,0.465462
0.650000,0.591475,0.972600
0.385715,0.488800,0.545140
0.350000,0.768275,0.357075
0.719048,0.830600,0.506133
0.608571,0.785030,0.451140
0.738095,0.225033,0.737233
0.550000,0.279088,0.563500
0.610714,0.910188,0.557875
0.660000,0.520710,0.497280
0.376190,0.834033,0.425567
0.622857,0.893540,0.932080
0.740000,0.684390,0.425280
0.900000,0.549850,0.589050
0.678571,0.332838,0.951625
0.635714,0.478650,0.968100
0.711905,0.439917,0.526433
0.853571,0.849825,0.501825
0.828571,0.432050,0.556667
0.576190,0.929625,0.891467
0.662857,0.667840,0.492900
0.578571,0.730325,0.585200
0.650000,0.987125,0.505900
0.700000,0.440100,0.043800
0.652381,0.965783,0.494633
0.395238,0.576258,0.539433
0.750000,0.966675,0.495425
0.814286,0.391850,0.625900
0.585714,0.417090,0.706460
0.571429,0.447490,0.693140
0.373469,0.571743,0.418286
0.757143,0.733058,0.689650
0.871428,0.742125,0.837800
0.774286,0.746440,0.301040
0.814286,0.941100,0.701400
0.364286,0.923158,0.484767
0.442857,0.822000,0.857000
0.480000,0.424060,0.818480
0.721429,0.758775,0.133350
0.645238,0.542258,0.484667
0.650000,0.926800,0.489550
0.674286,0.812440,0.465180
0.766667,0.672683,0.850567
0.604762,0.955533,0.500550
0.471429,0.772250,0.249960
0.632143,0.392825,0.213500
0.821428,0.619512,0.381787
0.600000,0.196825,0.184600
0.788095,0.801800,0.600833
0.628572,0.808917,0.372383
0.757143,0.501450,0.288333
0.935714,0.418808,0.619400
0.802381,0.762967,0.629950
0.785714,0.327979,0.710357
0.521428,0.352750,0.509900
0.671428,0.643938,0.388500
0.697619,0.871575,0.031300
0.788572,0.833180,0.560920
0.790476,0.637167,0.063867
0.809524,0.793683,0.356100
0.900000,0.355383,0.556700
0.723809,0.781417,0.802778
0.653571,0.633587,0.162950
0.671429,0.933908,0.854183
0.654762,0.863875,0.476733
0.742857,0.768660,0.294280
0.552381,0.745000,0.371833
0.704762,0.566483,0.967733
0.707143,0.626800,0.831000
0.534694,0.657607,0.622714
0.676190,0.656233,0.253267
0.520408,0.599900,0.797386
0.685714,0.660550,0.453850
0.523810,0.399833,0.854100
0.628571,0.927100,0.892400
0.645238,0.850308,0.842633
0.595238,0.414917,0.541267
0.785714,0.385588,0.678675
0.533333,0.908250,0.308367
0.852381,0.640200,0.298533
0.597143,0.471750,0.445060
0.919048,0.507633,0.578367
0.721429,0.832800,0.948550
0.857143,0.918200,0.263600
