alpha,phi,h
0.313323,0.465331,0.077389
0.331919,0.513198,0.086245
0.346487,0.520861,0.097389
0.352123,0.576889,0.085639
0.321046,0.514181,0.098995
0.294135,0.475765,0.086114
0.383535,0.511195,0.058000
0.349173,0.519115,0.078496
0.263019,0.503797,0.074547
0.357393,0.508551,0.120477
0.365246,0.468686,0.097798
0.368624,0.453035,0.110175
0.377773,0.509896,0.067701
0.348740,0.563433,0.101539
0.330490,0.502455,0.087923
0.350302,0.547742,0.068969
0.336893,0.561339,0.127588
0.315060,0.526707,0.128983
0.328987,0.519362,0.089142
0.329336,0.515372,0.094010
0.303913,0.483063,0.073230
0.299444,0.466164,0.097830
0.340026,0.496770,0.095546
0.333589,0.492817,0.075388
0.308021,0.486870,0.102590
0.338412,0.467652,0.086832
0.343107,0.490387,0.091549
0.313580,0.491241,0.066808
0.317056,0.516953,0.092897
0.307015,0.567838,0.109571
0.324293,0.516543,0.079581
0.349821,0.428391,0.092334
0.338700,0.466699,0.067460
0.337889,0.489779,0.088558
0.360884,0.532620,0.044846
0.371677,0.517915,0.069600
0.370691,0.419754,0.105764
0.308494,0.478949,0.101386
0.388878,0.537679,0.135350
0.363261,0.510887,0.091402
0.330954,0.540157,0.107163
0.340610,0.483747,0.081784
0.354529,0.500004,0.074575
0.325569,0.462119,0.099902
0.327977,0.507808,0.098126
0.321341,0.466220,0.074809
0.353066,0.471582,0.075554
0.394180,0.490998,0.088887
0.358532,0.429957,0.082459
0.401793,0.495087,0.114190
0.350197,0.501889,0.082245
0.372200,0.501881,0.113790
0.303692,0.537596,0.089012
0.308150,0.460955,0.082022
0.382763,0.499555,0.064740
0.286311,0.572596,0.121467
0.319417,0.490638,0.077703
0.301870,0.510607,0.105937
0.328215,0.462670,0.062765
0.317034,0.499753,0.136741
0.321734,0.512881,0.091430
0.290573,0.542911,0.110755
0.319954,0.473635,0.077780
0.307215,0.556363,0.088377
0.349597,0.527864,0.105508
0.326281,0.473253,0.092588
0.313746,0.514059,0.095276
0.324161,0.507111,0.086937
0.330534,0.475668,0.075085
0.308742,0.509022,0.077840
0.294820,0.524464,0.063672
0.289032,0.522300,0.078948
0.341846,0.491912,0.073967
0.313244,0.474495,0.104843
0.285459,0.478349,0.115502
0.320503,0.541302,0.103284
0.318718,0.483943,0.122571
0.348334,0.497009,0.109878
0.327517,0.509534,0.126523
0.315351,0.539420,0.068599
0.338839,0.448364,0.087741
0.355055,0.492982,0.060991
0.377153,0.473413,0.078352
0.314678,0.452746,0.074824
0.342482,0.539421,0.094658
0.350750,0.492026,0.087791
0.328083,0.491988,0.116092
0.381666,0.477706,0.093712
0.322196,0.503823,0.077711
0.376023,0.454563,0.080627
0.344068,0.524311,0.103256
0.331555,0.533479,0.134275
0.319916,0.531397,0.089410
0.335692,0.510166,0.093483
0.321864,0.502072,0.099779
0.315503,0.466050,0.086591
0.319230,0.426284,0.104033
0.325922,0.489107,0.113969
0.308406,0.545521,0.095744
0.271522,0.457568,0.122687
