alpha,phi,h
0.138095,0.443667,0.331033
0.514286,0.730650,0.492750
0.128571,0.277114,0.677529
0.440000,0.326270,0.463680
0.371429,0.388175,0.764225
0.484127,0.643794,0.087933
0.742857,0.370183,0.280200
0.271429,0.530713,0.507825
0.593878,0.372979,0.510157
0.268571,0.327570,0.618780
0.183333,0.558867,0.483800
0.340476,0.863008,0.372850
0.375000,0.322350,0.235325
0.567857,0.415863,0.546550
0.131429,0.128060,0.894620
0.371428,0.359208,0.665683
0.514286,0.802880,0.504620
0.030952,0.153450,0.791667
0.357143,0.319750,0.516860
0.142857,0.490794,0.566163
0.050000,0.483475,0.542300
0.142857,0.120958,0.652333
0.283673,0.179414,0.702000
0.205714,0.488660,0.366640
0.100000,0.217988,0.651500
0.414286,0.480100,0.607067
0.364286,0.067825,0.638800
0.042857,0.235008,0.549967
0.100000,0.790944,0.257425
0.457143,0.457937,0.485538
0.257143,0.975544,0.256975
0.457143,0.275420,0.425820
0.328571,0.298510,0.398640
0.252381,0.331033,0.244667
0.219642,0.129906,0.508987
0.242857,0.517425,0.296700
0.202381,0.281583,0.584217
0.214286,0.276683,0.571400
0.214286,0.636830,0.167040
0.314286,0.683737,0.418000
0.419048,0.568033,0.491467
0.014286,0.207017,0.264667
0.228571,0.643700,0.399800
0.437143,0.632010,0.554220
0.150000,0.738575,0.474650
0.050000,0.089250,0.174900
0.191429,0.396990,0.443640
0.400000,0.412075,0.190025
0.257143,0.767936,0.064200
0.590476,0.058800,0.668400
0.094286,0.286340,0.581100
0.000000,0.838150,0.671000
0.528571,0.009750,0.639600
0.045714,0.445100,0.624540
0.080952,0.577133,0.494233
0.348571,0.226240,0.448540
0.280952,0.275208,0.070175
0.396428,0.402925,0.670325
0.053061,0.416000,0.599000
0.465306,0.038643,0.621657
0.455102,0.709529,0.486100
0.305714,0.186790,0.686860
0.377143,0.196730,0.442520
0.392857,0.546525,0.610300
0.021429,0.447208,0.723150
0.310714,0.202063,0.672750
0.254286,0.404680,0.475960
0.105714,0.113270,0.857740
0.139286,0.782300,0.353025
0.364286,0.548317,0.506550
0.100000,0.047063,0.642600
0.297143,0.675930,0.459000
0.314286,0.096067,0.392667
0.007143,0.390350,0.289650
0.260000,0.245470,0.687380
0.403571,0.078800,0.558950
0.276191,0.568983,0.368900
0.166667,0.306125,0.569533
0.377143,0.438420,0.538860
0.420635,0.426922,0.412144
0.620000,0.193350,0.513400
0.042857,0.784450,0.135000
0.562500,0.118962,0.408662
0.350000,0.169437,0.484325
0.071429,0.060200,0.027500
0.133333,0.593300,0.358033
0.614286,0.299900,0.115400
0.168254,0.082106,0.385122
0.102857,0.317520,0.639280
0.137143,0.422480,0.327360
0.432142,0.237587,0.307450
0.239286,0.209163,0.554225
0.071429,0.060200,0.027500
0.338095,0.088133,0.860800
0.114286,0.495371,0.466886
0.207143,0.580675,0.377250
0.030357,0.231100,0.701362
0.340000,0.317910,0.620700
0.130612,0.254243,0.409557
0.114286,0.610970,0.426620
