alpha,phi,h
0.233703,0.504546,0.574249
0.144513,0.480194,0.497659
0.174447,0.383644,0.569132
0.023320,0.326145,0.674834
0.031398,0.309285,0.493287
0.166641,0.490790,0.403924
0.094541,0.386791,0.511838
0.165332,0.524119,0.511650
0.182900,0.474333,0.548814
0.155735,0.417904,0.484106
0.069145,0.489298,0.553065
0.027287,0.490876,0.420907
0.243418,0.529607,0.475599
0.121041,0.609866,0.494978
0.102029,0.481408,0.538031
0.079904,0.434717,0.620743
0.132142,0.473173,0.556624
0.037680,0.227946,0.630395
0.098643,0.426923,0.584449
0.158867,0.461256,0.465257
0.100846,0.396231,0.574688
0.107613,0.505810,0.542785
0.099310,0.476881,0.453597
0.081736,0.500636,0.554728
0.183073,0.411950,0.512180
0.215097,0.522021,0.469173
0.050584,0.483538,0.545482
0.163717,0.520888,0.446534
0.057113,0.301102,0.534620
0.186008,0.537677,0.516283
0.131512,0.378263,0.527853
0.191427,0.385938,0.500073
0.137635,0.387463,0.568453
0.112279,0.507484,0.514555
0.180436,0.487427,0.565021
0.062096,0.548149,0.443109
0.089715,0.478308,0.508051
0.011344,0.448229,0.570016
0.090290,0.536017,0.534594
0.150369,0.427070,0.432459
0.163609,0.565093,0.449524
0.075723,0.431539,0.441000
0.126637,0.479497,0.441962
0.080134,0.552419,0.497032
0.095803,0.437957,0.495024
0.137539,0.418522,0.387696
0.182532,0.544508,0.478765
0.177087,0.497950,0.493063
0.163001,0.409008,0.491174
0.079265,0.473218,0.544066
0.077767,0.451727,0.511928
0.186055,0.450619,0.466841
0.091658,0.411555,0.512327
0.051187,0.362223,0.453876
0.150529,0.448872,0.616100
0.083435,0.474648,0.506084
0.176277,0.423012,0.469742
0.115143,0.469799,0.445767
0.049057,0.586366,0.542948
0.197353,0.473087,0.499647
0.119355,0.411800,0.561085
0.161841,0.435671,0.501727
0.154308,0.534940,0.534608
0.207222,0.510567,0.546612
0.131522,0.460450,0.519536
0.086268,0.546179,0.513034
0.079499,0.572233,0.541385
0.113078,0.600618,0.556740
0.095275,0.404426,0.531404
0.147565,0.485956,0.526844
0.161424,0.411273,0.387921
0.135098,0.508800,0.514534
0.291264,0.442371,0.434552
0.172124,0.479310,0.521901
0.160267,0.517494,0.565347
0.192858,0.513961,0.573091
0.158908,0.488755,0.531946
0.018027,0.495080,0.602087
0.181033,0.508270,0.490708
0.119756,0.487375,0.594303
0.051081,0.548238,0.611533
0.144592,0.536065,0.518486
0.068844,0.425934,0.455171
0.114679,0.443915,0.524330
0.231295,0.508580,0.504311
0.203854,0.564798,0.557734
0.109312,0.515683,0.383148
0.089215,0.459786,0.505123
0.178514,0.497008,0.369610
0.078159,0.498164,0.528912
0.075264,0.473662,0.471359
0.154413,0.545274,0.573311
0.140461,0.459422,0.497125
0.052155,0.409698,0.640358
0.055484,0.564923,0.637469
0.112571,0.428734,0.534484
0.188359,0.416453,0.521032
0.183315,0.503675,0.526500
0.120798,0.500283,0.525019
0.079482,0.557012,0.569761
