alpha,phi,h
0.387742,0.803716,0.335414
0.400163,0.774248,0.205027
0.365801,0.838678,0.334201
0.396611,0.788055,0.274481
0.358095,0.801080,0.234926
0.379881,0.798952,0.228576
0.438332,0.829496,0.231723
0.406986,0.807707,0.212275
0.394893,0.800609,0.279157
0.430250,0.805753,0.275331
0.379423,0.806261,0.287243
0.368377,0.821678,0.247858
0.380190,0.850136,0.235388
0.436678,0.749005,0.239688
0.417200,0.820835,0.288284
0.400344,0.783609,0.253211
0.385671,0.838323,0.289253
0.397992,0.796196,0.282096
0.417187,0.765153,0.284973
0.364496,0.827398,0.286578
0.396466,0.777718,0.264934
0.380118,0.848482,0.343367
0.407623,0.792005,0.286061
0.440854,0.763291,0.269561
0.398504,0.808688,0.268726
0.429284,0.775109,0.244636
0.449344,0.793459,0.261638
0.373117,0.851357,0.289531
0.361622,0.816050,0.269503
0.423319,0.788645,0.218461
0.418876,0.747768,0.227542
0.390360,0.793588,0.275793
0.381552,0.798133,0.239560
0.383490,0.843501,0.255417
0.440117,0.783942,0.268730
0.375396,0.788949,0.296329
0.400755,0.865718,0.260530
0.380611,0.837015,0.303122
0.417005,0.813318,0.240436
0.382113,0.781970,0.279874
0.392926,0.824522,0.270843
0.383492,0.863795,0.244663
0.381212,0.809274,0.257272
0.340127,0.809103,0.280571
0.450307,0.804440,0.235669
0.437375,0.773474,0.262403
0.420294,0.830118,0.260328
0.423954,0.793599,0.250243
0.413934,0.822851,0.298497
0.394091,0.872352,0.263605
0.412844,0.806036,0.306618
0.428164,0.748060,0.254055
0.416016,0.805122,0.294632
0.404959,0.810944,0.260137
0.415052,0.820767,0.261656
0.360558,0.848049,0.290444
0.358064,0.820728,0.281187
0.413448,0.807966,0.278927
0.444056,0.767643,0.270798
0.423588,0.794275,0.279663
0.389106,0.827746,0.252390
0.429902,0.842320,0.275232
0.427225,0.777490,0.260029
0.381034,0.838223,0.303955
0.377643,0.768738,0.214665
0.422658,0.786323,0.248246
0.445556,0.835167,0.188966
0.454160,0.837458,0.246203
0.424822,0.790664,0.243526
0.419559,0.850166,0.276366
0.408018,0.793009,0.273235
0.450925,0.789635,0.226134
0.459335,0.773831,0.285705
0.386267,0.836364,0.308062
0.364471,0.828929,0.257051
0.408571,0.832647,0.219341
0.375324,0.840285,0.275669
0.369637,0.757377,0.251752
0.423180,0.860962,0.254420
0.413707,0.803591,0.245987
0.378451,0.785215,0.293394
0.383270,0.807428,0.253958
0.443244,0.767139,0.273730
0.397647,0.813797,0.217217
0.435994,0.741838,0.296242
0.404456,0.817371,0.270045
0.413103,0.838418,0.248006
0.405876,0.821948,0.300278
0.387806,0.808021,0.257043
0.368231,0.808414,0.250310
0.430772,0.824990,0.327481
0.429104,0.768168,0.338510
0.394358,0.824193,0.269477
0.402586,0.832541,0.287741
0.422352,0.793395,0.261294
0.401064,0.852708,0.304957
0.452832,0.814327,0.234794
0.418833,0.779804,0.310485
0.389128,0.834221,0.264585
0.397227,0.773725,0.300099
