alpha,phi,h
0.330044,0.967539,0.695998
0.325144,0.963775,0.684240
0.286863,0.988242,0.672865
0.262063,0.984909,0.659232
0.218821,0.984732,0.723269
0.302761,0.998587,0.699438
0.252744,1.006432,0.695994
0.276056,1.015223,0.703187
0.334641,0.993547,0.726517
0.242608,0.973140,0.716351
0.288646,0.982653,0.681552
0.338501,1.031278,0.650171
0.259645,0.975666,0.650593
0.259225,0.941310,0.693924
0.345768,0.929919,0.660342
0.324701,0.964715,0.655575
0.288854,0.961143,0.684426
0.327615,0.970476,0.710499
0.263948,1.023363,0.659425
0.338796,0.986892,0.667540
0.283140,1.013191,0.759200
0.233483,0.937565,0.711982
0.307688,0.978334,0.724449
0.251392,0.996002,0.724784
0.289820,0.991396,0.717236
0.278179,0.990440,0.715523
0.310475,0.942913,0.664673
0.286237,0.960892,0.672148
0.370787,0.967645,0.646077
0.273372,1.034664,0.717878
0.335724,0.970190,0.709904
0.287839,0.946273,0.698368
0.285695,0.965726,0.699675
0.303806,0.959653,0.678587
0.269509,0.925695,0.683774
0.313145,1.007251,0.674826
0.209042,0.951382,0.696873
0.293232,0.938720,0.694671
0.282752,1.011304,0.671828
0.312291,0.967638,0.673927
0.271939,0.965169,0.740593
0.234196,0.907683,0.712880
0.261340,0.933069,0.682993
0.259970,0.992081,0.694136
0.340213,1.008039,0.619665
0.354703,0.941725,0.670679
0.272192,0.966207,0.742400
0.304072,0.933998,0.684819
0.245975,1.003868,0.661552
0.219050,0.991190,0.712656
0.329737,1.020700,0.705128
0.328795,0.961262,0.662549
0.300863,0.989132,0.661901
0.333436,1.013724,0.638104
0.218237,0.899122,0.671327
0.402555,1.007028,0.670740
0.354619,0.966189,0.679113
0.329961,0.983516,0.584611
0.353883,0.961853,0.665917
0.279095,0.941427,0.651273
0.317704,0.973991,0.699189
0.266650,1.012016,0.740875
0.289581,0.928341,0.699247
0.306810,0.979937,0.669096
0.219994,0.976465,0.705052
0.297383,0.992607,0.694396
0.295835,1.006504,0.688183
0.243772,0.942774,0.650772
0.315399,0.999643,0.681432
0.317852,0.991523,0.679495
0.310108,1.015972,0.705761
0.337362,0.961631,0.676569
0.204639,1.004340,0.685309
0.258054,0.942584,0.672343
0.202549,0.989130,0.730395
0.245657,0.932387,0.637540
0.372761,0.939831,0.675021
0.314989,1.012274,0.688457
0.257894,0.944552,0.743861
0.300442,0.991560,0.731066
0.378461,1.006249,0.701020
0.239571,0.923390,0.676297
0.243775,0.963561,0.678863
0.216876,1.008744,0.687780
0.234238,0.947338,0.681225
0.293008,0.974081,0.650485
0.316507,0.962478,0.634544
0.302254,0.992850,0.744317
0.321253,0.965837,0.676586
0.243501,1.004413,0.671049
0.372947,0.978380,0.683072
0.276259,0.932049,0.744600
0.358276,0.978920,0.646382
0.287217,0.978967,0.659883
0.256874,1.009371,0.712216
0.302611,0.969619,0.659314
0.330675,0.952089,0.671467
0.257310,0.994652,0.742291
0.314469,0.995888,0.707816
0.285844,0.958635,0.661535
