alpha,phi,h
0.054762,0.775317,0.522783
0.108571,0.431550,0.705700
0.145238,0.713042,0.508017
0.357143,0.577270,0.537960
0.285715,0.718700,0.379067
0.057143,0.585900,0.717100
0.171429,0.261000,0.683800
0.338095,0.445567,0.551267
0.085714,0.724750,0.497000
0.057143,0.671867,0.728633
0.046428,0.892875,0.563438
0.071429,0.958480,0.456620
0.051428,0.678020,0.736000
0.300000,0.531857,0.622857
0.128572,0.617608,0.516917
0.291429,0.533800,0.506060
0.338095,0.658642,0.556133
0.119047,0.607325,0.519150
0.100000,0.451107,0.847357
0.368572,0.838550,0.652660
0.416666,0.324650,0.717067
0.024490,0.729564,0.760671
0.302857,0.573070,0.831700
0.051429,0.341670,0.779580
0.239286,0.885537,0.383150
0.042858,0.698400,0.503700
0.380953,0.703183,0.584233
0.064286,0.771250,0.514950
0.116667,0.632492,0.628550
0.405714,0.451550,0.648080
0.071429,0.827825,0.503450
0.073810,0.915608,0.502617
0.071429,0.714550,0.480900
0.130952,0.767133,0.520617
0.276190,0.557228,0.834111
0.291429,0.836610,0.395340
0.205714,0.586960,0.490360
0.290476,0.772750,0.799267
0.154762,0.667083,0.771067
0.442857,0.382950,0.749800
0.166666,0.786633,0.275900
0.291837,0.157614,0.698029
0.174286,0.835500,0.718160
0.000000,0.346700,0.628100
0.285714,0.807400,0.135000
0.067347,0.705143,0.780057
0.282540,0.766400,0.448422
0.209524,0.254017,0.667900
0.039286,0.784350,0.623425
0.165714,0.677030,0.509520
0.028571,0.597300,0.833200
0.042857,0.848063,0.595975
0.195238,0.818192,0.643033
0.151428,0.593930,0.542180
0.100000,0.657675,0.416100
0.318367,0.592721,0.671686
0.300000,0.946475,0.393150
0.057143,0.575600,0.534175
0.157143,0.582485,0.541090
0.219048,0.748417,0.548700
0.214286,0.822533,0.399800
0.159524,0.859467,0.524850
0.047619,0.867958,0.575767
0.096429,0.680950,0.721850
0.389286,0.974787,0.747000
0.171429,0.261000,0.683800
0.014286,0.699300,0.560100
0.028571,0.522675,0.658800
0.266667,0.862683,0.591433
0.069047,0.890933,0.489917
0.066071,0.713956,0.698975
0.171429,0.631933,0.586167
0.237500,0.821494,0.437312
0.225714,0.537830,0.696800
0.189286,0.821837,0.651775
0.257143,0.720213,0.434825
0.122857,0.725940,0.584880
0.220000,0.814100,0.470660
0.039286,0.706262,0.754475
0.204082,0.706093,0.764729
0.064285,0.961450,0.419850
0.022857,0.962990,0.360860
0.121428,0.762208,0.709317
0.354762,0.051333,0.679217
0.292857,0.450225,0.596000
0.235714,0.721225,0.528750
0.146429,0.657500,0.766700
0.076191,0.824117,0.954433
0.230953,0.944108,0.846017
0.254762,0.906767,0.591683
0.460714,0.371287,0.685025
0.442857,0.382950,0.749800
0.361905,0.409075,0.531767
0.125714,0.716850,0.757460
0.131428,0.921400,0.773160
0.060715,0.922787,0.556875
0.247619,0.925267,0.954233
0.085714,0.752475,0.513300
0.104762,0.692500,0.707883
0.228571,0.869450,0.327000
