alpha,phi,h
0.493115,0.965265,0.177019
0.448020,0.966887,0.215654
0.477676,0.944068,0.185241
0.473972,0.951551,0.188685
0.453803,0.973007,0.189081
0.489072,0.970436,0.185112
0.637138,1.329670,0.099042
0.477512,0.938686,0.163913
0.459894,0.954164,0.206218
0.455664,0.964883,0.210603
0.484160,0.945925,0.186213
0.524226,0.939477,0.190384
0.458074,0.944310,0.165212
0.492239,0.949457,0.214616
0.463239,0.949169,0.206970
0.498624,0.946570,0.189576
0.503111,0.933256,0.199313
0.486769,0.962665,0.200811
0.519507,0.955061,0.209120
0.476720,0.947194,0.177704
0.502689,0.931266,0.168566
0.505580,0.931090,0.193856
0.497628,0.965542,0.192437
0.482017,0.944617,0.167602
0.489225,0.954926,0.173631
0.473245,0.956435,0.222909
0.488244,0.976661,0.213115
0.491621,0.972158,0.193378
0.492652,0.968283,0.225584
0.462490,0.964503,0.196684
0.476640,0.968289,0.192017
0.432657,0.956141,0.167613
0.414760,0.954566,0.178877
0.500857,0.990302,0.177836
0.484205,0.939986,0.192347
0.445952,0.947075,0.214033
0.490487,0.951286,0.189918
0.504062,0.944187,0.185724
0.475115,0.936592,0.191208
0.472739,0.961690,0.203292
0.486201,0.964467,0.210994
0.446040,0.938601,0.184965
0.457993,0.946754,0.196190
0.455932,0.933535,0.217756
0.461027,0.971687,0.214775
0.423968,0.936440,0.180572
0.500758,0.966182,0.213393
0.391831,0.997228,0.102633
0.523113,0.961406,0.202894
0.500895,0.955883,0.190619
0.486300,0.948534,0.176579
0.482929,0.962255,0.188332
0.457462,0.961603,0.181930
0.470725,0.943896,0.202179
0.458828,0.961542,0.198743
0.484175,0.949668,0.171895
0.463531,0.951268,0.166365
0.448209,0.969070,0.178698
0.481160,0.961046,0.180241
0.501151,0.980104,0.226518
0.454193,0.940357,0.169544
0.466641,0.954000,0.187824
0.587387,1.167748,0.126737
0.473594,0.978081,0.182131
0.447390,0.956293,0.193415
0.489609,0.973805,0.157561
0.487012,0.934555,0.184102
0.473181,0.934019,0.160616
0.491045,0.950657,0.175953
0.434040,0.984644,0.215176
0.489021,0.954695,0.213266
0.455431,0.946511,0.197036
0.482096,0.950623,0.188913
0.487923,0.944230,0.209945
0.474939,0.959558,0.206224
0.480032,0.940411,0.182505
0.478135,0.966115,0.204316
0.458237,0.958830,0.208528
0.489158,0.962534,0.204661
0.464366,0.965757,0.189260
0.446698,0.964170,0.196457
0.485334,0.960582,0.155984
0.441438,0.969677,0.194913
0.501136,0.937373,0.165665
0.471498,0.979667,0.202041
0.470063,0.969344,0.172864
0.494162,0.949697,0.218179
0.481292,0.954037,0.189219
0.477752,0.932553,0.193265
0.478602,0.950206,0.190961
0.494058,0.942070,0.178518
0.493266,0.959136,0.202453
0.500992,0.940798,0.181330
0.479551,0.955435,0.201390
0.515813,0.974537,0.221553
0.444985,0.960501,0.183188
0.456603,0.958053,0.203968
0.528656,0.942646,0.190565
0.462853,0.955752,0.191863
0.470147,0.937378,0.219820
