alpha,phi,h
0.292380,0.930319,0.250305
0.244187,0.905278,0.311650
0.264630,0.920971,0.343696
0.277548,0.955989,0.269666
0.287412,0.905932,0.317423
0.302312,0.968668,0.301921
0.283527,0.974434,0.278758
0.312544,0.917599,0.352387
0.246086,0.993004,0.280966
0.272523,0.900215,0.332219
0.254116,0.908671,0.319733
0.272738,0.838990,0.307117
0.261681,0.901911,0.349202
0.242099,0.892528,0.349017
0.329866,0.966997,0.330860
0.283283,0.968967,0.397656
0.289948,0.971741,0.339968
0.294911,0.952404,0.304504
0.216094,0.947342,0.325543
0.258406,0.895012,0.374209
0.238876,0.941659,0.341053
0.289245,0.981321,0.294604
0.340254,0.915447,0.385411
0.322484,0.942752,0.257107
0.304689,0.945505,0.353044
0.289504,0.972401,0.302111
0.364505,0.924337,0.306345
0.367806,0.872632,0.325797
0.324850,0.927724,0.310020
0.216252,0.905372,0.322936
0.312464,0.915281,0.302771
0.314245,0.955930,0.345016
0.281816,0.941640,0.280240
0.284006,0.945227,0.317809
0.226396,0.950311,0.291007
0.386094,1.007380,0.316082
0.278744,0.926704,0.341775
0.246077,0.916133,0.297007
0.243933,0.898108,0.300421
0.240198,0.926049,0.357793
0.276798,0.941935,0.350676
0.349797,0.892667,0.255393
0.304390,0.948714,0.350376
0.336351,0.881742,0.307353
0.296085,0.924474,0.365081
0.246208,0.903128,0.327065
0.256799,0.947309,0.319629
0.385905,0.897250,0.331122
0.272479,0.961496,0.392047
0.199016,0.942464,0.268695
0.373691,0.946020,0.337128
0.309264,0.887206,0.281581
0.276301,0.978038,0.327689
0.267037,0.947350,0.348609
0.259023,0.969818,0.289239
0.293560,0.907036,0.309510
0.244740,0.978606,0.334022
0.332386,0.974165,0.316306
0.291281,0.956158,0.377545
0.284729,0.949106,0.258433
0.295646,0.873300,0.436685
0.341592,0.913653,0.315302
0.307713,0.939446,0.356344
0.310677,0.942820,0.340773
0.267283,0.995505,0.304650
0.251965,0.935650,0.316186
0.375548,0.915392,0.317302
0.374196,0.934952,0.361738
0.302112,0.939409,0.302288
0.274567,0.886782,0.256063
0.288486,0.895851,0.262081
0.233382,1.005831,0.364629
0.292733,0.931639,0.325752
0.285833,0.957000,0.233363
0.254992,0.984296,0.342588
0.278201,0.990305,0.324295
0.306215,0.945540,0.365931
0.326679,0.911586,0.307652
0.231351,0.901364,0.290550
0.242800,0.917755,0.320651
0.283500,0.919997,0.305671
0.301124,0.911433,0.308376
0.328884,0.929652,0.353090
0.325240,0.943713,0.364511
0.180516,0.934983,0.312859
0.291662,0.897193,0.333466
0.240173,0.937561,0.334355
0.326386,0.973934,0.366520
0.239036,0.884100,0.348473
0.294203,0.966422,0.353386
0.299667,0.907499,0.286992
0.269305,0.935003,0.319797
0.327310,0.876783,0.335611
0.312664,0.966057,0.341171
0.254054,0.916177,0.338281
0.249208,0.942771,0.327876
0.279769,0.906344,0.314878
0.295736,0.990707,0.349994
0.308279,0.929170,0.286958
0.247757,0.972399,0.402208
