alpha,phi,h
0.596428,0.418037,0.665850
0.646429,0.373850,0.830475
0.533333,0.196933,0.255067
0.697619,0.375292,0.671950
0.873810,0.071583,0.766283
0.745238,0.451533,0.307983
0.603175,0.381961,0.529644
0.728571,0.174757,0.522057
0.928572,0.071233,0.524433
0.646429,0.277763,0.620950
0.840000,0.302060,0.777140
0.861905,0.426900,0.883533
0.482857,0.075230,0.798280
0.817857,0.403363,0.385175
0.774286,0.230350,0.754140
0.845714,0.055740,0.725320
0.820000,0.017810,0.687700
0.917857,0.035700,0.769925
0.628571,0.169336,0.471071
0.604762,0.045333,0.668100
0.485714,0.097325,0.775583
0.642857,0.200163,0.842125
0.878572,0.069175,0.807125
0.633333,0.022725,0.677333
0.489286,0.113312,0.671175
0.525714,0.217220,0.904020
0.542857,0.171000,0.704300
0.622857,0.477080,0.788280
0.725714,0.138650,0.493680
0.682143,0.040850,0.579375
0.853572,0.338100,0.660475
0.607143,0.053925,0.644100
0.746429,0.169662,0.659950
0.703571,0.016238,0.589500
0.761905,0.137000,0.382467
0.624490,0.167879,0.842171
0.814286,0.300400,0.442871
0.867347,0.340929,0.639143
0.660714,0.422450,0.652350
0.251428,0.450210,0.495840
0.947619,0.058625,0.614400
0.771428,0.348133,0.411767
0.923214,0.153863,0.371813
0.780953,0.228333,0.328500
0.839286,0.120475,0.571425
0.561225,0.228907,0.694557
0.592857,0.057563,0.718650
0.688095,0.362633,0.809967
0.678571,0.149375,0.868925
0.538096,0.125350,0.219800
0.645714,0.171220,0.783680
0.700000,0.029533,0.574400
0.257143,0.482700,0.465200
0.728571,0.115962,0.856550
0.751190,0.414979,0.631933
0.542857,0.362360,0.900840
0.371428,0.279500,0.536625
0.787500,0.015731,0.732125
0.957143,0.254167,0.599467
0.614286,0.087475,0.676650
0.911429,0.093895,0.836030
0.766667,0.057417,0.622067
0.944643,0.108987,0.693125
0.937143,0.059960,0.838580
0.428571,0.295175,0.478550
0.742857,0.195940,0.368080
0.700000,0.092750,0.329900
0.457143,0.069450,0.828200
0.857143,0.183383,0.523467
0.832142,0.279513,0.570150
0.598214,0.507525,0.615925
0.917143,0.650570,0.643780
0.800000,0.007100,0.720267
0.725000,0.256050,0.467100
0.500000,0.145000,0.535400
0.488571,0.126750,0.886240
0.796429,0.183994,0.763325
0.671428,0.053525,0.151050
0.840000,0.115790,0.523420
0.625000,0.040750,0.904625
0.714285,0.008575,0.618700
0.642857,0.323900,0.595400
0.785714,0.073694,0.661450
0.848214,0.117988,0.841275
0.489286,0.360888,0.443500
0.785714,0.493900,0.528267
0.742857,0.035967,0.869500
0.575714,0.125715,0.805480
0.700000,0.264417,0.620933
0.585715,0.397650,0.466300
0.314286,0.232500,0.946100
0.850000,0.579167,0.584367
0.874286,0.076980,0.750680
0.834286,0.071540,0.850580
0.942857,0.145200,0.646600
0.763266,0.606193,0.490800
0.528571,0.111475,0.827000
0.564286,0.087958,0.795933
0.450000,0.124025,0.898150
0.750000,0.292450,0.791350
