alpha,phi,h
0.249206,0.576578,0.389367
0.428572,0.674850,0.603800
0.250000,0.542525,0.434650
0.325000,0.953562,0.278975
0.345714,0.527520,0.193740
0.181633,0.543043,0.524600
0.278571,0.910375,0.119975
0.254762,0.777617,0.778983
0.317143,0.887620,0.332440
0.442857,0.605250,0.361325
0.161224,0.806814,0.517386
0.542857,0.721600,0.487400
0.167857,0.529519,0.541362
0.614286,0.000650,0.897700
0.247619,0.355417,0.478733
0.323809,0.686475,0.354467
0.345714,0.596750,0.391780
0.363265,0.241650,0.430300
0.210714,0.763500,0.314800
0.405714,0.101740,0.375520
0.268571,0.914760,0.070940
0.035714,0.461337,0.354375
0.121429,0.738525,0.328150
0.007143,0.697525,0.500000
0.364286,0.080825,0.408100
0.059524,0.874192,0.487300
0.283673,0.499171,0.334586
0.014286,0.038283,0.112800
0.314285,0.911200,0.087033
0.096429,0.809675,0.512325
0.028571,0.978850,0.425300
0.317857,0.255650,0.270250
0.371429,0.627000,0.602900
0.271429,0.899883,0.389567
0.214286,0.725330,0.645180
0.130952,0.716283,0.080250
0.028571,0.907450,0.446800
0.452381,0.338283,0.521778
0.328571,0.291975,0.301300
0.234286,0.320680,0.476240
0.328572,0.299800,0.603250
0.268571,0.958710,0.440100
0.280357,0.180106,0.658825
0.235714,0.986650,0.452850
0.278572,0.917383,0.483333
0.609524,0.886367,0.074633
0.395918,0.333207,0.078100
0.228571,0.347025,0.522875
0.057143,0.729680,0.474040
0.231429,0.727680,0.365840
0.245714,0.847790,0.504700
0.052381,0.959083,0.381500
0.194286,0.509780,0.509520
0.169048,0.194858,0.737283
0.140816,0.801821,0.505300
0.335714,0.950375,0.223900
0.407143,0.670025,0.211600
0.597143,0.478850,0.229920
0.028572,0.823657,0.500914
0.142857,0.840967,0.418267
0.297619,0.976892,0.466350
0.445238,0.702142,0.267767
0.234694,0.565586,0.402486
0.114286,0.217762,0.541575
0.100000,0.990950,0.272400
0.000000,0.641700,0.356500
0.094286,0.566040,0.662620
0.619048,0.457317,0.299000
0.208164,0.687679,0.040857
0.102857,0.771810,0.102980
0.230953,0.587342,0.351633
0.398572,0.086280,0.336500
0.039286,0.782400,0.447925
0.222449,0.716671,0.133786
0.300000,0.355217,0.193500
0.100000,0.104567,0.466533
0.273809,0.539883,0.336033
0.394286,0.718630,0.437740
0.340000,0.172810,0.423720
0.334694,0.942893,0.458871
0.385714,0.205750,0.692900
0.309524,0.880867,0.062783
0.150000,0.787025,0.326450
0.468571,0.831320,0.396200
0.068571,0.351590,0.592780
0.347619,0.744233,0.634100
0.171429,0.605200,0.739700
0.064286,0.914206,0.463938
0.328571,0.927150,0.322567
0.221429,0.722000,0.023300
0.057143,0.912210,0.509180
0.053571,0.781425,0.520038
0.317857,0.935900,0.449525
0.028571,0.688900,0.615633
0.057143,0.649217,0.587267
0.185714,0.467633,0.460150
0.385714,0.598057,0.041357
0.320000,0.969390,0.303020
0.359524,0.561917,0.738283
0.228572,0.985783,0.458700
