alpha,phi,h
0.702785,0.960549,0.522386
0.614717,1.096259,0.465631
0.602098,0.966405,0.458773
0.592077,1.167257,0.497678
0.549449,1.048526,0.488500
0.633526,0.968037,0.451113
0.611678,1.083339,0.471205
0.652059,0.953642,0.473269
0.539807,1.070695,0.482700
0.634525,0.992299,0.477391
0.619198,1.002559,0.475850
0.616648,0.919957,0.453897
0.563054,1.040274,0.443918
0.594488,1.022207,0.508755
0.633994,1.082795,0.483294
0.690330,1.013246,0.484977
0.641722,0.972371,0.427009
0.614548,1.064946,0.507889
0.629767,1.015971,0.538822
0.573209,1.084374,0.514884
0.669718,0.983823,0.496336
0.598588,1.005697,0.458218
0.629647,0.969887,0.456477
0.619772,1.016636,0.520250
0.558449,1.033044,0.506856
0.635258,0.972440,0.446005
0.635506,1.049018,0.506697
0.571362,1.045838,0.503890
0.580444,1.070071,0.496470
0.682495,0.998797,0.505427
0.674721,1.000649,0.410496
0.633109,0.946757,0.402181
0.600611,0.982126,0.536020
0.611651,1.079683,0.528853
0.539505,1.041421,0.509593
0.613142,1.016159,0.463506
0.567044,1.050663,0.472464
0.531022,1.054458,0.474664
0.604320,1.053187,0.462969
0.588031,1.038076,0.440862
0.682145,0.979598,0.528548
0.577200,1.039796,0.472299
0.666627,1.016334,0.394813
0.676019,1.016187,0.462701
0.580467,1.036465,0.465700
0.528620,1.138557,0.524633
0.636863,1.075951,0.488310
0.622983,0.995055,0.493166
0.605852,1.149783,0.489369
0.552923,1.066334,0.480891
0.641370,0.989062,0.450549
0.604922,1.048360,0.484385
0.547878,1.090865,0.514158
0.550860,1.033560,0.432983
0.628751,1.021329,0.453365
0.636190,1.047351,0.456243
0.575683,1.021017,0.448415
0.567799,1.066213,0.477457
0.643104,0.975521,0.440720
0.630759,1.113003,0.513571
0.618364,1.019487,0.475930
0.694267,1.041824,0.446314
0.728582,0.984215,0.487780
0.599489,1.032721,0.444428
0.625660,1.120860,0.449483
0.673391,0.977959,0.474275
0.628740,1.030514,0.480680
0.515348,0.994140,0.436964
0.624278,0.936939,0.440620
0.598455,0.983851,0.505272
0.692603,1.019984,0.444776
0.625532,1.096570,0.494389
0.586521,1.014976,0.526224
0.644732,0.920308,0.457412
0.653669,1.095144,0.541132
0.687901,0.979100,0.456658
0.595089,0.982798,0.502271
0.587388,1.026586,0.471468
0.585867,1.025993,0.461754
0.619931,1.080268,0.465434
0.610628,1.062297,0.503489
0.604379,0.994145,0.414906
0.570785,1.066423,0.467490
0.609075,1.078105,0.459671
0.600871,1.086866,0.478349
0.578551,1.042237,0.485534
0.664139,0.982407,0.448568
0.666130,0.999565,0.435453
0.673190,1.076810,0.489558
0.627739,1.071305,0.459900
0.670761,0.936840,0.423483
0.657395,1.038374,0.497903
0.615531,0.999289,0.415693
0.600789,1.022469,0.480248
0.652629,1.062404,0.447531
0.600605,1.089534,0.505926
0.588064,0.966538,0.466567
0.584832,0.947530,0.478691
0.600079,1.027830,0.480130
0.615364,0.965800,0.481602
