alpha,phi,h
0.064285,0.923425,0.466900
0.207143,0.881475,0.365175
0.257143,0.719425,0.351800
0.218367,0.807257,0.143371
0.094286,0.666160,0.173100
0.257143,0.850700,0.357100
0.042857,0.909850,0.449950
0.200000,0.810650,0.063850
0.317857,0.716425,0.566825
0.100000,0.790321,0.125214
0.109524,0.774650,0.547200
0.080952,0.857200,0.086800
0.159524,0.841525,0.073850
0.157143,0.728683,0.140767
0.282857,0.942640,0.094080
0.346429,0.897863,0.152625
0.165934,0.897608,0.045562
0.114285,0.880475,0.231200
0.018367,0.694486,0.348371
0.126531,0.918271,0.192214
0.109524,0.963367,0.021667
0.176190,0.398017,0.608000
0.044643,0.932125,0.401238
0.124490,0.768850,0.363857
0.245238,0.518650,0.343650
0.134286,0.750510,0.385820
0.142857,0.763010,0.379120
0.294286,0.943150,0.399060
0.496428,0.814200,0.132275
0.087755,0.606793,0.266629
0.175510,0.821464,0.320314
0.132143,0.702650,0.682300
0.100000,0.746117,0.395300
0.235714,0.831400,0.390350
0.160000,0.744350,0.489120
0.071429,0.825025,0.457650
0.092857,0.779825,0.367625
0.131429,0.819430,0.261680
0.147619,0.728150,0.236467
0.151020,0.941121,0.203557
0.133333,0.742242,0.340283
0.231746,0.819789,0.191122
0.128572,0.900138,0.200375
0.221429,0.835025,0.353500
0.057143,0.789850,0.506840
0.242857,0.453050,0.254200
0.209524,0.981883,0.456300
0.225000,0.575625,0.212800
0.016667,0.805642,0.296200
0.142857,0.678660,0.425580
0.296428,0.918838,0.392088
0.060714,0.745513,0.165800
0.325397,0.896756,0.426122
0.150000,0.949725,0.015475
0.028571,0.701550,0.278800
0.175000,0.853387,0.231950
0.192857,0.485500,0.288425
0.089286,0.898400,0.287800
0.246428,0.870162,0.374650
0.142857,0.806475,0.249075
0.131428,0.814160,0.222540
0.092857,0.922600,0.007400
0.188889,0.819694,0.241222
0.055102,0.814650,0.134343
0.152381,0.857633,0.045433
0.192857,0.799400,0.083975
0.025275,0.908896,0.120000
0.185714,0.753550,0.167900
0.228571,0.526175,0.242300
0.082143,0.778088,0.371850
0.095238,0.929050,0.438100
0.038095,0.966017,0.157683
0.250000,0.824812,0.238700
0.122857,0.841190,0.315420
0.204762,0.873383,0.107533
0.164286,0.862725,0.376900
0.120000,0.923770,0.333880
0.134286,0.944520,0.188260
0.151428,0.690860,0.115140
0.138095,0.802192,0.135050
0.107143,0.848033,0.572933
0.142857,0.428533,0.272067
0.247619,0.972250,0.263317
0.210204,0.927793,0.441000
0.066667,0.775417,0.524667
0.074603,0.732756,0.195422
0.152381,0.799650,0.360300
0.342857,0.760625,0.375100
0.089286,0.821862,0.339625
0.102857,0.784210,0.432500
0.252381,0.936250,0.079283
0.192857,0.963225,0.459433
0.154286,0.940220,0.186060
0.214286,0.549262,0.233900
0.180000,0.761590,0.577920
0.285714,0.801950,0.309500
0.117857,0.923800,0.261475
0.183673,0.626357,0.406114
0.069388,0.671300,0.353729
0.196428,0.555063,0.202625
