alpha,phi,h
0.499504,0.649726,0.478634
0.591335,0.532275,0.483451
0.506540,0.490346,0.537780
0.610486,0.552544,0.239883
0.438134,0.464988,0.573400
0.339274,0.652221,0.554127
0.457323,0.427025,0.461314
0.795541,0.592837,0.610036
0.729847,0.371429,0.356350
0.469069,0.438374,0.452026
0.449515,0.391357,0.579909
0.630181,0.377992,0.204569
0.436126,0.700549,0.477447
0.754024,0.470630,0.543975
0.646102,0.671142,0.172306
0.219071,0.599878,0.505596
0.455327,0.449687,0.405415
0.353474,0.526707,0.442176
0.807464,0.426308,0.507757
0.418023,0.334420,0.431442
0.733620,0.479152,0.570231
0.392642,0.494078,0.526027
0.327706,0.524860,0.551072
0.403796,0.606595,0.403543
0.367364,0.548415,0.574827
0.517863,0.418745,0.520285
0.732234,0.315639,0.377910
0.368644,0.479434,0.347478
0.284250,0.519366,0.511257
0.489398,0.591416,0.644335
0.518746,0.486352,0.554375
0.452909,0.610551,0.425699
0.369069,0.742421,0.528146
0.387000,0.562493,0.455816
0.474242,0.559928,0.588191
0.634700,0.334566,0.469450
0.469558,0.278747,0.274612
0.514827,0.618652,0.585442
0.627651,0.420701,0.693150
0.415975,0.593340,0.500583
0.582217,0.628170,0.532940
0.632822,0.586195,0.658045
0.608309,0.528651,0.666481
0.463146,0.450699,0.573721
0.399606,0.603158,0.562006
0.324299,0.460636,0.402576
0.619819,0.310699,0.394188
0.309448,0.290358,0.366166
0.428760,0.531064,0.438725
0.586386,0.633569,0.456395
0.474733,0.618597,0.332975
0.303824,0.350052,0.435401
0.504927,0.456137,0.721565
0.216997,0.488771,0.348963
0.357561,0.400686,0.488783
0.516605,0.715687,0.412865
0.572071,0.632750,0.503715
0.497739,0.607149,0.515243
0.247388,0.362536,0.632372
0.558190,0.682554,0.564835
0.357242,0.363339,0.344989
0.404679,0.463342,0.589166
0.681317,0.514413,0.534478
0.392127,0.582995,0.456784
0.537128,0.498344,0.261930
0.616937,0.541652,0.513643
0.378820,0.358555,0.433833
0.292950,0.594715,0.760073
0.534183,0.688422,0.529109
0.373275,0.415663,0.581237
0.496765,0.235529,0.432829
0.523601,0.369894,0.312230
0.580686,0.573940,0.606640
0.453155,0.655165,0.669045
0.573854,0.448366,0.347852
0.558554,0.602431,0.463087
0.497491,0.373227,0.402631
0.230350,0.481321,0.608163
0.472902,0.618917,0.431780
0.483777,0.512140,0.484584
0.287785,0.554447,0.729776
0.450713,0.502471,0.490093
0.531889,0.597546,0.459309
0.482593,0.500952,0.520517
0.536059,0.678938,0.592491
0.485954,0.350347,0.381117
0.471289,0.597300,0.509405
0.333775,0.463428,0.495003
0.566514,0.315748,0.614898
0.534245,0.301807,0.541371
0.466234,0.473351,0.387564
0.662655,0.399253,0.257199
0.502283,0.390277,0.435959
0.412189,0.587996,0.668047
0.678037,0.335881,0.327753
0.768660,0.540209,0.631998
0.595607,0.606369,0.525660
0.559695,0.323869,0.416574
0.457905,0.463853,0.408773
0.323625,0.521194,0.617985
