alpha,phi,h
0.299149,0.431598,0.725808
0.342457,0.342647,0.651517
0.351698,0.337416,0.678533
0.337010,0.388572,0.705721
0.264988,0.390029,0.717094
0.364565,0.335982,0.714929
0.338523,0.367092,0.653225
0.360443,0.400302,0.721562
0.316342,0.327157,0.709829
0.346683,0.366495,0.659562
0.346199,0.381154,0.711492
0.332322,0.354323,0.658025
0.341306,0.353899,0.691754
0.344085,0.392272,0.662368
0.339871,0.398967,0.680630
0.316118,0.399793,0.702825
0.341305,0.382470,0.678937
0.343060,0.362321,0.700906
0.346589,0.361655,0.676096
0.309182,0.435129,0.685037
0.278085,0.442058,0.701982
0.252794,0.351967,0.730592
0.322484,0.369529,0.698909
0.314122,0.385977,0.643101
0.312924,0.370487,0.644333
0.291662,0.394125,0.662733
0.373483,0.435728,0.694515
0.294806,0.331927,0.687109
0.380375,0.384517,0.684203
0.339287,0.426250,0.675838
0.316566,0.396473,0.732562
0.343047,0.378747,0.680496
0.336854,0.386706,0.672644
0.328834,0.396587,0.706190
0.297705,0.345414,0.676678
0.308889,0.428177,0.690211
0.305494,0.419958,0.743146
0.334381,0.340525,0.720680
0.313993,0.368636,0.698857
0.336525,0.366651,0.659399
0.367757,0.353052,0.698058
0.325477,0.409566,0.665726
0.351525,0.389123,0.699881
0.297026,0.377355,0.685316
0.316234,0.441327,0.664583
0.337063,0.373292,0.714027
0.311890,0.390420,0.704271
0.328863,0.355902,0.690809
0.368933,0.330996,0.680732
0.305966,0.366790,0.730535
0.321638,0.388953,0.714016
0.323921,0.360944,0.671068
0.283820,0.387749,0.707742
0.320010,0.411805,0.644509
0.314706,0.387222,0.709971
0.387942,0.332947,0.683775
0.364240,0.382462,0.687601
0.375543,0.368124,0.652922
0.338032,0.332061,0.656730
0.315714,0.392674,0.692151
0.271738,0.382854,0.652929
0.338574,0.343394,0.701502
0.335161,0.385045,0.696536
0.352151,0.397550,0.677135
0.328001,0.346269,0.682624
0.306261,0.418179,0.694713
0.307826,0.397935,0.645767
0.345563,0.338251,0.713731
0.316766,0.362883,0.721217
0.322328,0.424378,0.653688
0.331122,0.394356,0.717475
0.315514,0.374239,0.734376
0.297489,0.418051,0.692987
0.337431,0.344996,0.679640
0.348374,0.350502,0.699609
0.337415,0.347134,0.634682
0.317326,0.363527,0.700176
0.336900,0.405246,0.720656
0.350848,0.368135,0.746193
0.362782,0.368633,0.729589
0.343364,0.406323,0.690311
0.360303,0.389494,0.684472
0.323487,0.408309,0.652419
0.325381,0.372793,0.687484
0.333595,0.381734,0.641587
0.342337,0.421218,0.665040
0.290577,0.377121,0.675620
0.316421,0.381175,0.676877
0.317226,0.414036,0.705749
0.324313,0.339087,0.680316
0.303284,0.396555,0.739184
0.298855,0.402198,0.667974
0.318272,0.384979,0.679367
0.277851,0.397143,0.698236
0.309648,0.394408,0.702649
0.332468,0.409274,0.690078
0.373071,0.357321,0.695478
0.294337,0.348056,0.674514
0.281405,0.416788,0.758731
0.358525,0.397730,0.694139
