alpha,phi,h
0.501786,0.575187,0.525575
0.212245,0.860914,0.392400
0.414286,0.414170,0.653740
0.295238,0.733383,0.829100
0.342857,0.941633,0.310533
0.477143,0.653850,0.614240
0.457143,0.745408,0.547817
0.042857,0.975750,0.755200
0.406349,0.636194,0.760656
0.628572,0.401500,0.738300
0.339286,0.854162,0.435800
0.257143,0.928117,0.492100
0.395238,0.778067,0.787367
0.360714,0.635256,0.754887
0.273809,0.247908,0.580217
0.071429,0.778650,0.997000
0.328571,0.544910,0.632540
0.264286,0.963833,0.454433
0.346939,0.618507,0.783829
0.308571,0.792010,0.844140
0.463265,0.929921,0.766129
0.318367,0.925864,0.508843
0.114286,0.746150,0.786450
0.502041,0.460500,0.543257
0.451429,0.484910,0.598280
0.200000,0.887450,0.419200
0.322857,0.673950,0.621140
0.287755,0.937457,0.741814
0.171429,0.968014,0.468429
0.325000,0.933775,0.456175
0.345715,0.538830,0.665320
0.088571,0.740360,0.705020
0.314286,0.429250,0.995200
0.328571,0.561867,0.576800
0.254286,0.615470,0.473940
0.316667,0.781458,0.626333
0.542857,0.445083,0.814611
0.317857,0.397987,0.701150
0.585715,0.626975,0.577900
0.311905,0.525925,0.583300
0.304762,0.865700,0.600767
0.407143,0.883558,0.927967
0.365306,0.672893,0.721029
0.352381,0.535517,0.706583
0.035714,0.739525,0.709500
0.357143,0.056740,0.688340
0.200000,0.555283,0.703733
0.428571,0.418600,0.668950
0.330612,0.946400,0.843200
0.277551,0.200893,0.709586
0.276190,0.671833,0.400250
0.273016,0.132628,0.648233
0.295919,0.654957,0.512300
0.273470,0.695450,0.838814
0.357143,0.980100,0.822900
0.417143,0.684380,0.522460
0.320000,0.866030,0.602560
0.271429,0.829400,0.629300
0.176190,0.909700,0.426533
0.376191,0.904411,0.578300
0.448571,0.940100,0.692620
0.350000,0.937725,0.667367
0.308164,0.600871,0.774800
0.220408,0.965921,0.438900
0.490476,0.643883,0.469500
0.614286,0.746200,0.688900
0.021428,0.812937,0.585900
0.275000,0.897688,0.723650
0.161225,0.601243,0.515214
0.361905,0.912467,0.113067
0.485714,0.442750,0.913450
0.278572,0.234750,0.765200
0.346939,0.869271,0.474957
0.340000,0.850650,0.879420
0.400000,0.622517,0.644078
0.378571,0.834267,0.856400
0.109524,0.688850,0.762467
0.257143,0.379367,0.583100
0.178571,0.548700,0.712850
0.367857,0.913900,0.670325
0.111428,0.609650,0.528660
0.228571,0.869450,0.327000
0.200000,0.940950,0.807557
0.412500,0.579331,0.711050
0.182142,0.889275,0.326375
0.338095,0.740017,0.599433
0.028571,0.434050,0.811500
0.409524,0.292750,0.705667
0.300000,0.971720,0.462200
0.178571,0.548700,0.712850
0.480953,0.895750,0.223200
0.571429,0.457650,0.912550
0.455102,0.430043,0.525771
0.589286,0.662550,0.726850
0.418367,0.666714,0.537800
0.259524,0.883250,0.479600
0.296428,0.739563,0.708150
0.226786,0.949125,0.450050
0.160714,0.782787,0.689450
0.552381,0.330533,0.853433
