alpha,phi,h
0.401786,0.169375,0.540625
0.635714,0.470438,0.430050
0.614286,0.571250,0.575400
0.547619,0.518517,0.425417
0.489796,0.679607,0.639086
0.609524,0.576983,0.560656
0.442857,0.423425,0.478325
0.614286,0.330164,0.370429
0.271429,0.531850,0.315400
0.433929,0.096113,0.709200
0.500000,0.206714,0.649814
0.538095,0.461508,0.412000
0.614286,0.118212,0.753650
0.667857,0.267500,0.343600
0.685714,0.524325,0.568912
0.700000,0.445600,0.486300
0.490476,0.113417,0.885600
0.754286,0.178040,0.621320
0.300000,0.489475,0.284300
0.371428,0.188963,0.647300
0.707143,0.235675,0.402800
0.945714,0.128820,0.563360
0.621428,0.621550,0.403250
0.240000,0.261570,0.491820
0.720000,0.440490,0.317960
0.494286,0.123050,0.522900
0.595238,0.516067,0.491117
0.457143,0.250910,0.598400
0.746429,0.460050,0.415525
0.733333,0.142125,0.627767
0.457143,0.145000,0.888900
0.369048,0.247950,0.603717
0.366666,0.177433,0.729033
0.802857,0.061700,0.548820
0.874286,0.503500,0.579320
0.660714,0.458744,0.447800
0.400000,0.344075,0.520800
0.742857,0.355180,0.628020
0.545238,0.792025,0.497850
0.677143,0.443900,0.323320
0.692857,0.173856,0.425775
0.664286,0.137850,0.294300
0.716071,0.775162,0.178925
0.726191,0.369183,0.334117
0.571428,0.315250,0.318840
0.688889,0.074883,0.688322
0.669047,0.205267,0.467550
0.590476,0.222617,0.844400
0.382857,0.326860,0.530420
0.707143,0.424550,0.585200
0.594285,0.691590,0.564360
0.557143,0.045830,0.960740
0.807142,0.235075,0.719600
0.847619,0.160283,0.655600
0.621428,0.287175,0.802750
0.804762,0.481275,0.469400
0.450000,0.173175,0.466625
0.600000,0.024825,0.873250
0.877143,0.720050,0.323080
0.595238,0.840117,0.126667
0.710204,0.242743,0.503443
0.411904,0.228125,0.706683
0.760714,0.132163,0.698875
0.542857,0.430590,0.352320
0.695238,0.275717,0.687433
0.453572,0.376275,0.338175
0.485714,0.196750,0.545400
0.400000,0.458408,0.499667
0.797959,0.231714,0.709414
0.657143,0.804580,0.441360
0.550000,0.053275,0.306000
0.545714,0.470800,0.544620
0.291072,0.575450,0.394525
0.571429,0.580058,0.490467
0.646428,0.329625,0.258100
0.602041,0.756300,0.154843
0.641071,0.505956,0.548450
0.717857,0.796200,0.428025
0.235714,0.882158,0.550700
0.465714,0.354050,0.432240
0.164286,0.503000,0.526900
0.578572,0.633283,0.382100
0.618367,0.284000,0.740271
0.514286,0.488317,0.493344
0.617857,0.250950,0.486975
0.448214,0.462256,0.453937
0.514286,0.022500,0.997000
0.500000,0.564033,0.558917
0.702857,0.423260,0.471280
0.742857,0.811600,0.036200
0.821428,0.493500,0.079950
0.614286,0.307300,0.035800
0.633333,0.499783,0.570200
0.492857,0.062212,0.710250
0.547619,0.510208,0.580033
0.821429,0.329050,0.516250
0.628571,0.508279,0.541529
0.600000,0.548321,0.617129
0.483333,0.044725,0.833567
0.714285,0.622675,0.119300
