alpha,phi,h
0.190692,0.162910,0.719790
0.301021,0.166857,0.718197
0.312969,0.128498,0.676607
0.241466,0.137120,0.748683
0.258741,0.122832,0.667418
0.295751,0.146619,0.693291
0.254870,0.175896,0.710111
0.199688,0.146774,0.704800
0.255299,0.146085,0.658324
0.217898,0.143621,0.756696
0.225884,0.143575,0.712036
0.259019,0.117835,0.710440
0.219923,0.148629,0.723960
0.249919,0.160727,0.673293
0.241554,0.118873,0.709352
0.190063,0.151280,0.705027
0.234386,0.130733,0.670006
0.275478,0.122945,0.731520
0.228367,0.143446,0.658533
0.256908,0.136381,0.700080
0.209489,0.170817,0.686948
0.255110,0.134830,0.707045
0.226046,0.184688,0.690325
0.210750,0.147350,0.692936
0.272158,0.155456,0.672001
0.275654,0.136754,0.699549
0.186324,0.147118,0.701400
0.210151,0.142193,0.715136
0.280713,0.133488,0.754202
0.243915,0.165545,0.712843
0.273797,0.127140,0.667747
0.294281,0.114353,0.710172
0.225362,0.125065,0.666920
0.195415,0.128463,0.688494
0.231600,0.128036,0.694312
0.243784,0.132346,0.722260
0.208144,0.148186,0.680519
0.175253,0.148925,0.717352
0.264074,0.145578,0.696046
0.246583,0.155849,0.707181
0.197054,0.172799,0.767975
0.270995,0.159421,0.703372
0.290839,0.135409,0.696452
0.248179,0.154568,0.700809
0.242761,0.164739,0.716302
0.175158,0.115698,0.698908
0.236980,0.135257,0.676152
0.201181,0.150235,0.729476
0.260161,0.144790,0.669665
0.216317,0.153853,0.718157
0.212626,0.163173,0.717128
0.210790,0.146633,0.657305
0.261287,0.154128,0.692734
0.238245,0.139859,0.706742
0.151090,0.177210,0.710018
0.221756,0.153476,0.726926
0.229369,0.176808,0.693231
0.255081,0.112753,0.694474
0.234604,0.136522,0.700687
0.247149,0.120375,0.676671
0.261241,0.093947,0.727876
0.188135,0.175329,0.737551
0.206723,0.162479,0.728789
0.219475,0.116363,0.689845
0.268068,0.130705,0.721317
0.210892,0.146643,0.687768
0.224534,0.132414,0.689124
0.238014,0.158662,0.704600
0.275181,0.136050,0.691561
0.227457,0.142468,0.749057
0.201916,0.157810,0.664766
0.301673,0.108218,0.717163
0.171904,0.190658,0.731286
0.248708,0.154957,0.704509
0.198869,0.148777,0.701853
0.289897,0.147543,0.699394
0.248073,0.136420,0.682181
0.249681,0.159270,0.699827
0.232369,0.143959,0.755305
0.212325,0.159546,0.748843
0.251091,0.127307,0.716343
0.266333,0.136760,0.746415
0.274530,0.128329,0.681711
0.203294,0.163635,0.745216
0.261170,0.129300,0.696866
0.240339,0.155268,0.715634
0.291380,0.113908,0.701103
0.243238,0.177595,0.720064
0.258727,0.120088,0.688421
0.243439,0.145596,0.754185
0.180752,0.168111,0.686013
0.227622,0.108619,0.698022
0.227348,0.124911,0.711765
0.234718,0.135532,0.704449
0.249759,0.166598,0.709310
0.242295,0.143481,0.684737
0.239027,0.141019,0.715227
0.208414,0.144044,0.645236
0.239714,0.141462,0.725188
0.256976,0.183294,0.708795
