alpha,phi,h
0.069819,0.242268,0.418023
0.114670,0.248687,0.422257
0.102094,0.228011,0.346941
0.171261,0.237152,0.288855
0.141333,0.264610,0.374839
0.059306,0.261790,0.469984
0.098094,0.247342,0.377712
0.018855,0.286330,0.372013
0.087032,0.243742,0.432818
0.076448,0.279095,0.466140
0.167064,0.206562,0.378996
0.099072,0.208226,0.462967
0.081619,0.227463,0.383793
0.119306,0.268742,0.373971
0.138367,0.231533,0.400691
0.105061,0.278864,0.403089
0.088866,0.283199,0.427310
0.090629,0.235289,0.430559
0.106230,0.234527,0.390268
0.151520,0.217855,0.337680
0.111744,0.236889,0.443065
0.156344,0.244407,0.405681
0.108540,0.261679,0.398194
0.149702,0.230565,0.382658
0.113175,0.272642,0.430150
0.093395,0.221599,0.412087
0.161837,0.242307,0.369258
0.140822,0.262585,0.392496
0.129763,0.260268,0.447086
0.162518,0.280573,0.362371
0.071547,0.220883,0.369594
0.104284,0.194023,0.411425
0.122175,0.252102,0.392736
0.107132,0.249881,0.424578
0.111864,0.255959,0.434300
0.077884,0.242428,0.477951
0.062317,0.214349,0.426515
0.131563,0.274467,0.392723
0.127712,0.281877,0.376992
0.137551,0.207929,0.413380
0.092487,0.263697,0.397905
0.084981,0.233337,0.349792
0.127590,0.235371,0.403854
0.084959,0.208453,0.429127
0.127444,0.245640,0.385520
0.123650,0.259901,0.365677
0.121149,0.257394,0.391738
0.074109,0.273724,0.432002
0.123281,0.226030,0.426021
0.105943,0.198259,0.386772
0.183491,0.245713,0.367732
0.109865,0.197100,0.383979
0.128158,0.241410,0.370197
0.088877,0.204222,0.460095
0.105250,0.300924,0.403334
0.131420,0.242109,0.339580
0.110486,0.252847,0.408221
0.091108,0.222995,0.350555
0.069676,0.238125,0.390924
0.123631,0.254130,0.434746
0.112894,0.273908,0.419395
0.148735,0.232996,0.368189
0.118926,0.255834,0.323542
0.054239,0.193008,0.409866
0.150955,0.271269,0.458338
0.129624,0.228577,0.417199
0.159298,0.235244,0.393832
0.129888,0.152368,0.386374
0.112893,0.240263,0.427258
0.097563,0.291665,0.438131
0.082515,0.215186,0.430411
0.062205,0.198389,0.431938
0.102794,0.225025,0.361311
0.106644,0.265005,0.360222
0.198651,0.224142,0.395753
0.083153,0.219010,0.419755
0.114883,0.209848,0.323233
0.060992,0.248944,0.438254
0.055166,0.260998,0.488235
0.099841,0.219601,0.418133
0.147314,0.222684,0.419190
0.094665,0.238755,0.392543
0.146313,0.206987,0.391771
0.117212,0.193915,0.387382
0.115519,0.265711,0.452115
0.063046,0.243532,0.371136
0.037647,0.209405,0.416327
0.103201,0.254292,0.354397
0.157075,0.200196,0.379010
0.103041,0.231047,0.364922
0.110968,0.215319,0.379047
0.052451,0.250390,0.453388
0.086105,0.222865,0.396207
0.079505,0.227992,0.395707
0.091241,0.240214,0.380963
0.090789,0.245487,0.444777
0.120476,0.218792,0.413811
0.065930,0.187619,0.369403
0.133042,0.228972,0.369548
0.156215,0.220010,0.367416
