alpha,phi,h
0.142857,0.531090,0.647980
0.437143,0.790540,0.287780
0.050000,0.515525,0.333300
0.276786,0.598375,0.071700
0.288095,0.645642,0.388583
0.042857,0.209433,0.410433
0.071429,0.516183,0.344067
0.200000,0.553680,0.140360
0.132143,0.757162,0.077325
0.138095,0.686783,0.098833
0.061905,0.549883,0.234933
0.051429,0.847780,0.171460
0.262857,0.607795,0.433400
0.300000,0.535667,0.031767
0.139286,0.517637,0.210925
0.338095,0.904333,0.302533
0.107143,0.361917,0.299983
0.100000,0.448700,0.306220
0.169047,0.812883,0.039950
0.285714,0.314900,0.590700
0.102857,0.577770,0.346820
0.068572,0.669530,0.116060
0.028571,0.451167,0.230233
0.034286,0.675850,0.079720
0.185714,0.580710,0.067100
0.136508,0.555067,0.370633
0.204762,0.103250,0.226700
0.097619,0.480350,0.319217
0.107142,0.695612,0.177400
0.221428,0.723425,0.036800
0.257143,0.662617,0.126800
0.180000,0.658400,0.433520
0.104082,0.737186,0.075143
0.387755,0.864200,0.214400
0.261905,0.688092,0.265050
0.254762,0.621758,0.072950
0.060715,0.669162,0.098050
0.220000,0.046910,0.670880
0.409524,0.802133,0.415633
0.214286,0.205025,0.339700
0.254286,0.763970,0.473760
0.047619,0.646975,0.099950
0.307142,0.707675,0.334200
0.280953,0.787000,0.320533
0.355102,0.084043,0.376214
0.347619,0.172392,0.147817
0.057143,0.280000,0.076300
0.339286,0.198688,0.200350
0.228571,0.875421,0.076686
0.337143,0.395640,0.560740
0.185714,0.452000,0.244200
0.204762,0.659211,0.280711
0.274286,0.625750,0.427900
0.209524,0.155917,0.607633
0.507143,0.706165,0.305390
0.271429,0.504300,0.542900
0.092857,0.642950,0.061200
0.230612,0.564700,0.111029
0.042857,0.087280,0.436920
0.307143,0.434500,0.169200
0.042857,0.215617,0.341900
0.288095,0.586217,0.494900
0.052381,0.204775,0.516250
0.200000,0.456263,0.230550
0.171428,0.573700,0.240750
0.185714,0.579420,0.025460
0.055102,0.653600,0.071971
0.142857,0.578800,0.371675
0.175000,0.593263,0.165900
0.122857,0.601550,0.664000
0.164286,0.572725,0.485375
0.428572,0.512567,0.071300
0.145238,0.643383,0.051117
0.228572,0.535640,0.077780
0.145714,0.106770,0.730120
0.381429,0.914390,0.296010
0.274286,0.676470,0.094600
0.340816,0.904293,0.168900
0.038095,0.813717,0.173433
0.440000,0.944980,0.086500
0.192857,0.246450,0.246050
0.269388,0.614043,0.076986
0.240476,0.620967,0.076517
0.075510,0.584064,0.206986
0.279365,0.586972,0.424911
0.330953,0.558717,0.170800
0.338095,0.180000,0.160500
0.203572,0.454575,0.243650
0.250000,0.577400,0.065000
0.314286,0.519570,0.031940
0.061905,0.653922,0.066511
0.192857,0.471750,0.227833
0.117857,0.277650,0.133350
0.271428,0.317488,0.575325
0.365306,0.240543,0.227957
0.268572,0.391620,0.375980
0.139286,0.499437,0.174100
0.134286,0.086810,0.168500
0.214286,0.956350,0.333500
0.488572,0.168490,0.159020
