alpha,phi,h
0.156604,0.600389,0.472579
0.142515,0.619623,0.475142
0.112866,0.640093,0.502145
0.141265,0.642868,0.401998
0.093942,0.605375,0.491048
0.100608,0.628161,0.467864
0.168492,0.600968,0.471898
0.129599,0.641276,0.447238
0.138599,0.624882,0.466726
0.156519,0.555158,0.473372
0.118913,0.622089,0.483461
0.120236,0.609541,0.515679
0.112393,0.631152,0.438255
0.132368,0.609194,0.471258
0.158289,0.601367,0.505092
0.150321,0.602484,0.459514
0.111818,0.665171,0.470443
0.115541,0.611280,0.451160
0.136524,0.628578,0.491490
0.164961,0.630471,0.487317
0.120909,0.643204,0.506596
0.141795,0.604235,0.476469
0.117839,0.622272,0.434698
0.147369,0.670424,0.470433
0.118501,0.606858,0.471650
0.097782,0.654508,0.485697
0.134370,0.611156,0.468096
0.117122,0.615300,0.518268
0.145828,0.641732,0.496602
0.130204,0.637446,0.476657
0.098788,0.610830,0.519191
0.165566,0.647295,0.483020
0.113958,0.635630,0.492561
0.147990,0.582606,0.465430
0.111788,0.665248,0.480748
0.115922,0.631891,0.523375
0.114265,0.634289,0.439852
0.120254,0.622720,0.515230
0.115017,0.600981,0.474643
0.080797,0.676343,0.474496
0.105090,0.627603,0.453766
0.150177,0.663008,0.474660
0.169798,0.652242,0.473188
0.105464,0.607718,0.442079
0.107230,0.591683,0.481438
0.164078,0.623718,0.512272
0.201911,0.616408,0.450711
0.078988,0.629881,0.478428
0.117210,0.625021,0.506858
0.130974,0.632010,0.469613
0.147760,0.616672,0.488670
0.104434,0.603395,0.455924
0.130831,0.617951,0.498040
0.162185,0.602440,0.469070
0.127736,0.653146,0.457634
0.135744,0.577455,0.455862
0.128068,0.599608,0.477767
0.120654,0.627007,0.481245
0.134587,0.627541,0.469091
0.124907,0.619514,0.479886
0.143814,0.632264,0.497685
0.130948,0.614807,0.458086
0.115028,0.630237,0.473577
0.094185,0.621329,0.448288
0.147444,0.591495,0.489767
0.127715,0.602728,0.456183
0.127899,0.612675,0.493961
0.145716,0.623644,0.461801
0.164427,0.630938,0.494443
0.143123,0.630687,0.428139
0.117046,0.640648,0.463427
0.128390,0.577852,0.489055
0.110557,0.633360,0.475830
0.146663,0.615006,0.514896
0.097543,0.637299,0.486216
0.161455,0.634185,0.453137
0.116555,0.649419,0.487394
0.121318,0.623350,0.483840
0.097483,0.638607,0.465362
0.110755,0.581136,0.467918
0.131805,0.617500,0.413683
0.129298,0.615108,0.483551
0.142194,0.615236,0.452634
0.091074,0.641746,0.497799
0.120268,0.600127,0.492071
0.153055,0.616110,0.444565
0.132535,0.627704,0.507049
0.128223,0.633916,0.446520
0.142107,0.653777,0.479059
0.148385,0.615462,0.474774
0.149697,0.604957,0.466535
0.159849,0.639648,0.418242
0.170958,0.597236,0.492430
0.118568,0.604853,0.481279
0.114193,0.663867,0.443585
0.171994,0.615012,0.453800
0.174922,0.632587,0.500110
0.129325,0.601894,0.516931
0.105637,0.592819,0.495840
0.130118,0.684793,0.507220
