alpha,phi,h
0.074286,0.679620,0.348180
0.025000,0.422038,0.210125
0.221428,0.761725,0.414800
0.242857,0.404117,0.191600
0.134286,0.194820,0.545180
0.296428,0.878300,0.325100
0.148980,0.740400,0.383443
0.236735,0.833850,0.028843
0.321429,0.955175,0.376550
0.187755,0.453214,0.152529
0.278572,0.401687,0.487350
0.503571,0.226038,0.233175
0.250000,0.891045,0.471060
0.097143,0.280930,0.572100
0.375000,0.073362,0.624475
0.157143,0.542733,0.469233
0.197143,0.487050,0.448400
0.028571,0.778825,0.456650
0.321429,0.260933,0.488783
0.371429,0.618900,0.512900
0.176190,0.457300,0.515750
0.000000,0.495200,0.475000
0.441270,0.492672,0.091922
0.261905,0.393467,0.545533
0.390476,0.569158,0.408717
0.038095,0.646567,0.712267
0.373809,0.208775,0.209733
0.202857,0.841260,0.466540
0.300000,0.896550,0.291800
0.135714,0.434675,0.618600
0.323810,0.517983,0.298667
0.253571,0.866563,0.119925
0.438095,0.288683,0.068300
0.503572,0.592512,0.424875
0.074285,0.477100,0.160940
0.147619,0.938842,0.556150
0.102857,0.670780,0.312720
0.106122,0.450493,0.428614
0.267347,0.749893,0.304057
0.207143,0.444575,0.576350
0.585714,0.897850,0.437900
0.133334,0.751367,0.250667
0.280357,0.180106,0.658825
0.009524,0.768483,0.610967
0.028571,0.796136,0.489971
0.135714,0.183175,0.649800
0.414286,0.198975,0.597775
0.212245,0.520386,0.318171
0.104762,0.321500,0.547300
0.465714,0.833140,0.427680
0.211429,0.509640,0.356860
0.395714,0.394720,0.553120
0.228572,0.482180,0.564260
0.060000,0.882950,0.280640
0.342857,0.566786,0.312400
0.216326,0.446543,0.292529
0.210204,0.181000,0.693486
0.328571,0.677250,0.366300
0.277551,0.934714,0.443871
0.246428,0.788600,0.027175
0.435715,0.090033,0.435250
0.474286,0.318970,0.542880
0.050000,0.614808,0.329717
0.504762,0.897817,0.409100
0.092857,0.744417,0.163467
0.000000,0.641700,0.356500
0.592857,0.814283,0.454017
0.009524,0.858783,0.505700
0.090476,0.474842,0.317483
0.200000,0.548660,0.393840
0.242857,0.754350,0.179400
0.236735,0.248507,0.601143
0.204762,0.854267,0.462467
0.392857,0.564013,0.287600
0.255357,0.552244,0.570675
0.188095,0.269317,0.244283
0.580952,0.703217,0.336300
0.251429,0.359850,0.502080
0.100000,0.227770,0.548680
0.462857,0.104330,0.387300
0.318367,0.806343,0.442771
0.191837,0.592750,0.126643
0.248980,0.068493,0.598600
0.214286,0.945700,0.213900
0.171428,0.294433,0.554800
0.133333,0.786292,0.400733
0.340816,0.498400,0.333443
0.238095,0.953942,0.419950
0.257143,0.766133,0.396400
0.114286,0.084267,0.697667
0.223810,0.895958,0.169567
0.195238,0.213917,0.771950
0.376190,0.495050,0.131833
0.175000,0.338631,0.577375
0.446429,0.684087,0.226600
0.128571,0.786800,0.494143
0.165306,0.744679,0.211171
0.192857,0.740138,0.129600
0.421428,0.484787,0.156025
0.448571,0.629390,0.209980
