alpha,phi,h
0.014286,0.054640,0.141320
0.371429,0.567300,0.118900
0.426531,0.622950,0.176586
0.437143,0.343860,0.408380
0.607143,0.622625,0.134800
0.171428,0.533400,0.058850
0.582143,0.294525,0.020962
0.228571,0.621112,0.195575
0.604082,0.466457,0.151171
0.417143,0.469510,0.106920
0.205714,0.647800,0.146080
0.357143,0.702863,0.363400
0.401786,0.692744,0.236025
0.823214,0.154369,0.525688
0.646429,0.276575,0.291475
0.544285,0.530035,0.052570
0.382857,0.426780,0.130580
0.590476,0.976094,0.181544
0.422857,0.637865,0.190440
0.242857,0.138937,0.104475
0.562857,0.129890,0.340400
0.392857,0.726108,0.426967
0.750000,0.631487,0.078075
0.117857,0.761775,0.301825
0.621428,0.800525,0.207600
0.078571,0.814183,0.504883
0.678571,0.739013,0.585125
0.147619,0.711783,0.291633
0.583333,0.245608,0.391850
0.550000,0.441425,0.341350
0.585714,0.183038,0.513575
0.619047,0.802900,0.104067
0.759524,0.809258,0.186233
0.595238,0.206911,0.318278
0.336735,0.685150,0.316200
0.450000,0.493000,0.073600
0.454286,0.444980,0.340140
0.480952,0.235542,0.253967
0.482143,0.506544,0.073500
0.514286,0.519888,0.159800
0.495918,0.775464,0.323957
0.628571,0.410314,0.455614
0.414286,0.661900,0.354567
0.457143,0.199925,0.033525
0.435715,0.554292,0.241050
0.152381,0.090250,0.042433
0.508572,0.132150,0.098120
0.348214,0.340913,0.067600
0.257143,0.232721,0.307029
0.274286,0.362540,0.532060
0.357143,0.739200,0.328850
0.228572,0.735090,0.343740
0.654286,0.806090,0.445560
0.142857,0.341900,0.555350
0.428571,0.033050,0.072700
0.140000,0.243900,0.126020
0.428572,0.588450,0.466000
0.242857,0.703095,0.116927
0.354286,0.658460,0.427400
0.588095,0.227108,0.168133
0.357143,0.932288,0.103000
0.453572,0.572488,0.184250
0.507936,0.508278,0.120378
0.595238,0.953833,0.143467
0.360714,0.290213,0.447925
0.628571,0.604650,0.366200
0.557143,0.233810,0.295580
0.451429,0.285560,0.128260
0.325000,0.302350,0.458825
0.609524,0.805033,0.339833
0.442857,0.140500,0.344900
0.357143,0.453700,0.017800
0.428572,0.359167,0.415167
0.434286,0.248370,0.131600
0.135715,0.052350,0.218150
0.516326,0.425014,0.406129
0.328571,0.327575,0.294433
0.587500,0.129731,0.371237
0.255357,0.403969,0.415025
0.408571,0.462940,0.096720
0.611904,0.787608,0.300017
0.457143,0.479980,0.749340
0.171429,0.094350,0.099150
0.385714,0.468600,0.174950
0.614286,0.150575,0.365350
0.653061,0.834143,0.228614
0.357143,0.367300,0.356800
0.371428,0.200590,0.431960
0.657143,0.833233,0.256100
0.589286,0.937475,0.410150
0.628572,0.552200,0.324700
0.371429,0.210080,0.471060
0.371428,0.507725,0.025900
0.700000,0.852220,0.055720
0.442857,0.440075,0.248350
0.366071,0.660994,0.577025
0.422857,0.244210,0.436360
0.348052,0.779673,0.553364
0.485714,0.251264,0.187286
0.823810,0.353308,0.042650
