alpha,phi,h
0.474685,0.553741,0.467220
0.435692,0.442562,-0.047898
0.530211,0.360788,0.423468
0.637886,0.536922,0.527608
0.574305,0.527318,0.493802
0.572554,0.404864,0.789540
0.428131,0.393242,0.487451
0.563181,0.447048,0.456191
0.635363,0.951149,0.499682
0.491840,0.525693,0.410499
0.551149,0.412267,0.244282
0.641523,0.417473,0.378768
0.514046,0.459192,0.497141
0.769759,0.451034,0.497618
0.589511,0.378393,0.300137
0.467941,0.397089,0.494577
0.573296,0.469502,0.418538
0.557064,0.320366,0.456326
0.654424,0.564185,0.668988
0.572466,0.189583,0.594072
0.432610,0.448882,0.375572
0.537829,0.376855,0.608623
0.470122,0.392953,0.563884
0.239420,0.351950,0.965235
0.613654,0.415088,0.403411
0.532855,0.424777,0.357013
0.443289,0.358364,0.363229
0.518252,0.446086,0.318445
0.559094,0.307213,0.577221
0.493670,0.308100,0.982542
0.548783,0.395715,0.395238
0.612854,0.245244,0.584820
0.732928,0.634723,0.510989
0.614009,0.518350,0.470479
0.763748,0.565503,0.397887
0.684117,0.353494,0.234603
0.604253,0.525410,0.543530
0.691480,0.596494,0.958902
0.473984,0.260347,0.492204
0.500709,0.441948,0.648607
0.534954,0.284350,0.582307
0.557413,0.479961,0.366313
0.514235,0.361968,0.608101
0.482316,0.779332,0.773490
0.497561,0.087937,0.485520
0.339055,0.599970,0.513101
0.634428,0.288481,0.439807
0.520445,0.426870,0.593297
0.518206,0.510175,0.632816
0.802376,0.549986,0.566103
0.653442,0.359475,0.392375
0.614641,0.458847,0.336724
0.542161,0.486293,0.384631
0.580975,0.373999,0.539694
0.677880,0.587362,0.597305
0.547775,0.437165,0.477648
0.622301,0.402353,0.295661
0.532651,0.735653,0.164808
0.507533,0.351251,0.354481
0.537353,0.275028,0.437871
0.587049,0.301710,0.459293
0.626899,0.331345,0.351036
0.576064,0.413328,0.420235
0.623582,0.370816,0.572123
0.599990,0.354917,0.473869
0.493206,0.279004,0.292319
0.492356,0.361329,0.531408
0.600324,0.371898,0.277529
0.672212,0.308197,0.515532
0.674766,0.404968,0.463268
0.625755,0.561890,0.421381
0.595989,0.334551,0.374819
0.438630,0.740815,0.661520
0.657817,0.389603,0.536892
0.682967,0.491320,0.123643
0.665008,0.383747,0.533146
0.665650,0.302016,0.534864
0.618919,0.291178,0.380338
0.574584,0.507265,0.471619
0.527349,0.398976,0.546768
0.564657,0.446378,0.432274
0.585812,0.600384,0.500457
0.538654,0.450723,0.285165
0.673213,0.559208,0.277551
0.450237,0.274305,0.498602
0.686903,0.627154,0.467647
0.626941,0.442545,0.603047
0.530944,0.386751,0.541055
0.386735,0.753392,0.686896
0.477733,0.392705,0.523385
0.369182,0.392136,0.629142
0.492913,0.470165,0.476333
0.621090,0.592799,0.487600
0.551542,0.452957,0.399799
0.532197,0.560966,0.356539
0.488416,0.309737,0.530013
0.622211,0.409274,0.594225
0.441494,0.183147,0.496559
0.746295,0.444894,0.382883
0.473166,0.458349,0.224525
