alpha,phi,h
0.161905,0.194333,0.132700
0.114286,0.732529,0.090400
0.180952,0.606800,0.119233
0.185714,0.547800,0.093300
0.271429,0.825800,0.022280
0.114286,0.663150,0.112800
0.585714,0.472175,0.373700
0.208571,0.762360,0.221900
0.288572,0.679370,0.261940
0.110714,0.703400,0.069025
0.163492,0.596489,0.215700
0.350000,0.477237,0.197400
0.392857,0.322738,0.197450
0.271429,0.891125,0.467200
0.157143,0.994600,0.098600
0.308163,0.454421,0.223314
0.257143,0.708067,0.191433
0.236735,0.174343,0.279486
0.057143,0.768744,0.133400
0.185714,0.734950,0.103080
0.474286,0.575590,0.171740
0.171429,0.792450,0.332100
0.342857,0.719090,0.173740
0.522857,0.553180,0.146760
0.071429,0.524575,0.276200
0.164286,0.657025,0.362150
0.232143,0.626025,0.168275
0.271429,0.829456,0.071022
0.228571,0.592130,0.179240
0.133334,0.393300,0.125500
0.122857,0.901850,0.174580
0.120408,0.718107,0.068700
0.192857,0.582425,0.216300
0.342857,0.219633,0.448650
0.142857,0.848300,0.354450
0.350549,0.809835,0.120908
0.239286,0.536075,0.186275
0.114286,0.846450,0.032580
0.022857,0.697710,0.103580
0.180000,0.702720,0.072660
0.022857,0.679870,0.158920
0.141429,0.635245,0.116730
0.078572,0.413425,0.081875
0.375000,0.630825,0.095125
0.082143,0.645650,0.227962
0.221429,0.643875,0.070367
0.120408,0.631893,0.186871
0.483333,0.486542,0.120083
0.480953,0.587767,0.103733
0.104762,0.739492,0.076050
0.480953,0.439411,0.444444
0.112500,0.609194,0.111700
0.222857,0.563900,0.460800
0.179592,0.543221,0.132900
0.208572,0.956810,0.084760
0.442857,0.265664,0.219914
0.279365,0.483394,0.249556
0.067857,0.941688,0.286250
0.237143,0.766680,0.295260
0.297619,0.718750,0.102617
0.071429,0.626875,0.158150
0.326190,0.695008,0.150100
0.394643,0.439431,0.322537
0.307792,0.728991,0.252500
0.000000,0.928750,0.197700
0.260714,0.447987,0.256775
0.244898,0.807264,0.110257
0.188095,0.709875,0.131267
0.366667,0.746617,0.249767
0.254286,0.231730,0.186340
0.071429,0.614150,0.001000
0.442858,0.705258,0.051383
0.214285,0.718988,0.065150
0.350000,0.721837,0.285800
0.307143,0.394450,0.012850
0.100000,0.737417,0.244700
0.147619,0.873425,0.370100
0.240000,0.630920,0.092480
0.257143,0.925367,0.107533
0.453968,0.453656,0.165344
0.247619,0.601925,0.114183
0.195238,0.664308,0.115883
0.176190,0.745083,0.063867
0.289286,0.795087,0.350500
0.228571,0.678000,0.228475
0.144898,0.293750,0.247829
0.092857,0.683725,0.036750
0.209091,0.747386,0.084427
0.203174,0.592167,0.125511
0.153571,0.492775,0.077275
0.214286,0.515150,0.265575
0.121429,0.579925,0.177375
0.157143,0.599467,0.221300
0.171429,0.566400,0.129143
0.122449,0.924786,0.142429
0.138095,0.838450,0.021467
0.453572,0.907069,0.067312
0.033333,0.423967,0.005467
0.265306,0.553143,0.062714
0.265714,0.501210,0.071800
