alpha,phi,h
0.392857,0.858275,0.636650
0.257143,0.114050,0.696857
0.204762,0.660633,0.777633
0.532142,0.946662,0.757300
0.428571,0.997900,0.472300
0.350000,0.398425,0.576300
0.311905,0.780225,0.553100
0.938095,0.830450,0.557233
0.442857,0.952187,0.857000
0.168254,0.829328,0.592111
0.788571,0.693610,0.583080
0.364286,0.701150,0.570000
0.360000,0.783140,0.904180
0.176190,0.989133,0.711867
0.257143,0.862210,0.334820
0.335714,0.890633,0.635683
0.271428,0.935960,0.738720
0.904082,0.920771,0.381214
0.709524,0.732625,0.558750
0.771429,0.645238,0.615775
0.747619,0.821833,0.533633
0.409524,0.629250,0.969933
0.794286,0.950360,0.457360
0.471429,0.423700,0.729300
0.860000,0.926320,0.134380
0.942857,0.773570,0.640360
0.333333,0.765733,0.262933
0.550000,0.876200,0.496975
0.483333,0.632808,0.641233
0.539286,0.954862,0.595100
0.420000,0.977990,0.474080
0.569048,0.804450,0.855333
0.483673,0.387486,0.731300
0.269048,0.739808,0.772133
0.953968,0.931539,0.624856
0.868572,0.851430,0.942420
0.430612,0.884821,0.969386
0.328572,0.707600,0.629350
0.353061,0.911114,0.675486
0.250000,0.879233,0.436400
0.482857,0.512210,0.871440
0.552381,0.954467,0.203467
0.894286,0.370730,0.757980
0.521428,0.853375,0.683975
0.900000,0.821280,0.524900
0.364286,0.700087,0.563650
0.942857,0.764317,0.444400
0.475510,0.877614,0.306400
0.574286,0.792070,0.724420
0.307143,0.700063,0.593175
0.728571,0.275850,0.775500
0.628571,0.794467,0.620700
0.390476,0.959000,0.460811
0.771428,0.912810,0.297200
0.442857,0.928550,0.966783
0.769388,0.855521,0.898314
0.723809,0.912317,0.581467
0.485714,0.595100,0.775500
0.479592,0.792500,0.901714
0.366667,0.583633,0.937000
0.366667,0.912700,0.673533
0.519048,0.926667,0.738067
0.392857,0.792563,0.510850
0.671428,0.696300,0.820950
0.361905,0.472967,0.872900
0.428572,0.907439,0.945478
0.359524,0.817692,0.675433
0.866072,0.957731,0.946175
0.175714,0.852185,0.872350
0.545238,0.783008,0.841583
0.280952,0.710950,0.334333
0.340000,0.949350,0.923080
0.516667,0.627008,0.658717
0.514285,0.934333,0.465333
0.528571,0.978700,0.768000
0.412245,0.631414,0.630900
0.585714,0.340825,0.753800
0.526190,0.635900,0.820767
0.426531,0.845479,0.882886
0.622857,0.930050,0.594840
0.771429,0.895807,0.747229
0.414286,0.693100,0.994300
0.809524,0.604483,0.662633
0.678571,0.896850,0.671887
0.471428,0.630400,0.839600
0.545714,0.647590,0.680540
0.742857,0.990850,0.623300
0.420408,0.280586,0.689629
0.323810,0.816300,0.619300
0.357143,0.926925,0.884800
0.642857,0.837800,0.688950
0.371429,0.738800,0.609433
0.889286,0.968175,0.919075
0.402381,0.919008,0.454583
0.128571,0.176050,0.849000
0.334285,0.873220,0.409920
0.438095,0.918317,0.439683
0.426530,0.889871,0.632371
0.485715,0.744300,0.947750
0.871429,0.684800,0.815300
