alpha,phi,h
0.403515,0.460152,0.377516
0.329041,0.390797,0.354880
0.475410,0.338918,0.449632
0.582606,0.397498,0.453907
0.253836,0.245238,0.314660
0.464399,0.534313,0.486314
0.402530,0.408682,0.271159
0.738836,0.731160,0.408401
0.613110,0.330230,0.366313
0.454020,0.521192,0.412056
0.397695,0.531571,0.501303
0.267288,0.448809,0.241691
0.360347,0.440394,0.288810
0.374577,0.552528,0.372573
0.635807,0.524575,0.424444
0.387739,0.421958,0.349488
0.274794,0.232751,0.310961
0.514560,0.405807,0.351116
0.322384,0.389109,0.253737
0.339242,0.296678,0.532771
0.344573,0.541262,0.457515
0.470705,0.502827,0.509511
0.474844,0.291318,0.549129
0.410291,0.437519,0.336070
0.419923,0.511854,0.314353
0.505379,0.352430,0.428606
0.463592,0.353555,0.603085
0.531949,0.537304,0.539624
0.430218,0.385689,0.525124
0.550766,0.568276,0.461010
0.335797,0.499315,0.288096
0.296047,0.479266,0.241330
0.394409,0.112445,0.451225
0.404067,0.345657,0.565070
0.429502,0.219805,0.418955
0.404623,0.341446,0.632035
0.397619,0.416406,0.455534
0.424761,0.371418,0.334785
0.173412,0.243975,0.229401
0.296560,0.670953,0.507333
0.301349,0.442907,0.381937
0.494292,0.465205,0.351221
0.462794,0.373771,0.416600
0.566964,0.446857,0.487629
0.429247,0.339477,0.492635
0.482923,0.716577,0.531961
0.526051,0.452473,0.413869
0.364993,0.476138,0.416125
0.450511,0.434412,0.623598
0.560728,0.823922,0.504631
0.356501,0.402031,0.481863
0.499474,0.466021,0.585456
0.487924,0.713238,0.473481
0.566737,0.632420,0.495416
0.392914,0.390938,0.552162
0.500781,0.636690,0.454482
0.802057,0.615860,0.632343
0.396710,0.559748,0.342765
0.531481,0.448137,0.624920
0.732412,0.223337,0.677253
0.437331,0.381560,0.357086
0.449003,0.473736,0.364604
0.242234,0.196127,0.267481
0.410638,0.336664,0.499114
0.323681,0.517945,0.430464
0.707356,0.638646,0.577012
0.675280,0.438992,0.495702
0.535516,0.515763,0.661250
0.406814,0.512068,0.337044
0.511247,0.473445,0.419964
0.208790,0.266540,0.109823
0.377027,0.294616,0.642015
0.364598,0.299130,0.363664
0.445281,0.340689,0.338661
0.392937,0.266837,0.309642
0.377539,0.349476,0.391082
0.630289,0.318253,0.569457
0.420364,0.253349,0.341534
0.679397,0.589556,0.489141
0.384515,0.466681,0.503389
0.364428,0.437372,0.308684
0.338318,0.375968,0.402838
0.566126,0.251988,0.362297
0.420894,0.347611,0.401321
0.290687,0.459689,0.258451
0.381569,0.491851,0.611748
0.493633,0.494885,0.487678
0.379772,0.326542,0.487087
0.250225,0.444505,0.509875
0.437106,0.532002,0.351518
0.180861,0.205004,0.374152
0.487022,0.277514,0.485937
0.382992,0.326169,0.592858
0.308434,0.336651,0.235083
0.515958,0.672139,0.515586
0.262153,0.403354,0.460071
0.503791,0.718114,0.426352
0.465003,0.436532,0.398296
0.463057,0.729105,0.385621
0.544373,0.354346,0.505505
