alpha,phi,h
0.485714,0.421110,0.616260
0.257143,0.961800,0.483400
0.879365,0.738628,0.462267
0.554286,0.559270,0.647260
0.602857,0.197520,0.828180
0.553571,0.661475,0.566175
0.885715,0.535970,0.614580
0.528571,0.810662,0.516250
0.585714,0.749933,0.617633
0.528571,0.933750,0.845100
0.433333,0.665217,0.741133
0.471429,0.671750,0.589900
0.528571,0.407980,0.755820
0.483333,0.502783,0.792550
0.282857,0.958740,0.476840
0.530952,0.930492,0.841250
0.361905,0.954500,0.918567
0.900000,0.434150,0.603200
0.692857,0.227800,0.679975
0.610714,0.634413,0.918200
0.482857,0.531680,0.619140
0.436508,0.735583,0.891978
0.583673,0.936921,0.529614
0.595238,0.675850,0.869267
0.447619,0.468625,0.711117
0.578572,0.436975,0.539150
0.747619,0.943475,0.556200
0.580000,0.816670,0.858920
0.764286,0.928200,0.589050
0.620000,0.887830,0.648340
0.450000,0.886375,0.871475
0.504762,0.348375,0.727500
0.664286,0.702675,0.724450
0.631428,0.589410,0.746260
0.518367,0.778657,0.616257
0.440000,0.657090,0.714700
0.642857,0.807733,0.725400
0.590476,0.705350,0.573822
0.821429,0.272725,0.898900
0.597143,0.342710,0.565500
0.546428,0.214188,0.795675
0.480000,0.364970,0.786360
0.521429,0.740738,0.869175
0.514286,0.439300,0.667500
0.520408,0.772336,0.607900
0.471429,0.769350,0.924150
0.691429,0.208070,0.552140
0.717143,0.584070,0.963640
0.742857,0.365390,0.581080
0.452381,0.738492,0.881583
0.517143,0.731190,0.845040
0.522449,0.546336,0.686129
0.522857,0.483670,0.655160
0.452381,0.797200,0.840067
0.531429,0.966320,0.718200
0.550000,0.800858,0.916633
0.408163,0.727921,0.912443
0.463265,0.270586,0.764914
0.345238,0.819425,0.686533
0.375510,0.545879,0.736557
0.757143,0.518400,0.943025
0.617143,0.867360,0.871460
0.546428,0.924387,0.497975
0.388095,0.688683,0.765367
0.314286,0.932933,0.357100
0.682857,0.760140,0.916220
0.582143,0.209275,0.862900
0.569841,0.917583,0.214556
0.561905,0.419158,0.813283
0.540476,0.821725,0.488450
0.485714,0.671050,0.674233
0.438095,0.930633,0.614633
0.483333,0.465958,0.822600
0.528571,0.778467,0.526400
0.385714,0.932425,0.595700
0.600000,0.951500,0.697550
0.561905,0.080300,0.889800
0.528571,0.811950,0.677200
0.785714,0.880950,0.312500
0.468572,0.824400,0.941460
0.604762,0.889850,0.857733
0.532143,0.898738,0.779525
0.823810,0.413267,0.967267
0.392857,0.702425,0.677267
0.522449,0.754329,0.521757
0.475000,0.821913,0.849500
0.391429,0.967550,0.626760
0.457143,0.197700,0.912067
0.464286,0.758600,0.877550
0.331428,0.592450,0.755940
0.625000,0.616788,0.976475
0.600000,0.880940,0.865540
0.552381,0.784983,0.958767
0.735715,0.430725,0.753300
0.607143,0.767300,0.463050
0.492857,0.622775,0.557400
0.514286,0.209100,0.920800
0.557143,0.109025,0.753000
0.402381,0.680817,0.807283
0.644898,0.880114,0.777157
