alpha,phi,h
0.335714,0.578700,0.380050
0.290476,0.294467,0.059733
0.214285,0.541675,0.374767
0.137500,0.567031,0.217938
0.214286,0.805150,0.537625
0.064286,0.983825,0.155875
0.254286,0.642540,0.449360
0.254762,0.296592,0.043267
0.085714,0.939800,0.129550
0.104762,0.618100,0.171667
0.077143,0.650430,0.369980
0.050000,0.186750,0.209100
0.171429,0.377267,0.609300
0.177551,0.183700,0.146857
0.442857,0.189450,0.238850
0.092857,0.197563,0.511775
0.189286,0.798650,0.445400
0.114286,0.593900,0.499200
0.132143,0.946962,0.176575
0.150000,0.556175,0.309167
0.257143,0.876967,0.457317
0.045714,0.900470,0.430840
0.042857,0.794910,0.514060
0.205714,0.953110,0.407780
0.300000,0.542007,0.088243
0.185714,0.419300,0.251400
0.065715,0.493080,0.079820
0.444643,0.774144,0.288587
0.009524,0.747700,0.079567
0.460000,0.604920,0.136460
0.330357,0.623981,0.084338
0.100000,0.421931,0.479413
0.134285,0.603460,0.525320
0.116667,0.240092,0.302400
0.111905,0.918217,0.139483
0.220408,0.177743,0.406957
0.173214,0.963556,0.425588
0.098413,0.731539,0.282911
0.152381,0.934017,0.019567
0.048215,0.908131,0.421013
0.046939,0.512679,0.322943
0.054762,0.480475,0.114500
0.047619,0.901017,0.417350
0.105714,0.883120,0.106720
0.414286,0.486930,0.553320
0.190476,0.616117,0.349000
0.120408,0.908021,0.183857
0.217143,0.350600,0.433130
0.032143,0.450062,0.088725
0.074286,0.670900,0.165880
0.395238,0.354117,0.130400
0.064285,0.385875,0.174350
0.128571,0.766833,0.357233
0.234286,0.983200,0.400600
0.114286,0.811150,0.582100
0.182540,0.524728,0.287844
0.160000,0.304110,0.314280
0.274285,0.675040,0.247180
0.348572,0.880310,0.439480
0.171429,0.610250,0.243200
0.264286,0.449975,0.134550
0.028571,0.763267,0.321533
0.108571,0.726490,0.417280
0.248214,0.292637,0.324475
0.057143,0.613130,0.054080
0.200000,0.705442,0.342383
0.125000,0.774800,0.460325
0.202857,0.939980,0.367760
0.152381,0.531458,0.100083
0.238095,0.213233,0.248800
0.240000,0.956370,0.435780
0.375000,0.243931,0.052500
0.100000,0.723400,0.007600
0.385714,0.965100,0.436900
0.146429,0.618188,0.517150
0.204762,0.489200,0.159967
0.265715,0.778250,0.461310
0.266667,0.855275,0.358600
0.300000,0.705633,0.371933
0.034286,0.895560,0.424280
0.180953,0.897533,0.195417
0.000000,0.953500,0.115000
0.457143,0.600036,0.098329
0.323809,0.956117,0.388800
0.242857,0.503213,0.189125
0.188571,0.666240,0.153160
0.347619,0.726133,0.285100
0.338095,0.973617,0.340267
0.157143,0.792600,0.255700
0.119048,0.396650,0.015033
0.222449,0.367450,0.045629
0.128571,0.126650,0.387900
0.073469,0.856786,0.095843
0.160714,0.755337,0.433275
0.230612,0.888700,0.472400
0.242857,0.797325,0.418400
0.380952,0.351350,0.258800
0.118367,0.685929,0.375429
0.212698,0.925161,0.465711
0.121429,0.531338,0.484975
