alpha,phi,h
0.395238,0.247600,0.150100
0.508163,0.215514,0.290914
0.292857,0.179775,0.216400
0.114285,0.387125,0.250500
0.300000,0.496300,0.007567
0.185714,0.055490,0.120620
0.214286,0.097113,0.156075
0.414285,0.143950,0.367900
0.457143,0.485200,0.047500
0.071428,0.807933,0.159667
0.164286,0.937725,0.087700
0.450649,0.211918,0.045627
0.280952,0.256900,0.093600
0.100000,0.261475,0.062200
0.100000,0.495050,0.100700
0.182857,0.853670,0.251000
0.435714,0.710775,0.055800
0.385714,0.204167,0.142867
0.057143,0.403475,0.339200
0.042857,0.383220,0.072840
0.175000,0.158025,0.158225
0.146429,0.165637,0.249150
0.163265,0.165886,0.287200
0.321429,0.232133,0.232467
0.417460,0.202889,0.075856
0.191429,0.335420,0.024800
0.167857,0.410325,0.125150
0.178572,0.529613,0.017850
0.135714,0.411600,0.316250
0.435715,0.161125,0.038050
0.404082,0.061229,0.460857
0.107143,0.220142,0.445767
0.211428,0.434300,0.516460
0.260715,0.138600,0.184575
0.048215,0.233894,0.090612
0.282143,0.350637,0.246350
0.089286,0.491175,0.104525
0.467857,0.123087,0.118975
0.050000,0.180883,0.057750
0.089286,0.079162,0.254500
0.228572,0.271750,0.084950
0.146428,0.105825,0.225262
0.102381,0.174317,0.271067
0.240000,0.660140,0.395580
0.150000,0.242750,0.172950
0.278572,0.284250,0.159600
0.345714,0.449080,0.350000
0.285714,0.535881,0.377775
0.376190,0.464525,0.174650
0.207143,0.159850,0.102400
0.209524,0.092283,0.168800
0.161905,0.268283,0.192167
0.457143,0.179000,0.033000
0.176190,0.673533,0.091633
0.467347,0.274871,0.046800
0.101587,0.805900,0.320889
0.125000,0.079650,0.232400
0.221429,0.653075,0.057450
0.222449,0.034579,0.352257
0.250000,0.384012,0.145562
0.554286,0.154760,0.235640
0.109524,0.655217,0.319667
0.192857,0.382225,0.253200
0.407143,0.470490,0.071370
0.138095,0.453667,0.290967
0.421429,0.607300,0.075250
0.014286,0.388750,0.076500
0.220000,0.181710,0.060260
0.369388,0.532293,0.372414
0.209524,0.527633,0.063267
0.347619,0.449983,0.033167
0.185715,0.575600,0.272950
0.285715,0.056350,0.215475
0.222222,0.831594,0.073722
0.326190,0.336042,0.221767
0.207143,0.739800,0.427800
0.214286,0.662450,0.067700
0.402381,0.247467,0.075400
0.459524,0.200467,0.056933
0.035715,0.705162,0.280650
0.257143,0.066917,0.373433
0.064286,0.678400,0.158100
0.142857,0.621637,0.307362
0.185714,0.677617,0.097233
0.300000,0.413690,0.348440
0.214286,0.556983,0.236433
0.163266,0.108550,0.045157
0.053061,0.504614,0.362457
0.247619,0.032617,0.103467
0.142857,0.455900,0.631500
0.305715,0.196490,0.164880
0.121429,0.037000,0.379700
0.189286,0.133450,0.344375
0.319048,0.273600,0.225867
0.071429,0.335543,0.128571
0.414286,0.090900,0.360700
0.075000,0.370088,0.108800
0.214286,0.428087,0.079725
0.342857,0.730007,0.196129
0.220408,0.471693,0.322771
